"grad.lhs_m.1" "grad.lhs_m.2" "grad.lhs_m.3" "grad.lhs_m.4" "grad.lhs_m.5" "grad.lhs_m.6" "grad.lhs_m.7" "grad.lhs_m.8" "grad.lhs_m.9" "grad.lhs_m.10" "grad.lhs_m.11" "grad.lhs_m.12" "grad.lhs_m.13" "grad.lhs_m.14" "grad.lhs_m.15" "grad.lhs_m.16" "grad.lhs_m.17" "grad.lhs_m.18" "grad.lhs_m.19" "grad.lhs_m.20" "grad.lhs_m.21" "grad.lhs_m.22" "grad.lhs_m.23" "grad.lhs_m.24" "grad.lhs_m.25" "grad.lhs_m.26" "grad.lhs_m.27" "grad.lhs_m.28" "grad.lhs_m.29" "grad.lhs_m.30" "grad.lhs_m.31" "grad.lhs_m.32" "grad.lhs_m.33" "grad.lhs_m.34" "grad.lhs_m.35" "grad.lhs_m.36" "grad.lhs_m.37" "grad.lhs_m.38" "grad.lhs_m.39" "grad.lhs_m.40" "grad.lhs_m.41" "grad.lhs_m.42" "grad.lhs_m.43" "grad.lhs_m.44" "grad.lhs_m.45" "grad.lhs_m.46" "grad.lhs_m.47" "grad.lhs_m.48" "grad.lhs_m.49" "grad.lhs_m.50" "grad.lhs_m.51" "grad.lhs_m.52" "grad.lhs_m.53" "grad.lhs_m.54" "grad.lhs_m.55" "grad.lhs_m.56" "grad.lhs_m.57" "grad.lhs_m.58" "grad.lhs_m.59" "grad.lhs_m.60" "grad.lhs_m.61" "grad.lhs_m.62" "grad.lhs_m.63" "grad.lhs_m.64" "grad.lhs_m.65" "grad.lhs_m.66" "grad.lhs_m.67" "grad.lhs_m.68" "grad.lhs_m.69" "grad.lhs_m.70" "grad.lhs_m.71" "grad.lhs_m.72" "grad.lhs_m.73" "grad.lhs_m.74" "grad.lhs_m.75" "grad.lhs_m.76" "grad.lhs_m.77" "grad.lhs_m.78"
"2" 0.0412135223195609 0.0415325034655578 0.0421607821481929 0.043078801796631 0.0442579824739275 0.0456620020985871 0.047248489820656 0.0489710626130763 0.0507815695250102 0.0526323483092811 0.0544782741557087 0.0562784068771915 0.0579971156774439 0.059604653859735 0.0610772379356361 0.0623967351945642 0.063550076947666 0.0645285011981189 0.0653267032374727 0.0659419480422696 0.0663745419163808 0.0666240231714382 0.0666899786028533 0.0665712940331464 0.0662655557477979 0.0657686666428736 0.0650747456024184 0.0641763727692035 0.0630652214745134 0.0617330769891178 0.0601731852972812 0.05838181032327 0.056359819413182 0.0541140805734967 0.0516584544565379 0.049014205106248 0.046209731087446 0.0432796177267554 0.0402631107000711 0.0372021902333031 0.0341394690094709 0.0311161404029491 0.0281701715411347 0.0253348795224888 0.0226379632186227 0.0201010005077438 0.0177393706922288 0.0155625286413258 0.0135745410447616 0.0117747933487782 0.010158784365959 0.00871893993787645 0.007445393748042 0.00632669977714885 0.00535045532002961 0.0045038251540847 0.00377396619267523 0.00314835799522517 0.00261504826163468 0.00216282440266907 0.00178132292382263 0.00146108809960833 0.00119359058106615 0.000971215425027563 0.000787227742311085 0.000635722858544326 0.000511566645642499 0.000410330560672765 0.000328224944791927 0.000262033295017329 0.000209049522305531 0.000167019641098173 0.000134088885131415 0.000108754897447027 8.98273845249273e-05 7.63944411213149e-05 6.7795630468184e-05 6.36018317230427e-05
"3" 0.0619676472286279 0.0621253799214239 0.0624378394739056 0.0628989944792269 0.0634998513597551 0.0642285588629832 0.0650705648979899 0.0660088381037038 0.0670241646154868 0.0680955251451121 0.0692005495016301 0.0703160370048306 0.0714185241694199 0.0724848769683151 0.0734928837413384 0.0744218250275097 0.0752529968985061 0.0759701643873179 0.0765599221775326 0.0770119421812931 0.0773194904422209 0.0774784541237583 0.0774877426922005 0.0773490039659014 0.0770662387443166 0.0766453400616735 0.0760935848365257 0.0754191049639891 0.0746303623904848 0.0737356492582081 0.072742630658193 0.0716579446064514 0.0704868720548396 0.0692330892490198 0.0678985153725262 0.0664832695847217 0.06498575229065 0.0634028644720952 0.0617303747406581 0.0599634352419151 0.0580972341183289 0.0561277545509525 0.0540525905390991 0.0518717510596296 0.0495883714714332 0.0472092482417877 0.044745123087022 0.0422106657109976 0.0396241377143731 0.0370067584963048 0.0343818302230119 0.0317737066476732 0.0292067051324407 0.0267040610101108 0.0242870098807971 0.0219740603951395 0.0197804925227097 0.017718089127915 0.0157950856817949 0.0140163063656034 0.0123834453301737 0.0108954488688947 0.00954895637039679 0.00833876346454298 0.00725827814831753 0.00629994854901101 0.00545564840102397 0.00471701270385772 0.00407572112896544 0.00352373051759364 0.00305346037186198 0.00265793677500738 0.00233090089753771 0.00206688835983893 0.00186128540816344 0.00171036726520949 0.00161132324891808 0.00156227239201344
"4" 0.0707080026055851 0.0708020924857222 0.070989288934592 0.0712676284390368 0.0716341774134044 0.072085047175624 0.0726154136246882 0.0732195415271975 0.0738908134058081 0.0746217631295287 0.0754041144346851 0.0762288248073451 0.077086135491955 0.0779656289161546 0.0788562955115757 0.0797466126469248 0.0806246389757903 0.0814781277066745 0.0822946619425113 0.0830618142059203 0.0837673781279025 0.0843994587825247 0.0849467621621136 0.0853988292000563 0.0857462703702239 0.0859809890940977 0.0860963809805604 0.086087495838591 0.0859511505788835 0.0856859835337148 0.0852924441602926 0.0847727161900486 0.0841305765836714 0.0833711966722051 0.082500895192697 0.0815268552764592 0.0804568186895949 0.0792987708044673 0.0780606290819857 0.0767499465545579 0.0753736402537286 0.0739377530548924 0.072447256286079 0.0709058998505305 0.0693161165876421 0.0676789880278972 0.0659942792877038 0.0642605511147754 0.0624753564001448 0.0606355261170144 0.0587375450086108 0.0567780100950779 0.0547541553904685 0.0526644150038828 0.0505089856890108 0.0482903411338151 0.0460136462539854 0.0436870224509514 0.0413216251355236 0.0389315121952435 0.0365333042733132 0.0341456612557786 0.0317886202648009 0.0294828552010948 0.0272489241965879 0.0251065686730813 0.0230741172010324 0.0211680314287435 0.0194026130116431 0.017789872611142 0.0163395469109122 0.0150592385612406 0.0139546474317229 0.0130298592067243 0.012287658402498 0.0117298363327962 0.0113574694473127 0.0111711490396247
"5" 0.0756005071923249 0.0756614503502062 0.0757829151562806 0.0759640618250013 0.0762036387557119 0.0764999920116471 0.0768510775660258 0.077254475986166 0.0777074091500018 0.0782067585214097 0.0787490844473548 0.0793306458884424 0.079947419959675 0.0805951206472866 0.081269216089308 0.0819649438698611 0.0826773238871981 0.0834011685222069 0.084131090056061 0.084861505574324 0.085586642034563 0.0863005331809275 0.0869970246435703 0.0876697786267866 0.0883122831769612 0.0889178686644676 0.0894797343169162 0.0899909876312666 0.0904446992107399 0.0908339749624287 0.0911520466333193 0.0913923803709249 0.0915488014293919 0.0916156314218208 0.0915878328032194 0.0914611537522481 0.0912322655039488 0.0908988836512831 0.0904598651073341 0.089915273345717 0.0892664061713927 0.0885157824717236 0.0876670869449508 0.0867250744408937 0.0856954380121511 0.0845846468363748 0.0833997616704468 0.0821482363596304 0.0808377141648942 0.0794758273833518 0.0780700080751096 0.0766273168603393 0.07515429590782 0.0736568515625202 0.0721401716778647 0.0706086826626068 0.0690660514681626 0.0675152380490984 0.0659586039191973 0.0643980818676587 0.0628354101772435 0.0612724312835794 0.0597114493412695 0.0581556335326125 0.056609444559666 0.0550790516076725 0.0535726977955592 0.0521009658500556 0.0506768946812765 0.0493159035204194 0.0480354941512738 0.0468547229405571 0.045793460657282 0.0448714858852714 0.0441074828005268 0.0435180318992187 0.0431166895871644 0.0429132477323541
"6" 0.0787946334116496 0.0788370983674236 0.0789218012783865 0.0790482899694633 0.0792158907200746 0.0794237136460541 0.0796706597623875 0.0799554296304072 0.0802765334702027 0.0806323025970279 0.0810209020186137 0.0814403440103639 0.0818885024646554 0.0823631277919179 0.0828618621327992 0.0833822546240093 0.0839217764439792 0.0844778353509268 0.0850477894129287 0.0856289596223025 0.0862186411168808 0.0868141125398847 0.087412643491741 0.0880114996286985 0.0886079452225574 0.0891992430158417 0.0897826513024669 0.090355418286947 0.0909147739424077 0.0914579197912324 0.0919820172800567 0.0924841757050376 0.0929614409582724 0.0934107866898404 0.0938291097958011 0.0942132324099343 0.0945599127595842 0.0948658673006475 0.0951278064160455 0.0953424856168783 0.0955067735810278 0.0956177374967782 0.0956727450618922 0.0956695811684949 0.0956065758662694 0.0954827387550095 0.0952978936473725 0.095052806309226 0.0947492974535252 0.0943903330354323 0.0939800843112321 0.0935239510666264 0.0930285428123595 0.0925016144504992 0.0919519547735587 0.0913892279961609 0.0908237701933157 0.0902663439337065 0.0897278555319625 0.0892190402581455 0.0887501216855907 0.0883304523442985 0.0879681442461783 0.0876696999370652 0.0874396577341535 0.0872802688174495 0.0871912286957086 0.0871694907098597 0.0872091936083841 0.087301737206287 0.0874360376714248 0.0875989849812159 0.0877761081544207 0.0879524291803602 0.0881134567456074 0.0882462411359169 0.0883403891470749 0.0883889294887447
"7" 0.0810781144200967 0.0811096628367536 0.0811726249067002 0.0812667322017679 0.0813915848196789 0.0815466546491561 0.0817312896876365 0.081944719380278 0.0821860609423464 0.0824543266219058 0.0827484318515204 0.0830672042340663 0.0834093933018698 0.0837736809846668 0.0841586927159965 0.0845630091078631 0.0849851781156152 0.0854237276152747 0.0858771783101564 0.0863440568820706 0.0868229092947925 0.0873123141548193 0.08781089602794 0.0883173385987646 0.0888303975533078 0.0893489130480707 0.0898718216161831 0.0903981673402443 0.0909271121002642 0.0914579446801012 0.0919900884906732 0.0925231076388255 0.0930567110460911 0.0935907542973513 0.0941252388846625 0.0946603085028586 0.0951962420657204 0.0957334431389567 0.0962724255418879 0.0968137949549919 0.0973582264904849 0.0979064383384298 0.0984591617911035 0.099017108168703 0.0995809334073672 0.100151201309684 0.100728346679735 0.101312639734008 0.101904153275156 0.102502734101839 0.103107979986278 0.103719223268767 0.10433552170816 0.104955656718003 0.10557813857387 0.106201217678459 0.106822900617337 0.107440969623118 0.10805300426478 0.108656404711832 0.109248416743396 0.109826159649412 0.1103866590806 0.110926887470816 0.111443814570428 0.111934469642264 0.112396014854244 0.112825826447088 0.113221576736391 0.113581306600802 0.113903475720545 0.114186977429806 0.114431107374524 0.1146354804204 0.114799897817389 0.114924175025247 0.115007947759052 0.115050477612746
"8" 0.0828264757207209 0.0828515398743623 0.0829015914203257 0.0829764776076325 0.0830759712324713 0.0831997729337508 0.0833475142295592 0.0835187612783783 0.0837130193395152 0.0839297379037762 0.0841683164609641 0.0844281108635103 0.084708440242498 0.0850085944245627 0.0853278417922709 0.0856654375265276 0.0860206321582346 0.0863926803545967 0.0867808498523637 0.0871844304467517 0.0876027429323467 0.0880351478845798 0.0884810541614822 0.0889399269924374 0.0894112955130422 0.0898947595920352 0.0903899957869214 0.0908967622549328 0.0914149024334732 0.0919443472999215 0.0924851160093443 0.0930373147068342 0.093601133308252 0.0941768400451459 0.0947647735769497 0.095365332485553 0.0959789619883744 0.0966061377330463 0.0972473465770674 0.0979030643036283 0.0985737302915402 0.0992597192349953 0.0999613101054508 0.100678652666719 0.10141173198927 0.102160331571871 0.102923995859483 0.103701993149186 0.104493280097234 0.105296469267907 0.106109801395415 0.106931124239346 0.107757880086018 0.108587104048263 0.109415435315091 0.110239143356561 0.111054170763181 0.111856193851401 0.112640701378092 0.113403090665543 0.114138779167661 0.114843328061526 0.115512572916365 0.116142755012649 0.116730645613461 0.117273654620498 0.117769914759203 0.11821833289502 0.118618601395226 0.1189711646504 0.119277138881768 0.119538186999973 0.119756354237471 0.119933874151823 0.120072957933898 0.12017558230365 0.120243292270172 0.120277034449806
"9" 0.0842695404411065 0.0842911148757342 0.0843342252102586 0.0843987948159208 0.0844847098463442 0.0845918205376051 0.0847199429156453 0.0848688608890424 0.0850383286980505 0.085228073688326 0.0854377993697031 0.0856671887160543 0.0859159076583293 0.0861836087165391 0.0864699347128406 0.086774522502886 0.0870970066603749 0.0874370230445898 0.0877942121792485 0.0881682223693447 0.0885587124802578 0.0889653543044155 0.0893878344418453 0.0898258556221165 0.0902791373995071 0.090747416157666 0.0912304443673184 0.0917279890482736 0.0922398293959348 0.0927657535468862 0.0933055544685701 0.0938590249754401 0.0944259518903534 0.0950061093882293 0.0955992515788151 0.0962051044077206 0.0968233569744736 0.0974536523895009 0.098095578316193 0.0987486573600926 0.0994123374942202 0.100085982721931 0.100768864197853 0.101460152040156 0.102158908072025 0.102864079739973 0.103574495450343 0.10428886156133 0.105005761253885 0.105723655484946 0.106440886202097 0.107155681962456 0.107866166062842 0.108570367237826 0.109266232929783 0.109951645072104 0.110624438256601 0.111282420075187 0.111923393338376 0.112545179771134 0.11314564468054 0.113722721974907 0.114274438799855 0.114798938952748 0.115294504153818 0.115759572208274 0.116192751107053 0.116592828201506 0.116958773763248 0.117289738511772 0.117585045051688 0.117844173587733 0.118066742747697 0.118252486789455 0.118401230848525 0.118512866144255 0.118587327162883 0.11862457274725
"" -0.00634048159146694 -0.0062994989687247 -0.0049964908974557 -0.00255920335965505 0.000854790213710988 0.00506295037469441 0.0098631793469884 0.0150423575219178 0.0204132454856408 0.0258120603821405 0.031084035406857 0.0360888244259871 0.0407047921180491 0.0448318706546596 0.0484031672483494 0.0513865936266537 0.0537559765133344 0.0554903267323787 0.0565765050291163 0.0570114346120073 0.0568015397450921 0.0559525730570386 0.0544878404306428 0.0524550488922478 0.0499217981077385 0.0469704873405519 0.0436930221479619 0.0401853798328117 0.0365442212606591 0.0328632408593298 0.0292283135391127 0.0257139074029279 0.0223808816708874 0.0192758600990838 0.016432137842018 0.0138688681917976 0.0115923937647652 0.00959852662957356 0.00787490618746981 0.0064032739477389 0.00516161714679035 0.00412575944772347 0.00327075996548778 0.00257216732164636 0.00200688991001927 0.00155374686342873 0.00119378114235827 0.000910380896818051 0.000689198474338064 0.000518032171466692 0.000386659358814566 0.000286633793591406 0.000211064532673322 0.000154377340389162 0.000112142811577484 8.08932103292574e-05 5.79340619028086e-05 4.11871293196083e-05 2.90613475929447e-05 2.03508666241894e-05 1.41481492412921e-05 9.76855260696162e-06 6.70110948988892e-06 4.56907034989017e-06 3.09783413591151e-06 2.08918482669745e-06 1.40064102927797e-06 9.32503593270163e-07 6.15847598471543e-07 4.03000565299397e-07 2.61002381494029e-07 1.67117528795107e-07 1.06295005253131e-07 6.80731646276511e-08 4.45266272837794e-08 3.01783332738454e-08 2.15024154102668e-08 1.63420652561748e-08
"" 0.0367737693904328 0.0371033523641651 0.0377286000207358 0.0386542684932061 0.0398798854708919 0.0413984478673025 0.0431951508374961 0.0452446284869307 0.0474933082391244 0.0498716360947829 0.0523107728586403 0.0547445018573713 0.0571106399429929 0.059352280698966 0.061430323171768 0.0633338815722981 0.065055229591409 0.0665866019833693 0.0679204530702316 0.0690497115770792 0.0699673806251516 0.0706622590082445 0.071121496515578 0.0713333168366252 0.0712875733310509 0.0709762539934424 0.0703938339585797 0.0695327389403567 0.0683831482988076 0.0669413852249298 0.0652105307631007 0.0632002305943622 0.0609263475567778 0.0584099981645833 0.0556757768497472 0.0527537459281846 0.0496789376891138 0.0464898207450481 0.0432267862299032 0.0399308386792443 0.0366449036400037 0.0334115468629097 0.0302686129303025 0.0272483824761828 0.0243771961356107 0.0216753723661862 0.0191573897739635 0.0168322356244804 0.014703839466442 0.0127717253695787 0.0110317205033454 0.00947666359554169 0.00809714190139223 0.0068826235442696 0.00582136369937284 0.00490049764348547 0.00410667821555405 0.00342658279287643 0.0028472927855898 0.00235641345231362 0.00194224935695625 0.00159430371086975 0.0013032532216261 0.00106085940713266 0.000859880711015663 0.000694034228807454 0.00055812532928639 0.000447547120397752 0.000358129276065257 0.000286195258471623 0.000228572749028026 0.000182582213537905 0.00014639845781627 0.000118766985527968 9.83047554124589e-05 8.37253402195467e-05 7.40050866305219e-05 6.84747545197442e-05
"" 0.0631289412558216 0.0635188581124972 0.0639298759997039 0.0643825070593432 0.0648954943482121 0.0654853969465768 0.0661660717399476 0.0669465153417272 0.0678130103877736 0.0687373089566161 0.069690605449685 0.0706442107567719 0.0715699579063371 0.072440608715816 0.0732331406735151 0.0739322130281986 0.0745247927419739 0.0749995095092414 0.0753467694052685 0.0755588220844578 0.0756308355328398 0.0755672923376192 0.0753761163075966 0.0750646119553238 0.0746394657176636 0.0741067777756787 0.0734721368031934 0.0727421394997674 0.0719243595983603 0.0710248273370336 0.0700480239020084 0.0689970934423168 0.0678740666419475 0.0666792225520712 0.0654081576328037 0.0640555342533091 0.0626167276132539 0.0610880450915637 0.0594669328963401 0.057751885533865 0.055937053717528 0.0540147396211762 0.0519822952429407 0.0498419928395952 0.0476005339280976 0.0452685054024919 0.0428599766900883 0.0403922641882024 0.0378847195815404 0.035357877210504 0.0328327602657925 0.0303302389288462 0.0278707093518673 0.0254762599950495 0.0231680945118705 0.0209637123317121 0.0188768144178804 0.01691740636582 0.0150920189098825 0.0134038467139774 0.0118529512552945 0.0104370609005646 0.00915207473440113 0.00799247415980217 0.00695168885502952 0.00602315500597539 0.00520441752619079 0.00449170829042819 0.00387802327008059 0.00335449808653434 0.00291147508020405 0.00253931318923414 0.00223081319477593 0.00198139168224479 0.0017862699535448 0.00164112943094987 0.00154289365514225 0.00149046683381073
"" 0.0708083421581561 0.0709233353002459 0.0710739615307409 0.0712762537444612 0.0715454195810189 0.071895620002857 0.0723396987859078 0.0728880043962972 0.0735383594951226 0.0742800903448504 0.0751014718846323 0.0759899305038506 0.0769321177964263 0.0779139887584572 0.0789195401971432 0.0799297602169935 0.0809257557571715 0.0818893499741777 0.0828032581159318 0.0836512434125371 0.0844186254932436 0.0850947316455686 0.0856710645770752 0.0861399616922159 0.0864946411884048 0.0867292440542672 0.0868389027008539 0.0868215195203849 0.0866781886675895 0.0864104744900993 0.0860202043577638 0.0855094791753217 0.0848806818884765 0.0841375468037788 0.0832889347405746 0.0823443863148566 0.0813124153321311 0.080200575573334 0.0790155350640763 0.077763111396501 0.0764473111898564 0.075070249672423 0.0736332296501631 0.0721369549718515 0.0705816994901186 0.0689674753376106 0.067292919375194 0.0655530558516282 0.0637434536532588 0.0618612318225067 0.0599051180148449 0.0578754861392419 0.0557741443478567 0.053602042556611 0.0513613330424217 0.0490573868664935 0.0466983917822201 0.0442948839213996 0.0418592812149891 0.0394074353649277 0.036959551521053 0.0345348858958238 0.0321508867940909 0.0298230664935061 0.0275649292924767 0.0253902379577586 0.023326617540424 0.0214011294725177 0.0196317042581953 0.0180285693378667 0.016595858068079 0.0153332423896777 0.0142391676108803 0.013312934857287 0.0125533593213721 0.0119597030647745 0.0115329278956598 0.0112770797023206
"" 0.0757361320742441 0.0758472129429633 0.0759855294678168 0.0761582149677443 0.07637204385257 0.0766333478153152 0.0769479151296551 0.0773205360138088 0.0777510677297553 0.0782359622819043 0.0787711428689473 0.0793520513133432 0.0799736413167077 0.0806303737121866 0.0813162241959858 0.0820248109941329 0.0827495430548836 0.0834836822750696 0.0842203937574403 0.0849527907527671 0.0856740059856804 0.0863774311331773 0.0870566169547053 0.0877052103056046 0.0883169994004568 0.0888859533235104 0.0894062529691627 0.0898721712894183 0.0902780172596306 0.0906183643611107 0.0908881083218461 0.0910825021110582 0.0911971851892426 0.0912277224376311 0.0911678430920415 0.0910113876837036 0.0907531127122474 0.0903887025567609 0.0899147741020897 0.0893290875132347 0.0886349903028804 0.0878404539947076 0.0869530086393946 0.0859795537241931 0.0849263945876925 0.0837992837235027 0.0826046778840966 0.0813520393756805 0.0800500745142532 0.0787059705739552 0.077325524399478 0.0759132808662475 0.0744728717154889 0.0730092913737703 0.0715278284786878 0.0700324155459284 0.0685257660135054 0.0670095536660116 0.0654846032724062 0.0639523588552807 0.0624163869487518 0.0608798995728064 0.059345504084588 0.0578153268306451 0.0562911298239534 0.054774842886732 0.0532729942227629 0.0517981918371854 0.050367057365933 0.0489987905900731 0.047713998083335 0.0465337309977416 0.0454734989612889 0.044542329674526 0.0437510778810413 0.0431119687847927 0.0426376945175651 0.0423406895946482
"" 0.0787679000576536 0.0788420989408525 0.078930930204936 0.0790406853139758 0.0791774534651554 0.07934707784685 0.079555101504182 0.0798063838376209 0.0801014075089951 0.0804376579054364 0.0808123123637202 0.0812222847472497 0.0816642185829067 0.082134485809862 0.0826299850680479 0.083149071203127 0.0836900961241277 0.0842512043931992 0.0848303462240914 0.0854252911733698 0.0860335749566187 0.0866520641301181 0.087277251499043 0.0879055125383443 0.088533124890318 0.0891562869510924 0.0897711447124558 0.0903741885136628 0.0909624057631906 0.0915327503529707 0.0920821139530974 0.0926073438603724 0.0931052621337544 0.0935726083910338 0.0940057480265751 0.0944009443512689 0.0947544945331601 0.0950627499479421 0.0953221372123083 0.0955292289209185 0.095681813042703 0.0957787998342992 0.0958191169470665 0.0958016753432192 0.0957253847742882 0.0955891699829244 0.0953932739900561 0.0951419340921317 0.0948397321703616 0.0944907357178649 0.0940985234518741 0.0936662117266704 0.093196843912482 0.0926975632777502 0.0921778440728913 0.0916462942301088 0.0911106505531821 0.0905778438509066 0.0900540804421049 0.0895470836394088 0.0890687769074642 0.0886313474362749 0.0882467120991165 0.0879266056995187 0.0876826863135259 0.087523714260915 0.0874373584554516 0.087406795647306 0.0874217322210182 0.0874774432697701 0.0875737706262047 0.0877140198419277 0.0878960200525335 0.0881075402511305 0.0883365802204932 0.0885713376204033 0.088799227452797 0.0890058882713647
"" 0.0810581156373258 0.0811200576974222 0.0811915449060097 0.0812777043387677 0.0813835460938747 0.0815139392511813 0.0816735812815752 0.081866705190306 0.0820941245501807 0.0823543061115994 0.0826455094444661 0.0829658197069855 0.0833131390828654 0.0836851787568777 0.0840794852490576 0.084493526672714 0.0849246968950079 0.0853703242191373 0.08582768447846 0.0862940137478402 0.0867668948138634 0.0872467192418122 0.0877350356676359 0.0882331998181471 0.088742365450244 0.0892634834925893 0.08979727760065 0.0903430499566129 0.0908982098512087 0.0914599704424078 0.0920254990359932 0.0925919265891892 0.0931563577932669 0.0937164494554747 0.0942725770973925 0.0948257334792747 0.0953766371610223 0.095925735662035 0.0964732099746271 0.0970190372026446 0.0975642319105528 0.098110791823456 0.0986604326628591 0.0992145436945783 0.0997742031319488 0.100340196065544 0.100912948457756 0.101492442951992 0.102078592306401 0.102671323521816 0.10327059116747 0.103876393103145 0.104488598371888 0.105104898160836 0.105722137526333 0.106338119559246 0.106951600203731 0.10756224522472 0.108170569577419 0.108774826819664 0.109368134675468 0.109945001675676 0.11050204681003 0.111037770082576 0.111552324118082 0.112046310181601 0.112514021583747 0.112947681170528 0.11334079740698 0.113687828947132 0.113983840377856 0.114224212827859 0.114406478318495 0.114530522293176 0.114595053700481 0.114597433082477 0.114533876530796 0.114399748368431
"" 0.0829241789553964 0.0828363579707919 0.0827738831778238 0.0827395809719181 0.0827362178932034 0.0827664825492922 0.0828329643511086 0.0829379573873745 0.0830814751365888 0.0832619587977399 0.083477707170874 0.0837268956614289 0.0840075673468182 0.0843176224357209 0.0846545405335014 0.0850151187163006 0.0853960342881155 0.0857939365869262 0.0862054603196766 0.0866272376577959 0.0870562110114756 0.0874916352978869 0.0879337868416233 0.0883828874399606 0.0888390997622742 0.0893025276210619 0.089773222497499 0.0902515265204088 0.090738197894362 0.091233918626557 0.0917392572666287 0.0922546707499558 0.0927805043641341 0.0933172394815262 0.0938664566990691 0.0944299473640676 0.095009330394524 0.0956060556446647 0.096221407274123 0.0968564724018173 0.097511405503434 0.0981855428655956 0.0988782227469581 0.0995888289539989 0.10031679639048 0.101061614565212 0.10182241492352 0.102597137881377 0.10338375604186 0.10418056769309 0.104986195203648 0.105799578181628 0.106619759368882 0.10744356331525 0.108266665843482 0.109085420407293 0.109896864240715 0.11069868206597 0.111489153795631 0.112264993476063 0.113019101448977 0.113744800908759 0.114436358885159 0.115088873644748 0.115698156766027 0.116261166417006 0.116779582172009 0.117257170315008 0.117697637369662 0.118104568935627 0.118481376942545 0.118831219835418 0.119155701480066 0.119454188885883 0.119725496166828 0.119968025975968 0.12017972655986 0.120358010811884
"" 0.0895610373530742 0.0892765456478614 0.0890045361586169 0.0887521392064747 0.0885264250818859 0.0883343916248061 0.0881829475882981 0.0880786401455016 0.0880247536122495 0.0880223319266116 0.088072265020573 0.0881753133099066 0.0883320906456383 0.0885430385368927 0.0888070553550394 0.089120018062627 0.0894773750386036 0.0898745325321829 0.0903068670345314 0.0907697372996095 0.0912586250124437 0.0917700062593046 0.092300830876664 0.0928480782765592 0.093408765787939 0.0939799588209053 0.094558812538626 0.0951441489115804 0.0957371019041656 0.0963389153501972 0.0969507564298139 0.0975737138884142 0.0982087964466702 0.0988568200759277 0.0995179925746837 0.100192347615228 0.100879929847781 0.101580799801881 0.102295036508476 0.103022694985626 0.103762872511297 0.104513780788961 0.105273731309068 0.106041184034183 0.106814750325266 0.107593194044639 0.108375013673077 0.109157555810447 0.109938170394715 0.110714489052506 0.111484419486059 0.112246139381238 0.112998033390226 0.113738042629584 0.114463960289075 0.115173931203113 0.115866441145335 0.116540294884596 0.117194583733429 0.117826839765679 0.118430968817917 0.119000753149717 0.119530326624087 0.120014127044011 0.120446850845831 0.12082351470562 0.121140118029298 0.121393128333359 0.121579014432817 0.12169416939201 0.121734842440521 0.121697084136001 0.121577044562591 0.121371061561698 0.121075124956625 0.120684822216403 0.120195312442849 0.119601281480685
"" -0.00179522727209044 -0.00172917326232307 -0.000799478366648593 0.00098573386843534 0.00359624798111739 0.00697664421422918 0.0110430014662591 0.015677431226101 0.0207011976695422 0.0259071601932179 0.0310976162765294 0.0360931495015748 0.04073810407662 0.0449036359846132 0.0485023676873656 0.0514932446425971 0.0538461603941642 0.0555402962058694 0.0565661072807441 0.0569264366508696 0.0566350594952129 0.0557068605152497 0.054172557340505 0.0520844689836428 0.0495124570322584 0.0465392234454877 0.0432554395550083 0.0397552215496718 0.0361333576980341 0.0324813357119422 0.0288826308597398 0.0254092604423094 0.0221197152132827 0.0190582669447412 0.0162555049303362 0.0137287183883591 0.011483363465254 0.00951507187075309 0.00781177709194902 0.00635580848418187 0.00512597201282007 0.00409895357579772 0.00325053634390036 0.00255684410505002 0.0019952262917011 0.00154483232097369 0.00118694979265983 0.000905144212545972 0.000685190389575781 0.000514972352661437 0.000384329871194347 0.000284864210143486 0.000209722343993759 0.000153363703261522 0.000111384573931412 8.03342676963659e-05 5.75300140088954e-05 4.09021822365142e-05 2.88665233810513e-05 2.02222147319946e-05 1.40656577638804e-05 9.71675779192083e-06 6.66884877713685e-06 4.54873645936942e-06 3.08451721880266e-06 2.07992245048868e-06 1.39391551212984e-06 9.27573889868457e-07 6.12295821855596e-07 4.00533438141933e-07 2.59377771738762e-07 1.66124394207396e-07 1.05733310830222e-07 6.77663527860906e-08 4.43512117105522e-08 3.00592934441129e-08 2.13976777679105e-08 1.62280459443512e-08
