"grad.lhs_m.1" "grad.lhs_m.2" "grad.lhs_m.3" "grad.lhs_m.4" "grad.lhs_m.5" "grad.lhs_m.6" "grad.lhs_m.7" "grad.lhs_m.8" "grad.lhs_m.9" "grad.lhs_m.10" "grad.lhs_m.11" "grad.lhs_m.12" "grad.lhs_m.13" "grad.lhs_m.14" "grad.lhs_m.15" "grad.lhs_m.16" "grad.lhs_m.17" "grad.lhs_m.18" "grad.lhs_m.19" "grad.lhs_m.20" "grad.lhs_m.21" "grad.lhs_m.22" "grad.lhs_m.23" "grad.lhs_m.24" "grad.lhs_m.25" "grad.lhs_m.26" "grad.lhs_m.27" "grad.lhs_m.28" "grad.lhs_m.29" "grad.lhs_m.30" "grad.lhs_m.31" "grad.lhs_m.32" "grad.lhs_m.33" "grad.lhs_m.34" "grad.lhs_m.35" "grad.lhs_m.36" "grad.lhs_m.37" "grad.lhs_m.38" "grad.lhs_m.39" "grad.lhs_m.40" "grad.lhs_m.41" "grad.lhs_m.42" "grad.lhs_m.43" "grad.lhs_m.44" "grad.lhs_m.45" "grad.lhs_m.46" "grad.lhs_m.47" "grad.lhs_m.48" "grad.lhs_m.49" "grad.lhs_m.50" "grad.lhs_m.51" "grad.lhs_m.52" "grad.lhs_m.53" "grad.lhs_m.54" "grad.lhs_m.55" "grad.lhs_m.56" "grad.lhs_m.57" "grad.lhs_m.58" "grad.lhs_m.59" "grad.lhs_m.60" "grad.lhs_m.61" "grad.lhs_m.62" "grad.lhs_m.63" "grad.lhs_m.64" "grad.lhs_m.65" "grad.lhs_m.66" "grad.lhs_m.67" "grad.lhs_m.68" "grad.lhs_m.69" "grad.lhs_m.70" "grad.lhs_m.71" "grad.lhs_m.72" "grad.lhs_m.73" "grad.lhs_m.74" "grad.lhs_m.75" "grad.lhs_m.76" "grad.lhs_m.77" "grad.lhs_m.78"
"" 0.0367264740902011 0.037082299714751 0.0376729297407129 0.0385209610696858 0.0396439797438964 0.0410532886845044 0.0427525411560885 0.0447338931182392 0.0469501044868073 0.0493299111687884 0.0518015991499363 0.054294814119136 0.0567418468535259 0.0590788720386667 0.061259503454877 0.0632671674959893 0.065089326109783 0.066714173324084 0.0681309268087258 0.0693300789628442 0.0703030689658861 0.071038574523984 0.0715244177893158 0.071749852529832 0.0717060692741363 0.0713866324307027 0.0707877398176327 0.0699029232022689 0.0687228420594917 0.0672448239280749 0.0654734237829192 0.0634200677109337 0.0611025455962426 0.0585441304918318 0.0557722335616948 0.05281894299484 0.0497202432440428 0.0465146947444116 0.0432421388118341 0.0399425761817755 0.0366571869047092 0.0334265092184555 0.0302867973553827 0.0272691835453705 0.0243992647935939 0.021696973181294 0.0191768821300967 0.016848747342029 0.0147172031649208 0.0127822617519785 0.0110400421892762 0.00948351553093699 0.00810327205698468 0.00688858035235507 0.00582744766145511 0.0049068303011447 0.00411325839630287 0.00343333238907033 0.00285409386456272 0.00236309075756283 0.00194853725696745 0.00159992440325601 0.00130797258854241 0.00106451491130881 0.00086239072463583 0.000695416519908156 0.000558602013890873 0.000447460454782318 0.000357822741866937 0.000285954152733194 0.000228603416803206 0.000183011613593817 0.000147203661761498 0.000119763357127181 9.92629585377057e-05 8.44205549150036e-05 7.42143353451152e-05 6.79399683885146e-05
"" 0.0630482725586204 0.0635259515353392 0.0640058606573446 0.0645066864183104 0.0650454845852504 0.065637424534828 0.0662954542542393 0.0670287805622818 0.0678299894417568 0.0686806663418575 0.0695612311391671 0.0704512827703736 0.0713297808067362 0.0721752517015671 0.0729664521922206 0.0736837439396834 0.0743092813993759 0.0748271934735459 0.0752237601280168 0.0754875252164673 0.0756105610626689 0.0755958606535365 0.0754505887553045 0.0751814083612726 0.074794482552577 0.0742955091916797 0.0736897972767284 0.0729837727509369 0.0721849048131541 0.0712991653196067 0.0703310116586034 0.0692835898716189 0.0681589531749152 0.0669573023820384 0.0656737079885809 0.0643025149199453 0.062839182451692 0.0612804547670323 0.0596245104096829 0.0578708753439397 0.0560162461354261 0.0540563338240973 0.0519911142377377 0.0498246928047705 0.0475648882782196 0.0452227736758895 0.0428117971535795 0.0403467393629537 0.0378445709536578 0.0353239934031239 0.0328046878859258 0.0303066149770983 0.0278496999862323 0.0254565806332599 0.0231493498008826 0.0209460916214265 0.0188608371470713 0.0169037308064712 0.0150813087846653 0.0133964515170234 0.011848506151851 0.0104346969644753 0.00915065528871397 0.00799078170983511 0.00694856902339783 0.0060177329141036 0.00519685700306728 0.00448308570227728 0.00386984124371796 0.00334836532906998 0.00290892764405867 0.00254171816247935 0.002238230225424 0.00199163929163055 0.00179577544553125 0.0016454032628666 0.00153654839947505 0.00146681582949133
"" 0.0710111310902183 0.0711784701153738 0.0713673052163194 0.071592117173382 0.0718666207084399 0.0722036204137963 0.072614828282266 0.0731100719726635 0.0736905916104741 0.0743516251545805 0.0750872659924522 0.075890511497705 0.0767532260198879 0.0776660975062475 0.0786156948754321 0.0795818326702601 0.0805439287690881 0.0814820803643974 0.0823772624583146 0.0832115018437077 0.0839685129251511 0.0846369188962561 0.0852079670938768 0.0856737939623212 0.0860274687401848 0.0862630308954379 0.0863755623392388 0.0863635119485496 0.0862292779334742 0.0859756549813326 0.0856055587190952 0.0851220312385164 0.0845282415291576 0.0838280391103866 0.0830278328085095 0.0821341014007725 0.0811525172062293 0.0800880276976552 0.0789449381555216 0.0777269940027508 0.076437357161458 0.0750784992836269 0.0736523159813355 0.0721602769204701 0.0706035714447861 0.0689832515039172 0.067299116270744 0.0655473921172609 0.0637246472734714 0.0618287749261166 0.0598590751837686 0.0578163228573342 0.055702582051161 0.0535188995720734 0.0512675570704066 0.0489541586659598 0.0465871778935687 0.0441774478433701 0.0417376664708937 0.0392842464319301 0.0368383061786413 0.0344195087241747 0.0320452222225009 0.0297305253519584 0.0274882584605514 0.0253313434595968 0.0232862699745064 0.0213793192617097 0.0196281301472037 0.0180429616294237 0.0166281826003797 0.0153837669746649 0.01430540962975 0.0133859921997417 0.0126188804867832 0.0119986097090532 0.0115214325424736 0.0111859392294855
"" 0.0756396983424711 0.0757448169625627 0.0758713939105564 0.0760275747416879 0.076221165391704 0.0764595713187885 0.076749721573635 0.0770976575006464 0.0775047897860123 0.0779692580340178 0.0784886032960037 0.0790597783593631 0.0796791068019728 0.0803422402263511 0.0810434278764438 0.081774930117509 0.0825285971891232 0.083296137612123 0.0840691753831069 0.0848393041061015 0.0855981965418212 0.0863380415533269 0.087051354478647 0.0877308260334351 0.0883693720578096 0.0889601794509888 0.0894967365063455 0.0899723354861183 0.0903799104091338 0.0907128466831023 0.0909650844226076 0.0911311513415384 0.0912061895330461 0.0911864209869313 0.0910707784449185 0.0908591231534855 0.0905515310323449 0.0901483027669583 0.0896499742096946 0.0890574031019725 0.0883733598593739 0.0876021796138095 0.0867479680639927 0.0858145492815406 0.0848054919483313 0.0837241371551459 0.0825751954599271 0.0813677132494775 0.0801102143608917 0.0788096920202409 0.0774717394769469 0.0761006849742935 0.074699826022904 0.0732726166412037 0.0718222430103548 0.0703509007967427 0.0688599324568597 0.0673499826431525 0.0658211659077579 0.0642751751766359 0.0627174314437312 0.0611531948102881 0.0595870842539874 0.0580231736619952 0.0564650866029816 0.0549164651874774 0.0533850238471631 0.0518841208531805 0.0504308469743325 0.0490446179960392 0.0477460485154407 0.0465559983450063 0.0454871513169296 0.0445414701207059 0.0437218760664665 0.0430324966621093 0.0424780967779202 0.0420636507406399
"" 0.0789776761280192 0.079063618229053 0.0791602663477916 0.0792730832081709 0.0794073514708377 0.0795681473449969 0.0797603070469363 0.0799882807141741 0.0802548845498117 0.0805617228909134 0.0809100479669122 0.081300744774884 0.081734296947804 0.0822107439574661 0.0827283996090111 0.0832825604495273 0.0838679911941462 0.0844792965650776 0.0851109421597186 0.0857572759725371 0.0864126966969166 0.0870726412292489 0.0877329815859804 0.0883895274564071 0.0890380467312419 0.0896742878216518 0.0902940199581832 0.0908939665222505 0.0914721504501087 0.0920265869420285 0.0925551859103934 0.0930557640221101 0.0935260572305075 0.0939636151195126 0.0943653708657012 0.0947281175365258 0.0950487202630305 0.0953241343230447 0.0955514192038728 0.0957277904041812 0.0958514933764816 0.0959216870639332 0.0959375140184736 0.09589807869386 0.0958024659212949 0.0956497590105812 0.0954402208360734 0.0951777131004146 0.0948663935339604 0.0945099376554259 0.0941115607240631 0.093674041074485 0.0932001664143586 0.0926975618750999 0.0921765596937148 0.0916464596313101 0.0911155281718006 0.0905910804674669 0.0900795747015237 0.0895878542701347 0.0891248432050529 0.0886997324824687 0.0883217129531483 0.0880000249855356 0.0877440280995822 0.0875609371305433 0.0874415255361986 0.0873740222803721 0.0873529398933238 0.0873781405256741 0.0874538854163276 0.0875877643221703 0.0877798248549073 0.0880164852718817 0.0882833638862546 0.0885659284178097 0.0888490554642063 0.0891166710928256
"" 0.0813398108328814 0.0813488318883087 0.0813699531177925 0.081407660958962 0.0814663350717335 0.0815502337580659 0.0816634755796009 0.0818098465861611 0.0819908274358 0.0822062907229118 0.0824559118594138 0.0827391775577105 0.0830553664148842 0.0834035272503256 0.0837820840450699 0.0841884552929042 0.0846198212123387 0.0850732391944627 0.0855456520562317 0.0860338965745388 0.0865348856822459 0.0870467656021112 0.0875681888779653 0.0880977030344305 0.0886337522025349 0.0891746820127854 0.0897187629660034 0.0902650937539443 0.090813967626884 0.091365611836207 0.0919200864475537 0.0924772889611937 0.0930369589257522 0.0935988931245138 0.0941637462665926 0.0947322481212976 0.0953048765271961 0.0958818636326581 0.0964632031072841 0.0970486597219804 0.0976378123615135 0.0982300887644968 0.0988247587773077 0.0994209431873357 0.100017622985814 0.100613648655404 0.101208051658131 0.101800760980758 0.102391883305055 0.102981529475571 0.103569832178129 0.104156962675147 0.104742989266191 0.105326192388299 0.105904225149636 0.106475621038828 0.107039779306648 0.107596920305442 0.108148030718724 0.108692691489687 0.109227184202438 0.109749138723419 0.110258013999312 0.110754909405699 0.11124238149018 0.11172294592687 0.112190148169923 0.112634568050147 0.113048459978956 0.113425355488799 0.113759653127861 0.114046275049215 0.11428272442211 0.114469163133291 0.114604402916149 0.114685767640249 0.114709241074732 0.114669569728647
"" 0.0844069705553457 0.0842174843165897 0.0840484239805195 0.0839031699133435 0.0837850425044642 0.0836972921546747 0.0836430872252208 0.0836253757095329 0.083645450278548 0.0837034537667792 0.0837994056579126 0.0839332080038721 0.0841046301128566 0.084313288921748 0.0845580692588274 0.0848365161518758 0.0851459267934807 0.0854835094660525 0.0858463857325559 0.0862315928378227 0.0866362746533456 0.0870589375307573 0.0874986723677962 0.0879544951659595 0.0884253496401138 0.0889101123461827 0.0894076010756412 0.0899167906626735 0.0904369199981809 0.0909672138411807 0.0915068644775052 0.0920550370622148 0.0926108744332954 0.0931737644006278 0.0937443570508156 0.094323622147961 0.0949124443114735 0.095511627344177 0.0961218988272492 0.0967439295117767 0.0973786542809319 0.0980272610172172 0.0986908703339937 0.0993705267592481 0.100067203417005 0.100781805753777 0.101514831078803 0.102265695598512 0.103033772401845 0.103818638446722 0.104620076211114 0.105438073073521 0.10627249586002 0.107119398586682 0.107972690629977 0.10882704215015 0.109677909977757 0.110521498165546 0.111354700940345 0.112172812608161 0.112967127415561 0.113729402465214 0.114452406397982 0.11512979967544 0.11575601032437 0.116326751353889 0.116843222155961 0.11730914276317 0.117728264387099 0.118104285021952 0.118440786040004 0.118741178334731 0.11900869341907 0.119246062337149 0.119455227218061 0.119637395545324 0.119793116984278 0.119922363316567
"" 0.0925981611519575 0.0922818467157552 0.0919719229103452 0.0916731733056821 0.0913903300837376 0.0911280695432895 0.0908910056072068 0.0906836673297895 0.0905103258055495 0.0903750331847899 0.0902817233609964 0.0902341976741361 0.0902361064374157 0.0902909203843926 0.0904005136441723 0.0905636228427376 0.0907784984865082 0.0910432891118621 0.0913560401280649 0.0917146920565889 0.092117022742888 0.0925602905859653 0.0930415071088068 0.0935576522023998 0.0941056850458125 0.0946825532150011 0.0952852015936415 0.0959106067380794 0.0965558103811493 0.0972179032082237 0.0978940295194047 0.0985813930555838 0.0992772616301929 0.0999790404042172 0.100684554659049 0.101391828223329 0.102098989022594 0.102804276491298 0.103506045820195 0.10420282957903 0.10489464947344 0.105582961603032 0.106269308440561 0.106955257767342 0.107642401505529 0.108332353751336 0.109025966427879 0.109721667851324 0.110417629433861 0.11111229429002 0.111804371141558 0.112492823867682 0.113176746509232 0.113854064614929 0.114522040377361 0.115178246191679 0.115820569400667 0.116447194839272 0.117056580460001 0.117646480488465 0.118212880604165 0.118751863263872 0.119259850593577 0.119733562510058 0.120169969222153 0.120565660501193 0.120912885891985 0.121202011114772 0.121423578303816 0.121568211342174 0.121626500089303 0.121588991234767 0.121451921626733 0.121219805517476 0.120897292895949 0.120488626243233 0.119997816422063 0.1194288233337
"" 0.00330525579943917 0.00330891683191149 0.00393824800287615 0.00526376042792924 0.00733654170983609 0.0101811137542955 0.0137874219603158 0.0180954779504659 0.0229125658986804 0.0279777089112984 0.033046690565991 0.0379034370920594 0.0423656666194524 0.0462871407266077 0.04958444489362 0.0522497613193821 0.0542832916810239 0.0556877387488185 0.0564703487800621 0.0566440156758123 0.0562250237216998 0.0552190381668649 0.0536453382730046 0.0515473366969724 0.0489880792817556 0.0460448624040695 0.0428037382188151 0.0393537564167604 0.0357841575041365 0.0321821535673296 0.0286283647907017 0.0251931998651632 0.0219345528385003 0.0188972678479934 0.0161144927763128 0.0136057046316537 0.0113775877688011 0.00942626011910092 0.00773963134893094 0.00629969369459689 0.00508439267092419 0.004069583325728 0.00323078312638203 0.00254422544338164 0.00198757973044077 0.00154040884688677 0.00118444993647156 0.000903717679505939 0.000684320895461223 0.00051436680966499 0.000383835958800725 0.000284413174359349 0.000209292325748955 0.0001529618812115 0.000111028157131534 8.00366205443755e-05 5.72963815264095e-05 4.07302906903112e-05 2.87490185438839e-05 2.0148033625295e-05 1.40216698871813e-05 9.691534636825e-06 6.65400040964006e-06 4.5388261212839e-06 3.07644811990347e-06 2.07231124036666e-06 1.38679484178869e-06 9.2143763977634e-07 6.07494229612043e-07 3.97143778503087e-07 2.57260885845772e-07 1.65023547010275e-07 1.05305304580855e-07 6.767245314574e-08 4.43647037547012e-08 3.0058199542094e-08 2.13255940790349e-08 1.6059329694022e-08
"" 0.0365999256039289 0.0368829039541764 0.0373676794791144 0.0380867886516738 0.0390677304756483 0.0403318363530287 0.0418930170677639 0.0437538929188583 0.0458765794512064 0.0481975410293321 0.0506513338393164 0.0531720429677735 0.0556942654358648 0.0581541188099356 0.0604984934744281 0.0626944792449583 0.0647136740387322 0.0665304277604602 0.068122267935885 0.069470187459519 0.0705589968919027 0.0713779857552474 0.071918834378512 0.0721750547854716 0.0721423789809868 0.0718190682402401 0.071206025217224 0.070300876340323 0.0690968800481193 0.0675927376528936 0.0657934146749708 0.0637100328698331 0.0613596160119462 0.0587646327708884 0.0559529098494974 0.0529581558173632 0.0498185994735664 0.046575251911036 0.0432702688265758 0.039945545073107 0.0366429072022092 0.0334021870070356 0.0302584090284097 0.0272412403234124 0.024374785478063 0.021677612192298 0.019163201703016 0.0168405872384516 0.0147138886231936 0.0127827753779463 0.0110431867957159 0.00948806041744521 0.00810808642594235 0.00689284394395065 0.00583072225489032 0.00490898090849111 0.0041143608122877 0.00343359032282604 0.00285377404016669 0.00236242783277037 0.00194763730900511 0.00159880440758601 0.00130660322692432 0.0010628521138043 0.000860398007572265 0.000693100887578823 0.000556138967266413 0.000445124249926688 0.000355877427314628 0.000284602554784026 0.000227973224128499 0.00018315938602496 0.000148022199717252 0.000120955662917414 0.000100484022572937 8.53400711806706e-05 7.45187037271829e-05 6.72961136229346e-05
"" 0.0622736989884569 0.0627695705659595 0.063266350532991 0.0637798642282463 0.0643244472769951 0.0649127923820654 0.0655557432873089 0.0662613204886777 0.0670263644317753 0.0678400628257684 0.0686902105327258 0.0695633462764461 0.0704447930295351 0.0713187123275045 0.0721660094811719 0.0729629465801534 0.0736865707919016 0.0743156910179926 0.0748311234340427 0.0752158865532582 0.0754567551726589 0.0755531625386078 0.0755099443876258 0.0753320173101019 0.075024341138611 0.0745919040425062 0.0740397682830224 0.0733758291848915 0.07261082318401 0.0717535970066596 0.0708109496221861 0.0697878592824159 0.0686877216703538 0.0675108120989377 0.0662483407374059 0.0648905064213406 0.0634296755670505 0.0618604930715532 0.0601799533703517 0.0583873159782215 0.056481721208641 0.0544631839476828 0.0523354429518225 0.0501057514687637 0.0477844888531452 0.0453847337233697 0.0429217408673423 0.0404125222130116 0.037875724589055 0.035330987071972 0.0327982535169745 0.0302971527907054 0.0278465634926092 0.0254652660565444 0.0231707310042241 0.0209777756805607 0.0188983761372949 0.0169416326427538 0.015113850587365 0.0134192391083724 0.0118602114418541 0.0104362248930582 0.00914421739744656 0.00797919990469981 0.00693477976840547 0.00600439588799829 0.00518578904497076 0.00447530623240392 0.00386584859399694 0.0033483400314946 0.0029128800930174 0.00254957881624727 0.00224911914511051 0.00200318278066798 0.00180464507894031 0.00164761309461028 0.00152746083885861 0.00144088791422275
"" 0.0712439622635504 0.0715177272546613 0.071805516235794 0.0721179032925236 0.0724647749487424 0.072855247000069 0.0732975593237413 0.0737986282237985 0.0743602661976367 0.0749805859224042 0.075656686565309 0.0763846415234368 0.0771594349772954 0.0779748886387399 0.0788210915955166 0.079682073660554 0.0805412082010782 0.081382095788238 0.0821887058602155 0.0829455090354118 0.0836378328085438 0.0842535388264936 0.0847822025084644 0.0852143938594806 0.0855417491068944 0.0857570286642613 0.085854213236564 0.0858311163455503 0.0856899712451972 0.0854333891330186 0.0850640408097558 0.0845846621606948 0.0839980593875982 0.0833078863054879 0.0825213119134009 0.0816456631886662 0.0806872036769149 0.0796512277289985 0.0785421612295142 0.07736360429753 0.0761170612036899 0.0748022261442062 0.0734186069268239 0.0719657173155906 0.070443195456877 0.068850916615006 0.0671878485385234 0.0654497651926131 0.0636332081652286 0.0617364299713512 0.0597594185058246 0.0577039018181205 0.055573197056112 0.0533708036872804 0.0511015487079697 0.0487726977859111 0.0463936299350713 0.0439754750765869 0.041530765728132 0.0390759220869336 0.0366329608672096 0.0342224155856178 0.031862298330085 0.0295680645335332 0.0273526470890108 0.0252284710545823 0.0232191650444341 0.0213478839946462 0.0196300892595526 0.0180746552509489 0.0166851907640077 0.0154613271798958 0.0143963547984803 0.0134780871809498 0.0126955840947636 0.0120396281538184 0.0115027657447851 0.0110794204038029
"" 0.0757388397597517 0.0758806404210008 0.0760391699671488 0.0762214190288697 0.0764340539593675 0.076683376237577 0.0769752719317039 0.0773149789266105 0.0777050539952755 0.0781460778891611 0.0786380692134278 0.079180461382179 0.0797720469885113 0.0804109101421907 0.0810928152906039 0.0818096289304833 0.0825524730492847 0.0833122135686354 0.0840795100331709 0.0848448679060707 0.0855987726106652 0.0863323261174837 0.0870371156821114 0.0877050278241693 0.0883282994940315 0.0888995609714593 0.0894118833391567 0.0898594364657373 0.090237678885428 0.0905424232839952 0.0907697914890464 0.0909162450070022 0.090978612903729 0.0909542792881095 0.0908418030287843 0.0906402962530671 0.0903491706088597 0.089968138316025 0.0894972090895709 0.0889367386116153 0.0882885230545944 0.0875554602680155 0.0867402616528288 0.0858454418056045 0.0848733603019671 0.0838262611158247 0.0827079200418399 0.081526722514394 0.0802907052339081 0.0790065078460403 0.0776794956256939 0.0763138924436143 0.074913102350378 0.0734818159442693 0.072024960052806 0.07054615893983 0.0690478819970456 0.0675316311156941 0.065998140150686 0.0644489051637464 0.0628880487451908 0.0613200025529379 0.0597491312741579 0.0581797321775437 0.0566160465833342 0.0550626180749718 0.0535278490617816 0.0520252740309667 0.0505717356781145 0.0491860645523809 0.0478880502632595 0.0466975740765725 0.0456257875737876 0.0446717255613996 0.0438344335274963 0.0431137419160387 0.0425101093156167 0.0420245601823355
"" 0.0791729765319879 0.0792408353651708 0.0793135212588985 0.0793965236446028 0.0794951867118329 0.0796146889910452 0.0797600180057654 0.0799359176471787 0.0801465884286962 0.0803957227721099 0.080686649210895 0.0810222984860681 0.0814051674042802 0.0818372743552361 0.082318426611602 0.0828443953376337 0.0834102020403045 0.084010585539472 0.0846400075915382 0.0852926715565353 0.0859625856635553 0.0866438478501323 0.0873306257415385 0.0880170789893169 0.0886973772017869 0.0893657239099291 0.09001641042682 0.0906450531544842 0.0912490852119389 0.0918260620557571 0.0923735357144568 0.0928890680946242 0.0933702409446603 0.0938145339491327 0.0942188240535057 0.0945798482106508 0.0948944273324119 0.0951594964705253 0.0953721381942019 0.0955297086786517 0.0956317722419624 0.0956797640837563 0.0956748524918978 0.0956178553971958 0.0955092718046034 0.0953493315093999 0.0951389388362111 0.0948815843468005 0.0945808969337985 0.0942400380038958 0.0938617078489907 0.0934481666805605 0.0930016801806215 0.0925292559351417 0.0920405844446285 0.0915443798791124 0.0910483654629081 0.090559342900723 0.0900832713287475 0.0896252978794911 0.089190396548243 0.0887842147806306 0.0884131155570125 0.0880841466108928 0.0878050236591118 0.0875822721174896 0.087409873142268 0.087280217509208 0.0871909860181481 0.0871443286414131 0.0871460754641241 0.08720489686623 0.087323577767867 0.0874936110703934 0.087705249724845 0.0879482290119925 0.0882116221648517 0.0884837599939715
"" 0.0817566417839724 0.08171317454121 0.0816824256167034 0.0816670353750515 0.0816695310934956 0.08169233375048 0.0817377646151013 0.0818080794375292 0.0819057925233968 0.0820335455888157 0.0821938371229661 0.082388976748218 0.0826210430921426 0.0828918364329825 0.0832020571411896 0.0835504685998764 0.0839354341521417 0.084355145402619 0.0848076190418731 0.0852906808334048 0.0858018513836911 0.0863377724227157 0.0868946490632677 0.0874686060000896 0.0880557173227906 0.088652027133856 0.0892535863367175 0.0898575844327488 0.0904628126984841 0.0910680968069784 0.0916721778143492 0.0922737240304381 0.0928713415348418 0.0934638310469352 0.0940511297027502 0.0946333823294988 0.0952105452219817 0.0957823792866552 0.0963484421601294 0.0969081324407979 0.0974618332363259 0.0980109257044461 0.0985566716212818 0.0991001733495058 0.0996423615992591 0.10018396433101 0.100725807776591 0.101269583447913 0.101817029914674 0.102369772153867 0.102929359663907 0.103497282469912 0.104074770582357 0.10466061821196 0.105252549108717 0.105849127170389 0.106449782617965 0.107054788144507 0.107665208024003 0.108279533847091 0.108890467196395 0.109491894960055 0.110079686884396 0.110651468177231 0.111206388373748 0.111744066164648 0.112259021655653 0.112744642939226 0.113196073013453 0.113609854510924 0.113983545811194 0.114315375595502 0.114605851404428 0.114857488567541 0.115071323813499 0.115246896213185 0.115382504479929 0.115475458466226
"" 0.0862935032987963 0.0860427911632752 0.0858107885074005 0.0856006189008701 0.0854153344312827 0.0852579035856512 0.0851311987233882 0.0850378739388641 0.0849791066612107 0.0849550627600107 0.0849658215996377 0.0850113963755767 0.0850917303507772 0.0852066883437533 0.0853562757238777 0.0855408648315345 0.0857607178719918 0.0860159063085394 0.0863063000077266 0.0866315604085299 0.0869909246528561 0.0873818266859383 0.0878008829253654 0.0882446736132217 0.0887097510945603 0.0891926433066378 0.0896898795688358 0.0901991101851865 0.0907195939248265 0.091250662486804 0.0917916001565134 0.0923416538092866 0.0929000429722421 0.0934662718803092 0.0940412988221867 0.0946264467212213 0.095222933268174 0.0958318705892746 0.0964542640261499 0.0970909962704065 0.0977425219478704 0.0984088813462837 0.0990900246643844 0.0997858515611978 0.100496248221953 0.101221134849137 0.101960287569043 0.102712913569194 0.103478313030371 0.104255988863497 0.105045621944543 0.105847075938727 0.106660082860372 0.10748035135372 0.108301366276907 0.109117457735906 0.10992379725177 0.110716336880695 0.111491751720228 0.112246931003642 0.112978458586801 0.113683494351052 0.114359836843329 0.115005850652073 0.115620397375595 0.116202393643326 0.116748195055804 0.117253135604422 0.117712797376473 0.118122908262258 0.118479266181772 0.1187777471841 0.119016758102915 0.119198006218274 0.11932280370715 0.119391858437174 0.119405358601767 0.119363035793024
"" 0.0961797760641006 0.0958384165067521 0.0955005084226931 0.0951701854148492 0.0948515546149565 0.0945486908636071 0.0942656269702219 0.094006350006044 0.0937748910830114 0.0935752489172934 0.0934112922431216 0.0932867501576709 0.0932052029308736 0.0931700668161292 0.0931837734659025 0.0932468812052839 0.0933596194199593 0.0935221131166228 0.0937343806618734 0.0939963283586601 0.0943075169669532 0.0946656644024474 0.0950676053155549 0.0955100910429768 0.09598979326958 0.0965033079146385 0.0970471640472179 0.0976178615049389 0.0982119468231246 0.0988260334003705 0.0994568067563378 0.10010102829703 0.100755537263607 0.101417569385757 0.102086000980442 0.10276024340896 0.103439763513928 0.104124091022636 0.104812823302873 0.105505636631305 0.10620249155954 0.106903663214807 0.107609550732547 0.108320651569434 0.10903753341474 0.109760795926443 0.11048992522262 0.111220947845727 0.111949540638618 0.112671828407237 0.113384401999757 0.114084306941769 0.114768921341974 0.115434891948292 0.116078448470828 0.11669614732512 0.117284877387009 0.117841838505056 0.118364508205261 0.118850383788739 0.119296728039363 0.119700995303215 0.120060868437686 0.120374227894364 0.120639119138412 0.120853370055832 0.121012203132512 0.121109741646566 0.121140290179032 0.121098298448785 0.120978293479281 0.120774923929971 0.120489743267278 0.120134275780577 0.119720414906813 0.119259695509155 0.118763362194413 0.118242396045538
"" 0.00574159850404467 0.00590628530705135 0.00665354359797373 0.00803064971216675 0.0100692582858202 0.012779638765347 0.0161439800641195 0.0201040353951312 0.0244984208986247 0.02911229344184 0.0337423760706735 0.0382056584531096 0.0423433046130282 0.0460219026083556 0.0491557536660673 0.0517206413534071 0.0537014545846981 0.055088566987034 0.0558791551680623 0.0560772023679852 0.0556899115520939 0.05471247174124 0.0531580394494128 0.0510696862160619 0.0485138837661816 0.0455728377501552 0.0423371622006453 0.038900696571995 0.0353563901506394 0.0317916120749089 0.0282848812729339 0.0249032277061187 0.0217005906793 0.0187174490306437 0.0159820115448734 0.0135113324537882 0.0113119883469026 0.00938122426187422 0.00770855277456386 0.00627760651766102 0.00506798296648763 0.00405688910723843 0.00322068869556888 0.00253611144706025 0.00198109296581772 0.00153532031515484 0.00118056341265123 0.000900815676827625 0.000682189332301048 0.000512816092499291 0.000382709370581154 0.000283588012108356 0.000208678267517403 0.000152504277015971 0.000110695886108909 7.98076492361321e-05 5.71515006236629e-05 4.06513911171042e-05 2.87193430999863e-05 2.01512579550394e-05 1.40418815043693e-05 9.71666963139321e-06 6.67657532746129e-06 4.5552013464369e-06 3.08569104801888e-06 2.07525118558672e-06 1.38566242540933e-06 9.18532834738866e-07 6.0441480391281e-07 3.94728969890686e-07 2.55787980150586e-07 1.64436715244566e-07 1.05331497048846e-07 6.79815793120291e-08 4.47280883832917e-08 3.03560244275576e-08 2.15092797754022e-08 1.6115333753212e-08
