"grad.rhs_gamma.1" "grad.rhs_gamma.2" "grad.rhs_gamma.3" "grad.rhs_gamma.4" "grad.rhs_gamma.5" "grad.rhs_gamma.6" "grad.rhs_gamma.7" "grad.rhs_gamma.8" "grad.rhs_gamma.9" "grad.rhs_gamma.10" "grad.rhs_gamma.11" "grad.rhs_gamma.12" "grad.rhs_gamma.13" "grad.rhs_gamma.14" "grad.rhs_gamma.15" "grad.rhs_gamma.16" "grad.rhs_gamma.17" "grad.rhs_gamma.18" "grad.rhs_gamma.19" "grad.rhs_gamma.20" "grad.rhs_gamma.21" "grad.rhs_gamma.22" "grad.rhs_gamma.23" "grad.rhs_gamma.24" "grad.rhs_gamma.25" "grad.rhs_gamma.26" "grad.rhs_gamma.27" "grad.rhs_gamma.28" "grad.rhs_gamma.29" "grad.rhs_gamma.30" "grad.rhs_gamma.31" "grad.rhs_gamma.32" "grad.rhs_gamma.33" "grad.rhs_gamma.34" "grad.rhs_gamma.35" "grad.rhs_gamma.36" "grad.rhs_gamma.37" "grad.rhs_gamma.38" "grad.rhs_gamma.39" "grad.rhs_gamma.40" "grad.rhs_gamma.41" "grad.rhs_gamma.42" "grad.rhs_gamma.43" "grad.rhs_gamma.44" "grad.rhs_gamma.45" "grad.rhs_gamma.46" "grad.rhs_gamma.47" "grad.rhs_gamma.48" "grad.rhs_gamma.49" "grad.rhs_gamma.50" "grad.rhs_gamma.51" "grad.rhs_gamma.52" "grad.rhs_gamma.53" "grad.rhs_gamma.54" "grad.rhs_gamma.55" "grad.rhs_gamma.56" "grad.rhs_gamma.57" "grad.rhs_gamma.58" "grad.rhs_gamma.59" "grad.rhs_gamma.60" "grad.rhs_gamma.61" "grad.rhs_gamma.62" "grad.rhs_gamma.63" "grad.rhs_gamma.64" "grad.rhs_gamma.65" "grad.rhs_gamma.66" "grad.rhs_gamma.67" "grad.rhs_gamma.68" "grad.rhs_gamma.69" "grad.rhs_gamma.70" "grad.rhs_gamma.71" "grad.rhs_gamma.72" "grad.rhs_gamma.73" "grad.rhs_gamma.74" "grad.rhs_gamma.75" "grad.rhs_gamma.76" "grad.rhs_gamma.77" "grad.rhs_gamma.78"
"2" 1.14908011022782 1.13379485065778 1.44843316229589 1.93884696202437 2.62001350511888 3.49445855215957 4.54079517977863 5.70747979700398 6.91590292835401 8.07324522697263 9.0903943360208 9.8973337799521 10.4501493365428 10.7288240633044 10.7295619316094 10.4567401282665 9.91787442741422 9.12224211559129 8.82828673953513 5.8253150648594 5.33301705214136 3.66374351597404 1.85602548907945 -0.043669071245938 -1.98142044727316 -3.89560766847647 -5.71789674716924 -7.3759942880475 -8.79839140362172 -9.92082799714878 -10.6936177733645 -11.0884736819484 -11.1032751742682 -10.7634692210861 -10.1194877091068 -9.24050457677825 -8.20573969211059 -7.09504769099497 -5.98055242019016 -4.92064166500664 -3.95692266452614 -3.11401393883216 -2.40151971749328 -1.81729289445742 -1.35111980723253 -0.988162721899571 -0.711764165717839 -0.505464803854484 -0.354266552392212 -0.245274412585387 -0.16788663088146 -0.113695067122474 -0.0762273747308839 -0.0506256627259222 -0.0333222570905585 -0.0217462957692373 -0.0140760020183596 -0.00903957730322558 -0.00576105289459136 -0.00364444980492381 -0.00228883078537207 -0.00142727722132018 -0.000883823223060273 -0.000543531049846029 -0.000331983221092444 -0.000201402311893109 -0.000121363133352483 -7.26432224757116e-05 -4.31913419520358e-05 -2.55091590850953e-05 -1.49658957526852e-05 -8.72284068004829e-06 -5.05280291665016e-06 -2.91307893605136e-06 -1.6798297204871e-06 -9.84515969483058e-07 -6.14600285424369e-07 -4.54848720205443e-07
"3" 0.0771357163612224 0.0796997729485788 0.107605450724598 0.154214959067861 0.225466513919161 0.328846070404259 0.472680449594047 0.665187013265644 0.913495657927629 1.22292384281265 1.5966510457819 2.03566490631679 2.53864136923184 3.10145927903895 3.71632874762188 4.37083680243022 5.04736789776897 5.7232642945406 6.52191702211411 6.74818589345375 7.46317185749105 7.85174469788423 8.10213857686475 8.19530556298325 8.1175333187371 7.86086752304901 7.42318279571366 6.80798313235922 6.02403080946106 5.08490209660936 4.00855222664826 2.81694481271353 1.53576556758314 0.194199372012694 -1.17529371951779 -2.53730935270049 -3.85407362540949 -5.08640763900037 -6.19520052374413 -7.14343545385051 -7.89869180380139 -8.43589495798501 -8.7399395230992 -8.80772055521891 -8.64911651575133 -8.28659933129358 -7.75338483178356 -7.09032466765363 -6.34199867811422 -5.55261974506968 -4.76236984548278 -4.0046525579274 -3.30452243914881 -2.67830523236614 -2.13421918800601 -1.67368623714658 -1.29299027249833 -0.984980792894728 -0.740603200402477 -0.550131412818072 -0.404061519088045 -0.293685197702104 -0.211396285359581 -0.150797117781066 -0.10666958331474 -0.0748657889751249 -0.0521600266694622 -0.0360907488487757 -0.0248103155245324 -0.0169519848950562 -0.0115179000900786 -0.00778823976545626 -0.00524971382729785 -0.00354069652412483 -0.00241009278272102 -0.00168723397348044 -0.00126049769921486 -0.00106281363301522
"4" 0.00258894168843184 0.00275515842337061 0.00384916865228159 0.00575089827780949 0.00881986224541429 0.0135838425979734 0.0207704650718227 0.0313416390416659 0.0465341702041206 0.0679133459724574 0.0974444610976187 0.137578326527778 0.191334014836657 0.262352101948517 0.35488961038795 0.473733806013818 0.624021935916284 0.810963700313064 1.05214126752293 1.29541446190732 1.63496123835519 2.00686615749318 2.42707883808063 2.89161569861688 3.3933816231723 3.92203257927168 4.46407588060064 5.00322735371175 5.52101505451532 5.99758911771691 6.41267216821944 6.74656897636214 6.98115025605305 7.1007337612874 7.09280386463092 6.94853471834869 6.66310744621946 6.23583455969153 5.67012202645135 4.97330961098026 4.15643295029118 3.23394685447871 2.22343944255785 1.14535194634846 0.022700419296672 -1.11922535746694 -2.25323136678987 -3.35071976333439 -4.3823900911636 -5.31920241963073 -6.13363277132429 -6.80119644045862 -7.30214081801946 -7.6231298074252 -7.75867829503952 -7.71207161236545 -7.49554000308257 -7.12955583230833 -6.64126604421684 -6.06223095871962 -5.42577157982865 -4.76429575107254 -4.10696163682353 -3.47795192356147 -2.89550085825973 -2.37167542159096 -1.91279513511314 -1.52030323795722 -1.19188031982116 -0.922611650043171 -0.706065656262012 -0.535196482484961 -0.403035003781571 -0.303172279429594 -0.23006461382438 -0.179201331725892 -0.147178156966224 -0.131705129620699
"5" 4.19926947965981e-05 4.56853662182496e-05 6.54587156202459e-05 0.000100819020117384 0.000160077074511607 0.00025641160328125 0.00040982365384521 0.000649881218731229 0.00101958912975818 0.00158090569653055 0.00242258721570961 0.00367111259054092 0.00550540854611611 0.00817600580020677 0.0120291630034601 0.0175363995424789 0.0253297069880008 0.0362423467534315 0.051782005010428 0.071438718325436 0.0999321863898407 0.137268086504385 0.186511484443044 0.250615266509137 0.332943591199377 0.437211765104554 0.567374810379495 0.727456433806709 0.921314035238512 1.15234137824745 1.42311836800195 1.73502638411523 2.08785668605835 2.47944706492057 2.90538652649425 3.35882789987027 3.83044296235332 4.30854391325428 4.77937980813658 5.22759883911152 5.63684971684967 5.99048061160047 6.272284437527 6.46723609396311 6.56217081004284 6.54636203231034 6.41197054066537 6.15435144599559 5.77222021765641 5.26769111753825 4.64621017559684 3.91640953496258 3.08991050000778 2.18109911008818 1.20689083438625 0.186490416626123 -0.858860435091592 -1.90616989807229 -2.93105476542695 -3.90822023626311 -4.81211449564916 -5.61780432018553 -6.30209431059214 -6.84487109596437 -7.23059809907553 -7.44982521189297 -7.50052531583091 -7.38904264232173 -7.13045042726175 -6.74817277283815 -6.27282154323836 -5.74031486487832 -5.18945334867854 -4.6592080414394 -4.18600371512586 -3.80125976575341 -3.52939005993571 -3.38530923862521
"6" 3.1657073225597e-07 3.50665860422838e-07 5.12920007087196e-07 8.09735240025122e-07 1.32223034683128e-06 2.18606531850946e-06 3.62066257587814e-06 5.97443137763465e-06 9.79454429833501e-06 1.59348417752195e-05 2.5722370285111e-05 4.12121740428063e-05 6.5571917003028e-05 0.00010365399218326 0.000162834732121921 0.000254229939107179 0.000394434571791121 0.000607982782486166 0.000936775752386046 0.00140661604391079 0.00213290957082271 0.00319296339093736 0.00474162840744217 0.00698328434211537 0.0101971970782259 0.0147599487156366 0.0211723822399889 0.0300910284444761 0.0423634971923579 0.0590666332854703 0.081545346215999 0.11144893498498 0.150760493000092 0.20181369174854 0.267290061506383 0.350189029529527 0.453762709886931 0.581408061034563 0.736510818505366 0.922238774059078 1.14128655974008 1.39557992802756 1.68595413677155 2.01182769419403 2.37089839775236 2.75889220220281 3.16939595295212 3.59380171484662 4.02138314060407 4.4395135523739 4.83402232048195 5.18967240281109 5.49072947777327 5.72158376349481 5.8673807010336 5.91461682448011 5.85166220431402 5.66918001090931 5.36042574289085 4.92142208938295 4.35101896909429 3.65086101664475 2.82529596749516 1.88126640443577 0.828233261398764 -0.32181938057042 -1.55425526148731 -2.85150825751685 -4.19266665878265 -5.55298415457022 -6.90345211651208 -8.21063943663463 -9.43705291141061 -10.5422575019424 -11.4848913526883 -12.2255109924904 -12.7299476035169 -12.9654312136433
"7" 1.07649648310657e-09 1.2109207014978e-09 1.80284016550782e-09 2.90666292524542e-09 4.86103135073152e-09 8.25622949181969e-09 1.40946381450237e-08 2.40561817447108e-08 4.093595989914e-08 6.93665313519607e-08 1.1700933986275e-07 1.96512255377976e-07 3.28704805437926e-07 5.47773671083933e-07 9.0958063517397e-07 1.50492981573514e-06 2.48056978615978e-06 4.07218261319392e-06 6.69116522814465e-06 1.07797959080565e-05 1.75095715075112e-05 2.81811494445357e-05 4.50947244884495e-05 7.17196068218185e-05 0.000113334226392724 0.000177896008365176 0.000277286964777247 0.000429074255060243 0.000658964887005847 0.00100417938207454 0.00151801845533263 0.00227594539855042 0.00338354801639742 0.00498676726916266 0.00728477064632476 0.0105457874986156 0.015126087213918 0.0214920415462481 0.0302448401638522 0.0421468961528038 0.0581482662908367 0.0794105161421389 0.107324406142244 0.14351662496022 0.189839665466525 0.24833800277363 0.321183232461453 0.410571051774629 0.518574230764255 0.646948306005568 0.796890810460953 0.968760403280344 1.16176896855403 1.37366695398339 1.60044892903858 1.83611134797793 2.07249660366094 2.29925577565223 2.50395680262685 2.67235586403128 2.78883923134142 2.83703311756811 2.80057249442842 2.66401783700362 2.41391053602529 2.03995948455164 1.5363461128738 0.903113991193896 0.147564342349589 -0.714491036659962 -1.65785231175891 -2.64773520978769 -3.6405830601189 -4.58614462063799 -5.4308906186599 -6.12255960848324 -6.61530803177641 -6.87285619916475
"8" 1.61443127346423e-12 1.8407142358416e-12 2.78352606386122e-12 4.57146117525396e-12 7.80686669804651e-12 1.35762568281321e-11 2.37996291191744e-11 4.18392880099611e-11 7.35585820134673e-11 1.29166034141215e-10 2.26430750914977e-10 3.96283313438229e-10 6.92545443543421e-10 1.20876952965379e-09 2.10726350516475e-09 3.66890205160485e-09 6.37821992408887e-09 1.10680657964133e-08 1.92518305447943e-08 3.29825474715119e-08 5.69460150515946e-08 9.77056825015157e-08 1.67001928645969e-07 2.84250294267567e-07 4.81608923367101e-07 8.11975544575324e-07 1.36173139532148e-06 2.27085860631861e-06 3.76438335691666e-06 6.20101153695145e-06 1.01475394204922e-05 1.64913998691665e-05 2.66088469329929e-05 4.2613109573335e-05 6.77156524492338e-05 0.00010674465226735 0.000166877873216686 0.000258661804126584 0.000397403984170221 0.000605038594736082 0.000912572822218199 0.00136321741561604 0.00201628111225559 0.00295185445568817 0.00427621094719827 0.00612769815725206 0.0086826650348431 0.0121606656287538 0.0168277957126866 0.0229965774278228 0.0310203550141793 0.0412797844247422 0.0541588142122939 0.0700077261575972 0.0890915171115715 0.111523335879717 0.137184958909385 0.165639387670342 0.196044371649726 0.227079540564012 0.256903134265969 0.283156101001966 0.303030575187026 0.313415580706463 0.311124801605055 0.293199680522568 0.257267080706133 0.201916305465491 0.127048135399781 0.0341417272095889 -0.0736136074551466 -0.19136395101553 -0.312835636534437 -0.430774012550615 -0.537540533312259 -0.625805216630922 -0.689252513947747 -0.723189227471138
"9" 1.04905638106766e-15 1.21059520938726e-15 1.85636950199914e-15 3.09943191540477e-15 5.39270991442706e-15 9.57745786968504e-15 1.71913865829242e-14 3.1029387836714e-14 5.61632646659308e-14 1.0180125658898e-13 1.84687678408526e-13 3.3532616110279e-13 6.09371620901257e-13 1.10846548723585e-12 2.01828792378163e-12 3.67792791461738e-12 6.70606831528907e-12 1.22299166323338e-11 2.23894890520556e-11 4.0518522614568e-11 7.39092846170186e-11 1.34298809202501e-10 2.43537810215034e-10 4.40540239790707e-10 7.94577130603318e-10 1.42832521866665e-09 2.55782769174569e-09 4.56125871487696e-09 8.09630980669301e-09 1.4298876566756e-08 2.51163215199931e-08 4.38611198867976e-08 7.61213025308656e-08 1.31241550626489e-07 2.24705168430814e-07 3.81918552001895e-07 6.44146543116456e-07 1.07769326290065e-06 1.78789416821742e-06 2.94010305724313e-06 4.7906313478386e-06 7.73150600416618e-06 1.23538838238238e-05 1.95358336921992e-05 3.0560686262932e-05 4.7271788351004e-05 7.22676080855052e-05 0.000109136809991354 0.000162725069244724 0.000239412902264418 0.000347365806384857 0.000496694436154094 0.000699434762174293 0.000969229800665084 0.00132057225665256 0.00176746141530057 0.00232135092697081 0.00298833091094108 0.00376560953324834 0.00463753913663148 0.00557165847859179 0.006515463295696 0.00739481692911454 0.00811499750463296 0.00856527026955305 0.00862751418916272 0.00818880899022056 0.00715706242013708 0.00547786868793046 0.00315004441791549 0.000236915389135635 -0.00312939167176955 -0.00675259306910376 -0.0103864263492283 -0.0137573220495165 -0.0165929329656869 -0.0186526831615111 -0.0197559353726445
"" 3.17714775890607 4.11925999820042 5.03611542820203 6.16906972943584 7.58186390798717 9.3602581237559 11.5809020885862 13.7912115017458 15.6197636258456 16.8670656465894 17.0103081222713 15.3959758826256 11.32674995293 5.85078831432269 1.90190986416722 -2.09421387691717 -6.143721227333 -9.82604402006272 -12.7323106055054 -14.6574554906698 -16.1769219139801 -16.6966754237172 -15.9451673854165 -14.2613071806092 -12.0318239845651 -9.62272193770265 -7.55291349387908 -5.96280159285575 -4.54086698373649 -3.32504000610227 -2.34141646938921 -1.58438455471821 -1.03672688580041 -0.681770726779125 -0.438967022102084 -0.271211571618812 -0.1595208974241 -0.0881555809181667 -0.0448982660628753 -0.0233986760994619 -0.0135011210046235 -0.00747553361479836 -0.00387280745584791 -0.00181975982004472 -0.000723924521919411 -0.00026030158464075 -0.000209431580095401 -0.00018568502760909 -0.000149736974315217 -0.000112678538045659 -7.97691377328706e-05 -5.24457942361833e-05 -2.72354775693336e-05 -1.02133643018711e-05 -1.85944628547905e-06 1.67574299794454e-06 2.73288387509913e-06 2.6406576933111e-06 1.96788913423712e-06 1.15476634318465e-06 6.65848926240983e-07 3.94620664924437e-07 2.44089758467869e-07 1.59542757133087e-07 1.14216764387234e-07 1.02306522417887e-07 8.5032716097233e-08 6.14965605879173e-08 4.00719985699516e-08 2.35280804972296e-08 1.20125002160465e-08 3.97693741472274e-09 -5.66822588691426e-10 -1.91918268967172e-09 -1.91532861183335e-09 -1.50123673440251e-09 -1.05039505554459e-09 -7.75202994837048e-10
"" 0.577800294935324 0.82346663288801 1.11619584882224 1.52138971677601 2.08528712834751 2.87431940482803 3.97202749373387 5.30766977180676 6.81262624851692 8.45213523942752 10.0277294238263 11.199851228673 11.4835380591841 10.9475899737233 10.6406265357658 10.1287268022903 9.36327569332681 8.43485880303589 7.45135394505429 6.46643025276193 5.0906304995056 3.39086691811455 1.57949065935528 -0.261647696280983 -2.04848774664039 -3.70351729586381 -5.33396899419567 -7.01567315300364 -8.49403538401663 -9.68216471254024 -10.5266146141513 -10.9958673557524 -11.0824779192054 -10.7988818000522 -10.1720626725537 -9.28012804943051 -8.21689035896258 -7.07119203860961 -5.92320724055263 -4.88906698464514 -3.98227423272435 -3.16326417690716 -2.45031089407326 -1.85143283211546 -1.36455454900235 -0.989278018961185 -0.722761133874828 -0.52048814023688 -0.366627117596843 -0.252244145445241 -0.169181881860364 -0.110745907233952 -0.0745811676779918 -0.0514729738988472 -0.0348922140530563 -0.0231545687639147 -0.0149937924971656 -0.00943301062804458 -0.00587116093638905 -0.00376071839049539 -0.00235896894134477 -0.00142494559706104 -0.000817966804275031 -0.000435366212304683 -0.000206754659579981 -9.44669877940822e-05 -3.74494044621936e-05 -6.20519265848367e-06 8.98387030575537e-06 1.46655903306314e-05 1.51455521530022e-05 1.40670378997889e-05 1.2632231515122e-05 1.06289209631097e-05 9.22370517313299e-06 9.10235746205621e-06 1.07377036536218e-05 4.96464012869906e-06
"" 0.0418647956427683 0.0619805960754078 0.0885417491984535 0.128137765701051 0.187961020375614 0.279609514416509 0.42075593911327 0.618964037075202 0.884717170206441 1.23586665057915 1.67365856265557 2.17502327682832 2.67670874416281 3.15508879094155 3.73177485854421 4.34951494434972 4.98359420362973 5.6251429035054 6.26947244343476 6.90619279759305 7.43667797089392 7.83154096967909 8.09492591821477 8.2103678722781 8.16774547155424 7.96372286560346 7.57131942857968 6.95797896339285 6.14871470790108 5.16232254739597 4.02403429563247 2.76644343615663 1.42998981303642 0.0616083591688626 -1.32562044624318 -2.69663537636117 -4.00402870353096 -5.20202711747968 -6.25085869457699 -7.1536616570142 -7.88899089841725 -8.40385876543104 -8.68669824540781 -8.73903892917625 -8.5736737829747 -8.2178699951563 -7.70840641926256 -7.06157065125594 -6.32134112862163 -5.53498950435396 -4.74387776659388 -3.98421375427601 -3.30559228244552 -2.70316648344401 -2.16604840145572 -1.70136960804596 -1.31039682290065 -0.989821586559352 -0.74088452665294 -0.558333336791303 -0.415362433677929 -0.303763408054195 -0.218135838756173 -0.153579586075646 -0.106146653307381 -0.0739075585456356 -0.0512013488319962 -0.0346996300203132 -0.0229490841747455 -0.0147472900480952 -0.00912998774332567 -0.00522650119677227 -0.00249548010587989 -0.000693075627341701 0.000543201615194066 0.00151848170714494 0.00249127686817142 0.00163284614585963
"" 0.0014580663464071 0.00221143371420134 0.00326264409204649 0.00489948325089082 0.00749586827415126 0.0116953709611315 0.0185729654221173 0.0290746648557951 0.0446175474015472 0.0674888949070431 0.0999541386374793 0.143807794696885 0.199125710737039 0.26755714093788 0.35934523864181 0.476928691447593 0.624513549317182 0.807551669399863 1.03215682515195 1.30439336076019 1.62326431933328 1.98963979577129 2.4049791980398 2.86677441656163 3.36977211500305 3.90564443359532 4.45911646599349 5.00970880650963 5.54041721162579 6.0289152947369 6.45058615386451 6.77993674792864 6.99833442743864 7.11717752261258 7.11473492481798 6.97425044636248 6.69122643557969 6.26646847472793 5.70574862013939 5.00774662293291 4.17557903273062 3.22964000856521 2.19291081246347 1.09233585331108 -0.0420832619294659 -1.18129624529353 -2.30618615500393 -3.4002921526667 -4.43253514745336 -5.36983193179607 -6.18204622179976 -6.84311287949832 -7.32662077383164 -7.61863658076466 -7.72100149729247 -7.64408111134444 -7.40529446800844 -7.02779431181575 -6.55100927077594 -6.01278314595474 -5.41288985590202 -4.77951789095036 -4.14153072904541 -3.52282863245334 -2.94280767646385 -2.41940086527748 -1.95047556260521 -1.5401047107342 -1.19313340360339 -0.908036523749658 -0.679109006885192 -0.489993431024176 -0.332398286385176 -0.211683283689138 -0.119713466414028 -0.0472404994479267 0.0147049519106977 0.0258846088381474
"" 2.43059347552026e-05 3.89831402506405e-05 5.90258025540428e-05 9.1060017914279e-05 0.000143236625818119 0.000229904116669003 0.000375942924856 0.000610738350590943 0.0009806131860457 0.00156129463639329 0.00245094727749799 0.00376885590713569 0.00563535387527679 0.00824599127837863 0.0120685459082357 0.0175260093073257 0.0252274273028473 0.0360169317214727 0.051034950861683 0.0717775679917291 0.0998212590787284 0.13722481667827 0.186583988673365 0.250837712221408 0.333288844459187 0.437507459721115 0.567519032422842 0.727683921319751 0.92166827545676 1.15271210056427 1.42307635288004 1.73350629850625 2.08337772137328 2.47333031370589 2.89908598058874 3.35340116678593 3.8267859065647 4.30684333768548 4.77853131420394 5.2287157202329 5.64337742053786 6.00359206187832 6.29178549882033 6.49120397293545 6.58668550118927 6.56885393072198 6.43802798595389 6.18176382789327 5.79616890597131 5.28400195729194 4.65259278352295 3.91345536840352 3.07817473031532 2.16000802413738 1.17845871796935 0.157411944992196 -0.877277551132435 -1.89887085657507 -2.89737986570027 -3.87674261425002 -4.79832466783736 -5.63196838427751 -6.35183797536956 -6.93564063666029 -7.36506240266527 -7.62026490276499 -7.66763548628582 -7.52020152686902 -7.21782116424317 -6.80059272546585 -6.30204558245093 -5.55566378995911 -4.52566107306314 -3.53213480144785 -2.6209236982715 -1.79269858568716 -1.03008779668144 -0.305945936806612
"" 1.37117886942576e-07 2.76228697714685e-07 4.23620167482071e-07 6.80859559589467e-07 1.12722333191005e-06 1.90405296851958e-06 3.25960263205819e-06 5.60137168778753e-06 9.5995702994233e-06 1.63194212475971e-05 2.73201684432822e-05 4.4672561191552e-05 7.06928632449088e-05 0.000109033356134149 0.000168397903519969 0.000258762162216324 0.000395730398169822 0.00060357369307277 0.000919934228904817 0.00140189168677076 0.00211821209465295 0.00317164692956598 0.00471320414739189 0.0069480494538752 0.0101557889242476 0.01471146474061 0.0211201249823113 0.030052602459267 0.0423571885597503 0.0591091120702764 0.0816379602324004 0.111547626345983 0.150762856432769 0.201742374671678 0.267153116632578 0.349933700418226 0.453280043698835 0.580479956267632 0.73474084056143 0.919498444777292 1.13786489855888 1.39165478884043 1.68176770708421 2.00761145243001 2.36669160516257 2.75460788999854 3.16573343136721 3.59157566101021 4.0210771604088 4.44085056662932 4.83539688161208 5.18805845636067 5.48851895060442 5.72425500015669 5.87902006114131 5.94000397103127 5.89645796941671 5.74015327629709 5.44986944885772 4.99401012004185 4.39136770714758 3.6487503319255 2.77356231752754 1.77752566066248 0.671361234794985 -0.565382544831157 -1.90724313383515 -3.31460321846853 -4.755981760439 -6.19656958628062 -7.58896218483037 -8.34809072138771 -8.08374161986301 -7.47980267028304 -6.63631076330409 -5.59279622806388 -4.38532580410612 -1.74940510838789
"" 1.06397888414816e-09 1.80302018993435e-09 2.07840110532478e-09 2.74721087268068e-09 4.06997270031823e-09 6.59608852211663e-09 1.14333461912537e-08 1.9835950552407e-08 3.45050230846547e-08 6.07598598390874e-08 1.06952981430788e-07 1.85971850059158e-07 3.15449920982423e-07 5.24914969470303e-07 8.79611308127772e-07 1.46975778952503e-06 2.4438856785833e-06 4.04323675099051e-06 6.65461934515534e-06 1.0892942265626e-05 1.7715126593923e-05 2.8610217639042e-05 4.58726541620551e-05 7.29885908254728e-05 0.000115194912153075 0.000180262030076831 0.000279896389675625 0.000431710588985287 0.00066111099479282 0.00100517433824749 0.00151745731797205 0.00227469135324096 0.00338487206413706 0.00499253774110273 0.00729820831278934 0.0105725551942701 0.0151729305840086 0.0215643680869341 0.0303416658558749 0.0422749214798428 0.0583299948953093 0.0796609082894486 0.107653206160193 0.14391985370614 0.190284274013572 0.248763587246571 0.321567844044332 0.410869865788172 0.518722972388093 0.646873821474852 0.796513744182016 0.967999930924976 1.16061545845168 1.37243935798688 1.59994015773142 1.83760682605674 2.07784615928307 2.31090252653637 2.52231263590235 2.69245739033418 2.80742662416802 2.85018052400101 2.80309305593464 2.64970008315178 2.37623416273527 1.97407294625937 1.43307622688136 0.751240646829944 -0.0615720913000541 -0.98546921515795 -1.98563860398585 -2.76783648491365 -3.08184883245025 -3.18817008830824 -3.11808133937923 -2.88509678306427 -2.50859625157007 -1.06753168460223
"" 2.07938833386529e-12 2.28687271511275e-12 3.36203688543467e-12 4.98568414302626e-12 8.02140487131845e-12 1.44824933495539e-11 2.9000361960578e-11 5.72280808626482e-11 1.09099396279383e-10 2.04727527452863e-10 3.73296977404555e-10 6.51184024414363e-10 1.06674668244721e-09 1.65951394356403e-09 2.59883756767463e-09 4.09249280734192e-09 6.522452312868e-09 1.06033538985607e-08 1.76910284372997e-08 3.03031185494232e-08 5.18587785743626e-08 8.86239255954588e-08 1.51966139603815e-07 2.61167313456723e-07 4.49311692259324e-07 7.72829223513548e-07 1.32478932535348e-06 2.25474266880552e-06 3.80429119444153e-06 6.34839676691164e-06 1.04513221564021e-05 1.69292700150542e-05 2.69761986259352e-05 4.27225609905368e-05 6.7252817399796e-05 0.000105185553403501 0.00016362000740338 0.000253389518507339 0.000390973417543895 0.00059854113012681 0.00090622143515022 0.00135848508593292 0.00201499504135787 0.00295500105247392 0.0042811192108706 0.00612684359671426 0.0086746397738349 0.0121401981671866 0.016785026492323 0.022918569286047 0.0308928705494751 0.0410912735581941 0.0538971602696353 0.0696699371567857 0.0887057801451004 0.111168758173733 0.137022247589751 0.165948056103878 0.197044963384126 0.228558301357821 0.258621159070602 0.284643751278389 0.303439317631877 0.311410814554038 0.304998610962839 0.282395182290577 0.241064161109154 0.179012455410257 0.0962004156020548 -0.00563804463594282 -0.122327361610958 -0.220857263613981 -0.269888181540671 -0.293747683228295 -0.295107404860011 -0.275442274406358 -0.23720220082748 -0.0921020820824149
"" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.13077174615373e-12 1.11234356128985e-11 2.43197961083891e-11 4.1497505105817e-11 5.81274065069286e-11 7.82675223351772e-11 1.02384302048481e-10 1.3436912713434e-10 1.92961336119488e-10 3.11245578046730e-10 5.57389151516353e-10 1.08776223613521e-09 2.14128738904998e-09 4.06216436605585e-09 7.70081072271776e-09 1.44763442854317e-08 2.66638026504697e-08 4.74713569186744e-08 8.11852240968972e-08 1.37796241107165e-07 2.32470887354596e-07 3.89090533245149e-07 6.47674661038683e-07 1.07480709235299e-06 1.78170708900364e-06 2.93462477891451e-06 4.78158358683852e-06 7.72041566330551e-06 1.23461867103771e-05 1.95417562339591e-05 3.05942989462942e-05 4.7351254527325e-05 7.24347708633301e-05 0.000109443846200232 0.000163222367449213 0.000240121656597616 0.000348217276010114 0.000497444945554794 0.000699967501774787 0.000969720647167397 0.00132151825091817 0.00177023507676767 0.00232893701808606 0.00300635935200997 0.00379865195049077 0.00467872860305545 0.00560840606785263 0.00652284926873252 0.00732915168375862 0.00790827090741138 0.0081371995820348 0.00802142979077358 0.00749112129517609 0.00645325043306458 0.00488460654836228 0.00280450206738449 0.000291153663045423 -0.00185689842769859 -0.00279573561295396 -0.00304867951156471 -0.00264686999995194 -0.00158853950497996 0.00011688497628428 0.00299599203009915
