"grad.lhs_n.1" "grad.lhs_n.2" "grad.lhs_n.3" "grad.lhs_n.4" "grad.lhs_n.5" "grad.lhs_n.6" "grad.lhs_n.7" "grad.lhs_n.8" "grad.lhs_n.9" "grad.lhs_n.10" "grad.lhs_n.11" "grad.lhs_n.12" "grad.lhs_n.13" "grad.lhs_n.14" "grad.lhs_n.15" "grad.lhs_n.16" "grad.lhs_n.17" "grad.lhs_n.18" "grad.lhs_n.19" "grad.lhs_n.20" "grad.lhs_n.21" "grad.lhs_n.22" "grad.lhs_n.23" "grad.lhs_n.24" "grad.lhs_n.25" "grad.lhs_n.26" "grad.lhs_n.27" "grad.lhs_n.28" "grad.lhs_n.29" "grad.lhs_n.30" "grad.lhs_n.31" "grad.lhs_n.32" "grad.lhs_n.33" "grad.lhs_n.34" "grad.lhs_n.35" "grad.lhs_n.36" "grad.lhs_n.37" "grad.lhs_n.38" "grad.lhs_n.39" "grad.lhs_n.40" "grad.lhs_n.41" "grad.lhs_n.42" "grad.lhs_n.43" "grad.lhs_n.44" "grad.lhs_n.45" "grad.lhs_n.46" "grad.lhs_n.47" "grad.lhs_n.48" "grad.lhs_n.49" "grad.lhs_n.50" "grad.lhs_n.51" "grad.lhs_n.52" "grad.lhs_n.53" "grad.lhs_n.54" "grad.lhs_n.55" "grad.lhs_n.56" "grad.lhs_n.57" "grad.lhs_n.58" "grad.lhs_n.59" "grad.lhs_n.60" "grad.lhs_n.61" "grad.lhs_n.62" "grad.lhs_n.63" "grad.lhs_n.64" "grad.lhs_n.65" "grad.lhs_n.66" "grad.lhs_n.67" "grad.lhs_n.68" "grad.lhs_n.69" "grad.lhs_n.70" "grad.lhs_n.71" "grad.lhs_n.72" "grad.lhs_n.73" "grad.lhs_n.74" "grad.lhs_n.75" "grad.lhs_n.76" "grad.lhs_n.77" "grad.lhs_n.78"
"" 0.0133735139753785 0.0147932946998106 0.0173044388089225 0.0209957407445011 0.0259505630224069 0.0322449472516994 0.0399455146128056 0.0490911823314208 0.0595092869281452 0.0708862974990019 0.0829053195527312 0.0952514330763805 0.10761447054915 0.119691849356619 0.131196142795623 0.141865760586447 0.151461470765102 0.159767139844076 0.166590846817428 0.171765367098725 0.175184411674737 0.177035590508787 0.17762694115058 0.177251345167392 0.176184116489932 0.174681760207844 0.172982707527042 0.171381016100812 0.170249017108743 0.169926576342152 0.170711305075459 0.172857246837701 0.176573169244052 0.181983388361149 0.188984614526848 0.197381976706795 0.206944117299783 0.217400998563365 0.22844387654865 0.239722704089304 0.250744758597543 0.260911371611266 0.26965751446565 0.27647451349635 0.280928009627424 0.282675186648597 0.281481535341482 0.277247829969641 0.270022716172515 0.259989334773065 0.247444479988292 0.232773629528729 0.2164300200833 0.198971893455087 0.180979359879509 0.162966657698863 0.145366310231998 0.128522814065835 0.112693189920157 0.0980506776421073 0.0846918050147454 0.0726525675026425 0.0619217869100745 0.0524528283648133 0.0441738891065916 0.0370016658203437 0.0308723279045434 0.0257064239804504 0.0214020092153716 0.0178488363034197 0.0149381618644643 0.0125690883644342 0.010662246243923 0.0091581635381893 0.00800081851517688 0.00714169914150955 0.00654351526819891 0.00618299868798319
"" 0.00232086469584503 0.00310303629805386 0.00392801841290397 0.00484867617127238 0.00591783792600387 0.00718822028289628 0.00871229606458052 0.0105430833339829 0.0127450535631751 0.0153897487996765 0.0185472924302751 0.0222857988125136 0.026670800803632 0.0317643918272883 0.0375988195792992 0.0441473458875712 0.0513720277466084 0.0592304759619037 0.0676756241838935 0.0766555296489149 0.0861041203734855 0.0958820620361583 0.105819027765514 0.115748213364072 0.125507944080629 0.134943003384884 0.143906361418266 0.152284737402024 0.160009542392877 0.167023026139386 0.173275505810937 0.178725340885569 0.183338805480815 0.187119798331398 0.19022155044324 0.192831746815086 0.195124198350626 0.197258238303898 0.19937820162428 0.201615023334661 0.204128655605999 0.20709949911058 0.210679486209505 0.214988971002927 0.220115667541724 0.226113677162535 0.23296343214411 0.240486408319001 0.24845160481768 0.25660247337051 0.264659236861919 0.272323248193544 0.27927564955473 0.285103603506327 0.28937579016215 0.29173244262543 0.291896330014828 0.289679865524906 0.284989342322847 0.277834854296079 0.268338563545865 0.256708469377299 0.243220813881859 0.228203019676395 0.212015828963728 0.195066285662962 0.177968851226972 0.161321219832203 0.145568275334271 0.131012379417665 0.117833883473611 0.106116637881505 0.0959032374875683 0.0872197573597341 0.0800483455337494 0.0743489791806949 0.0700830004458798 0.0672347365811795
"" -0.000553894801828825 -0.000311049560474674 -0.000107192103825648 6.38194048080409e-05 0.000208102292924839 0.000331737537680454 0.000440754245503439 0.000542180930901415 0.000656312507721912 0.000812450585119251 0.00104005229685705 0.00136857811423613 0.0018274894355505 0.00244626510154833 0.00326143625318548 0.00432446642488704 0.00568840781677155 0.00740581385582695 0.00952854721744223 0.0121075511420071 0.0151900263693533 0.0188020662394447 0.0229589042185849 0.027673641520127 0.0329569395113677 0.0388166148896987 0.0452567077052918 0.0522531791569208 0.059743507816592 0.0676599169753306 0.0759323813279886 0.0844888494917936 0.0932554779918357 0.102151150104247 0.11106608925289 0.119883979042833 0.12849193601235 0.136781371639372 0.144648776695105 0.151997699318854 0.15876696495064 0.164930126669702 0.170467350504619 0.175364080101308 0.179610856307491 0.183203056830606 0.186189671959227 0.188774537502033 0.191175832800168 0.193591718265431 0.196199749013518 0.199156364679561 0.202597287228474 0.206645498980738 0.211403708458085 0.21694530234928 0.223313292489455 0.23051956638047 0.238544285448881 0.24730767725534 0.256638504911808 0.266329191824551 0.276145567608062 0.285829965051897 0.295105912802413 0.303668106488354 0.311117821611166 0.317136501152401 0.321558841182818 0.324351727021528 0.325588309734041 0.325421505020019 0.32407941439006 0.321871889894196 0.319148466422871 0.316266432996202 0.313568635296356 0.31136799246733
"" -0.000819546360338319 -0.000689453735115975 -0.000565668972651312 -0.000448929622012262 -0.000339947717857281 -0.000239414376724534 -0.000148007064425248 -6.63042427148652e-05 6.30061272710591e-06 7.12286504916948e-05 0.000129934319336444 0.000183888561732515 0.000234567106007499 0.000283446828430733 0.000335068299161245 0.000400527923241911 0.000491768151733851 0.000620769818073241 0.00079956914074919 0.00104025762462323 0.00135652439581468 0.00177401265752802 0.00232383519425255 0.00303703725907684 0.00394452657260069 0.00507701448351605 0.00646495938330133 0.0081394993128997 0.0101328103420451 0.0124765889377429 0.0152017788002529 0.0183383644359125 0.0219151141620527 0.0259574973846299 0.0304803355841532 0.0354936143826426 0.0410049787195402 0.0470194919663919 0.0535393674793114 0.0605624336228677 0.0680546486979099 0.0759509910983375 0.0841834940887625 0.0926827598182392 0.101378248564689 0.110198603070244 0.119070880925529 0.12791930463093 0.1366700014187 0.145252356121681 0.15359938589437 0.161648047405003 0.169345253744029 0.176715075139882 0.183832948673535 0.190774461603303 0.197613978096547 0.204424426806046 0.211277457300469 0.218282743654684 0.225630744252537 0.233515630565842 0.242125282266166 0.251643227205368 0.262251101471583 0.274095287011621 0.28704637067389 0.300862483965997 0.31532315518489 0.330227231473869 0.345390145223706 0.36063944363885 0.375711943476454 0.390202171849773 0.403696255791168 0.415779073284437 0.426030241183474 0.434021041875686
"" -0.000686814771529987 -0.000654452879268186 -0.000620476122954183 -0.000583284964547626 -0.00054126284834477 -0.000492779849894376 -0.000436198931023923 -0.00037014682508274 -0.00029652963882687 -0.000219484342642573 -0.000143195561792819 -7.18478008132628e-05 -9.62205559507101e-06 3.93155859224059e-05 7.25272292084744e-05 9.12456607532475e-05 9.71944087566068e-05 9.211789301522e-05 7.77709445357044e-05 5.59014616499653e-05 2.86179682193466e-05 9.93136037574782e-07 -2.05023963331663e-05 -2.93450158250774e-05 -1.89516393930833e-05 1.73155931729174e-05 8.61714704677996e-05 0.000196609104466672 0.000360893796632067 0.00059152391836792 0.00090098986637005 0.00130178042782814 0.00180637712462239 0.00242892885130519 0.00319190243486478 0.00412026972929413 0.00523888642431719 0.00657243491703069 0.00814535201520278 0.00998198210593298 0.0121117718922534 0.0145691734816364 0.0173882588247146 0.0206023428228949 0.0242437864148504 0.0283437390255931 0.0329234672484821 0.037975561271989 0.0434858733286908 0.0494390995430333 0.0558188077439681 0.0626074334284937 0.0697829739826447 0.0772811386994718 0.0850110419219438 0.0928847808678846 0.100818302473135 0.108731516864147 0.116548188519827 0.124183135970595 0.13152874797101 0.138480199408753 0.144938431353265 0.15080903097191 0.156000761360768 0.160432256337803 0.164087098123523 0.16697530723478 0.169102280147772 0.170469429947638 0.171074907957991 0.170915369667089 0.170044961337186 0.168604744292342 0.166743719242203 0.164613226566683 0.162368312320287 0.160169017028004
"" -8.9927390754807e-05 -6.93775955951104e-05 -5.22864717661387e-05 -3.89232731956568e-05 -2.95549332043898e-05 -2.44491334752683e-05 -2.3878901975749e-05 -2.80523389040166e-05 -3.62415981225439e-05 -4.70838968635867e-05 -5.92057008827473e-05 -7.12270532474135e-05 -8.1756468997829e-05 -8.93927125122929e-05 -9.33988332482705e-05 -9.44604960601003e-05 -9.34285267159551e-05 -9.11367102066074e-05 -8.84069025472445e-05 -8.60577585359845e-05 -8.47772217188458e-05 -8.42005830345438e-05 -8.34794087908874e-05 -8.17616047160685e-05 -7.81852011200179e-05 -7.18745329977843e-05 -6.1954702864353e-05 -4.82067582252554e-05 -3.13657994313599e-05 -1.22314402883905e-05 8.40815224889546e-06 2.97705506677182e-05 5.10667000305776e-05 7.14973395418705e-05 9.03072814742445e-05 0.000106763926321085 0.000120155843501557 0.000129798773202683 0.000135027741695604 0.000135687037874366 0.000143358717935305 0.000181357101980695 0.000273494027879795 0.000443590235857105 0.00071549187072889 0.00111307925015791 0.00165666420964716 0.00235490692185786 0.00321412816687155 0.0042406330769168 0.00544064770806374 0.00682023336935345 0.00838301943449249 0.0101047177861624 0.0119419072182028 0.0138509406065568 0.0157884323491769 0.017711304772621 0.0195767761802712 0.0213422116441631 0.0229650907319159 0.0244033147379899 0.0256151984221961 0.0265593423442187 0.0271944224928358 0.0274857140770005 0.0274513723644085 0.0271342519479664 0.026577175049772 0.025822981613772 0.0249145987444605 0.0238949577630071 0.022805921213821 0.0216882171266489 0.0205830948434518 0.0195319290077201 0.018574902404517 0.0177488773052251
"" -0.000104350123704411 -0.000115857819139309 -0.000128659061559289 -0.000142794045110139 -0.000158305968314953 -0.000175242430012212 -0.000193657592680863 -0.000213478320116589 -0.000232938322541343 -0.000249125828722385 -0.000259115192288162 -0.000259985527249484 -0.000248819772488973 -0.000222718537118971 -0.000180882829126372 -0.000126956366347242 -6.51432971146559e-05 3.6533683633877e-07 6.53956680626844e-05 0.000125792377011769 0.000177681071911184 0.00021922212648906 0.000249518439661978 0.000267683668674634 0.000272835775602942 0.000264093513350494 0.000240593745356454 0.000202616556052027 0.000152104595046998 9.11300644210189e-05 2.176563860673e-05 -5.39196316040602e-05 -0.000133870140017756 -0.000215945565767151 -0.000297479593694139 -0.000375643737845488 -0.000447595456210814 -0.000510460822808756 -0.000561323938868263 -0.000597356822935047 -0.000618766246783531 -0.00062881654712299 -0.000630906519731855 -0.000628449939315545 -0.000624892805443644 -0.000623733437567775 -0.000626961417482808 -0.000631487316421764 -0.000633160337194516 -0.000627755461703461 -0.000610946061126993 -0.000578297125576055 -0.000525244825910487 -0.000446746198490278 -0.000337515965293522 -0.000192350838451594 -6.13906999291647e-06 0.000226129174569212 0.000509300690447745 0.000840047097794283 0.00119762925051392 0.0015591526893427 0.00190189223004178 0.00220329620001736 0.00244093936323436 0.00259547020267786 0.00267130199917004 0.00268399799641772 0.00264919105622652 0.00258258334551648 0.00249996235582695 0.00241712752441864 0.00234780068222279 0.00230280546641398 0.00229311685423117 0.00233004707238471 0.00242486416477006 0.00258810875197718
"" 0.386672213561079 0.392919774298937 0.396906499601256 0.398595458429581 0.398000292095635 0.395175119479416 0.390195009621827 0.383137547593882 0.374144469012264 0.363376420368742 0.350952036393327 0.336945505880244 0.321375565452293 0.304187184638711 0.285645954094085 0.266952359109584 0.249659646252588 0.235533962092978 0.226359814958379 0.223591926228759 0.227725322775037 0.236899362665132 0.248181818519922 0.258718215338775 0.266094072133432 0.268572285936649 0.265200137603115 0.255815395219641 0.240996601232315 0.221864806989496 0.199817804838665 0.176292394784431 0.152587629942629 0.129760859955225 0.108582929563267 0.0895248679085922 0.0728079718943454 0.0584646278948357 0.0463940947756318 0.0364104488149336 0.0282827275527398 0.0217608300088532 0.0165948412191099 0.0125505395310419 0.00941805123330589 0.00701555295486241 0.00518965327959741 0.00381373080566725 0.00278514962616631 0.00202197633638028 0.00145970331784935 0.00104818203638924 0.000748857420856021 0.000532269390356243 0.000376293076519444 0.000264527087074244 0.000184860089283256 0.000128385976998181 8.85850856946042e-05 6.07150506356533e-05 4.13411381935176e-05 2.79707973567393e-05 1.88086330299322e-05 1.2572984664013e-05 8.35705642990297e-06 5.5243709799598e-06 3.63028929668946e-06 2.36975573566028e-06 1.53541165037247e-06 9.86595405168842e-07 6.28151883101596e-07 3.95969334472185e-07 2.48302013541468e-07 1.56884830044465e-07 1.01226493117529e-07 6.76015063714212e-08 4.73666192499466e-08 3.53122694354671e-08
"" 0.204268563296273 0.212496222817884 0.22067634608544 0.228614605667705 0.236116999334279 0.242992346960639 0.249055027584144 0.254126141171781 0.258020475550344 0.260570792907625 0.26164732705262 0.261155219576475 0.259029419265732 0.255229475222782 0.249987389383349 0.244051822990245 0.238170556981906 0.23302251535775 0.229221326016588 0.227317322357441 0.227759643894907 0.230646799674732 0.235902707047858 0.243408363064293 0.252992180561231 0.264420424054736 0.27738720037061 0.291395257402123 0.305720225950763 0.31959124319443 0.332224314813439 0.342848766955773 0.35073981517629 0.35525908962813 0.355926441749377 0.352472951528428 0.344846978965936 0.333204053318405 0.317884736267813 0.299385475345597 0.27837184781222 0.25562052462225 0.231905716286651 0.207949123980552 0.184385206555878 0.161739652818316 0.140428097372213 0.120764723623578 0.102938290545445 0.0870265147640699 0.073019310355205 0.0608412206593116 0.0503717291094797 0.041462947369131 0.0339518640733107 0.0276710199890936 0.0224572604676637 0.018157533790519 0.0146323122508387 0.0117552881537031 0.00941379126688996 0.00751323423727954 0.00597492878140052 0.00473354640696905 0.00373497298410702 0.00293485714327176 0.00229862234236784 0.00179683046966202 0.00140368913902023 0.00109726322375198 0.000859346322087447 0.000675147209299807 0.000533843709663814 0.000427461832373659 0.000348858932928221 0.000292081574521376 0.000252560865671978 0.000227137935618479
"" 0.0169516228778652 0.0189366780869155 0.021813263280091 0.0256692664616198 0.0305873610714011 0.0366433058049342 0.0439040511091057 0.0524108933617723 0.0620099730964041 0.0724189613519082 0.0833546921321745 0.094538123811892 0.105696750267064 0.116566936637563 0.12690728687882 0.13651417965027 0.145203484948522 0.152808686591704 0.159181502784425 0.164192082561726 0.167758892358416 0.170041789213901 0.171299406408611 0.171777550350352 0.171707457036546 0.171304793931379 0.170770254736496 0.170357155516297 0.170391705195211 0.171170471396838 0.172950870921872 0.175949347817744 0.180339118603009 0.186216804451857 0.193483185817162 0.201956644321739 0.211419658697278 0.221617895427627 0.232261306447128 0.243022468226997 0.253436339517371 0.262936557323027 0.270993128605721 0.277133388967098 0.280957986339362 0.282156109245349 0.280520145635064 0.275969264591122 0.268560102107586 0.258473612468021 0.245995377616544 0.231492534250305 0.215393993628011 0.19821762343291 0.18050142834095 0.162729604199359 0.145316237812931 0.128597508668487 0.112830322224515 0.0981982023767965 0.084817311770761 0.072739330978292 0.0619640242708787 0.0524519045666225 0.0441354334221004 0.0369339440860449 0.0307874785556622 0.0256184282881737 0.0213239607520914 0.017791587038662 0.0149099753836309 0.0125757771788022 0.0107012225226237 0.00921451527379336 0.00805353689498232 0.00716688721722096 0.00651470934681604 0.00606924429534446
"" -0.00136859602350381 -0.000234399737269464 0.00100375457914359 0.0023924689695623 0.00397822704326783 0.00580726993972852 0.00792541820289927 0.0103782137578973 0.0132148596852874 0.0164862589039461 0.0202415975341769 0.0245279378716298 0.0293897627034895 0.034868275564503 0.0409768814048389 0.0476744085462208 0.0549102350178532 0.0626308687170516 0.0707799341860271 0.079298139415534 0.0881179741135981 0.0971296222165416 0.106205737690412 0.115221660174259 0.124056506026257 0.132594044982698 0.140723968677431 0.148366696003563 0.155483837941705 0.162044664348959 0.168023310082152 0.173398666123914 0.178154147652218 0.182299836114372 0.18595643225611 0.189269465913592 0.192373190271346 0.19539009751554 0.198430360676566 0.20159313528266 0.205005735394816 0.208814829573735 0.213140470848047 0.218072959768636 0.223671422302882 0.229962362434316 0.23690835739372 0.244344036176302 0.252060715628556 0.25982875126601 0.26740063260374 0.274515442398935 0.280896156393091 0.286164332820903 0.289913082700401 0.291801392189582 0.291564657391127 0.289021721502317 0.284079586228638 0.276748264074602 0.267153440315844 0.255501894913371 0.242063544006353 0.227155577750015 0.211126005654375 0.194367405558298 0.177476457770046 0.161037261841743 0.145486958606984 0.131124210789114 0.118128485313259 0.106584193280367 0.0965060614700817 0.0878624972172018 0.0805944246204196 0.0746318144569404 0.0699082273856424 0.0663737253248194
"" -0.00262063079408265 -0.00229209164699484 -0.00198931994670165 -0.00170156035088326 -0.00141798254577413 -0.00112768868392177 -0.000819730419820697 -0.000482440511260229 -9.55013584996722e-05 0.000367227613070342 0.000931937113704262 0.00162475092746001 0.00247169679808451 0.00349867886172028 0.00473575297420537 0.0062219147716866 0.00799687311300368 0.0100997394717345 0.0125688478008701 0.015441516728788 0.0187523107126059 0.0225231373588491 0.0267691237957696 0.0315035568764882 0.0367376610858553 0.0424802984407488 0.0487371668480385 0.0554879882242085 0.0626766662963973 0.0702424907858453 0.0781229620847706 0.0862540130877817 0.0945702547817303 0.102999483240358 0.111440957807135 0.119787115499372 0.127933365158047 0.135778800136672 0.143226848416927 0.150187736842146 0.156619525157969 0.162525942468299 0.16791427926961 0.17279346493171 0.177174035941054 0.181068124745306 0.184525015095555 0.187704825659027 0.190776892681849 0.193894577434717 0.197194634039886 0.200796781586388 0.204805595071798 0.209333047266407 0.214482372512658 0.220326372912397 0.226905881403601 0.23422882762354 0.242269551663984 0.250941714446895 0.260071254296094 0.269453493423937 0.278863414066409 0.288059113823493 0.296786602199046 0.304770841157194 0.311656460307874 0.317167514996564 0.321172521467789 0.323662793072435 0.324727105051829 0.324526276412981 0.323266802353884 0.321185359485771 0.318538556742028 0.315586392647176 0.31258049339453 0.309757030173592
"" -0.000352676038452293 -0.000266660330271729 -0.000203010368035328 -0.000161903943030339 -0.000143490632285304 -0.000147904858509851 -0.000175283032380902 -0.000225543982775578 -0.000295637842061824 -0.000380476661801243 -0.000474906385357077 -0.000573734693726791 -0.000671730311942731 -0.000763606110334714 -0.000839549913490556 -0.000880149844560418 -0.000864713469833356 -0.000772482670275132 -0.000582645668369686 -0.000274367480470605 0.000173101301837175 0.000779961717201905 0.00156608168385447 0.00255121325622054 0.00375498474494973 0.00519686890691012 0.00689618052582025 0.00887454166561497 0.0111569160896885 0.0137680215113015 0.0167319021571327 0.0200717498451886 0.0238096797079224 0.0279653916361047 0.0325515613605062 0.0375770778843007 0.043048420431413 0.0489694023840465 0.0553408867202287 0.062159432596326 0.0693942272030377 0.0769882351703297 0.0848819662766476 0.0930147420539787 0.101324885861633 0.109749904540725 0.118226765616145 0.126693352458534 0.135090200192724 0.14336107185803 0.151453259242165 0.159317742171507 0.166914475523268 0.174273168711206 0.181469291886217 0.188577478044829 0.195670389536822 0.202818561263741 0.210090468064807 0.217580779258441 0.225441517449244 0.233827111943847 0.242887304685919 0.252768385152125 0.263614603163594 0.275538344820728 0.288412801038133 0.302018434356253 0.316160925587199 0.330669842146522 0.345396344588134 0.360209586997183 0.374928119990758 0.389278603850468 0.402977953301292 0.415737755333329 0.42726212343561 0.437246743979304
"" 0.000359680587370959 0.000374100060422655 0.00038611610965078 0.000394301308298262 0.000397245100989541 0.000393549277200034 0.00038182070161874 0.00036079022067953 0.000330777864820941 0.000293166327721972 0.000249334400079237 0.000200642483799418 0.000148436972646493 9.40495542198216e-05 3.82753897459898e-05 -1.91851103434337e-05 -7.87150633993483e-05 -0.00014063778451201 -0.000205229091813086 -0.000272740395518001 -0.000343201026935525 -0.000414902114230509 -0.000485330291602193 -0.000551957458927166 -0.000612231204133173 -0.00066357277167306 -0.000703254103844031 -0.000721868554207361 -0.000700342522529651 -0.000618826199296207 -0.000457433294289988 -0.000196241257470475 0.00018469090325296 0.00070680586184535 0.00139898647808778 0.00229231248781159 0.00341769787935486 0.00480582816285019 0.00648707985619279 0.00849118326218035 0.0108418509847941 0.0135566402009879 0.0166520763574066 0.0201437525371606 0.0240461694348884 0.0283725555795056 0.0331290799580991 0.0383025069162571 0.0438752252301483 0.0498290704900364 0.0561453787801649 0.0628050036251601 0.0697857212372529 0.0770323279111529 0.0844688138956209 0.092021683764065 0.0996207118250917 0.10719909249822 0.114693411360461 0.122033909435484 0.129134012240025 0.135909259369125 0.142279442397276 0.14816778598305 0.153500030007962 0.158207559147054 0.162253879347665 0.165615061599546 0.168264021263416 0.170170342242832 0.171300178956905 0.171617407448747 0.171148388761941 0.170014743258348 0.168345908837986 0.166272039885903 0.163923709451021 0.161430632336383
"" 0.000478394196143928 0.000449419483937452 0.000422702828229427 0.000398343586823224 0.000376424052044022 0.000357007553339894 0.000340135901663319 0.000325784081877944 0.000313378860576918 0.000301986349370564 0.000290675839739463 0.000278533331398712 0.000264664533009551 0.000248195380148086 0.000228477349881739 0.00020531886274322 0.000178594390962405 0.000148188275787275 0.000113994640460746 7.59161629684812e-05 3.39808258953411e-05 -1.08613298183124e-05 -5.72157322217826e-05 -0.000103657754195741 -0.000148734083685598 -0.000190964758711998 -0.00022887357346596 -0.000262247177228725 -0.000292726405506927 -0.000322118738430299 -0.000352259232349328 -0.000385015621691687 -0.000422293455660805 -0.000464986964881231 -0.000508805209582519 -0.000547832008694071 -0.00057611307998584 -0.000587648996287771 -0.000576396519710864 -0.000536044172634031 -0.000454862310166615 -0.000315693840251818 -0.000101115143699149 0.000206306729851058 0.000623972182170196 0.00116918681870692 0.00185452773287659 0.00267765032038902 0.0036332197923078 0.004715966489649 0.00592070606613537 0.00724232188633073 0.00867498945309075 0.0102036391534066 0.0118068950419062 0.013463389841738 0.0151519048000825 0.0168513387442726 0.0185405938403679 0.0201909857534863 0.021757753786491 0.0231946411895001 0.0244560886219899 0.025497107725953 0.0262729821182181 0.0267433140951462 0.026902377052723 0.0267604459116535 0.0263275771194391 0.0256137344969187 0.0246288449755594 0.0233831281750047 0.0219099045536766 0.0202774873859304 0.0185584218720974 0.0168267407016545 0.0151572695305549 0.0136242397791433
"" 0.000793211319875808 0.000749061572539733 0.000703704834069396 0.000657663603019221 0.000611472210029218 0.000565673831853242 0.000520816180070161 0.000477481566735494 0.000436688091034199 0.000399737042378334 0.000367915322728174 0.000342489846747174 0.000324705746721499 0.000315778851952553 0.00031625434189303 0.000325299930226675 0.000341916072861548 0.000365124470149136 0.00039397631825977 0.000427554415269593 0.000465085289018952 0.000506702527832137 0.000552959284813304 0.000604419341802553 0.000661653670792905 0.000725234424183152 0.000795680301169388 0.000871288179026541 0.000947161053797274 0.00101816895231976 0.00107921000115668 0.00112521111849201 0.00115111786139793 0.00115276959239935 0.00113041952386872 0.0010856937622869 0.00102024832059788 0.000935776989249293 0.000834004405179944 0.000716774538681852 0.000588450439050203 0.00045590267860246 0.000326095185828323 0.000205987447049194 0.000102533441575792 2.26662697810909e-05 -2.82352557789967e-05 -4.97163155546709e-05 -4.22857739268423e-05 -6.38340483694044e-06 5.76440788344068e-05 0.000149548088788642 0.000269122365544883 0.000415674930260568 0.000588174398906127 0.000785629748086825 0.00100709211164313 0.00125161321191725 0.00151815442273162 0.00180298209062568 0.0020967651084014 0.00238947837322451 0.00267123362285904 0.00293231670526806 0.00316314189056893 0.00335522748160816 0.00350859609036774 0.00362735810654019 0.00371600716173176 0.00377967256521033 0.00382429910922188 0.00385673259871461 0.00388476397479992 0.00391648504499437 0.00395927737366297 0.00401902736408444 0.00409915100160585 0.00419939138982584
"" 0.376670311509064 0.382203563545716 0.385421336344431 0.386403480200112 0.385259695724227 0.382119653883452 0.377116740487052 0.370370852018407 0.362012875811365 0.352165210435642 0.34091863689639 0.328333817784736 0.314433308763877 0.299186097191025 0.28285143801898 0.266500704997541 0.251489090654893 0.239326100228547 0.231504811196107 0.229205258283329 0.232766605877072 0.240526642728328 0.249925320248392 0.258478839042413 0.264084707636217 0.265221676288351 0.261042302695194 0.25138050520457 0.236721928526796 0.218050703865166 0.196621588463946 0.173748581152563 0.150642124574973 0.1283089843143 0.107508234187937 0.088726486494512 0.0722098706921835 0.0580143799185105 0.0460573721604423 0.0361647837751891 0.0281106495627892 0.0216462570197164 0.0165232583822145 0.0125094578782654 0.00939729554416738 0.00700729924809149 0.00518831062781956 0.0038157131450957 0.00278833263736522 0.00202520509279345 0.00146243010049786 0.00105021854797049 0.000750216299502965 0.000533080171181895 0.000376720491013723 0.000264715233521403 0.000184914831695394 0.000128376413253961 8.85521226446811e-05 6.06794700398452e-05 4.13104679203554e-05 2.7946484045365e-05 1.87897210034587e-05 1.25578966339745e-05 8.34442936431669e-06 5.51347005092956e-06 3.62138749130727e-06 2.36324946540446e-06 1.53130394184757e-06 9.84531169870633e-07 6.27604583323599e-07 3.96404492066408e-07 2.49195696948048e-07 1.57812735367969e-07 1.01964649197467e-07 6.80773672795114e-08 4.7588728561924e-08 3.53222397450628e-08
"" 0.206743619643389 0.215228857409957 0.22342556406001 0.231160198597072 0.238264201793779 0.244575718857532 0.24994111872313 0.254217470647448 0.257289089875277 0.259072372581243 0.259509139553128 0.258564618594484 0.256224001161498 0.252489168154323 0.247599191197719 0.242248006088967 0.23712744976445 0.232865886470848 0.230029868384253 0.229124365244867 0.230553074091674 0.234367019395496 0.240442272793471 0.248613858968716 0.25866822930662 0.270336314967588 0.283286756220085 0.297024715118866 0.310861974457167 0.324074883306871 0.335935082403491 0.345733912874136 0.35281175898117 0.356590479624409 0.356622252224004 0.352648084832833 0.344610675803746 0.332648293860239 0.317077759847488 0.298371653904055 0.277196921950262 0.254350204703004 0.230617020854741 0.206720583930646 0.183288474237835 0.160833422147595 0.139749081074727 0.120314152033942 0.102691322658343 0.0869439004847746 0.0730563778225579 0.0609543367837677 0.0505227920699822 0.041624371746668 0.0341067284385295 0.0278100857122093 0.0225764682170165 0.0182561157670117 0.01471146218242 0.0118170473927732 0.00946022317570778 0.0075463614982053 0.00599670951448317 0.00474584211129865 0.00373952543580298 0.00293337616853147 0.00229329577777136 0.00178993099558335 0.00139709688599861 0.00109231262773638 0.000856851786957418 0.000675494513408672 0.000536554133415364 0.000431090981800433 0.000351736428303806 0.000292634800045196 0.00024934660051521 0.000218710076422019
