"grad.lhs_n.1" "grad.lhs_n.2" "grad.lhs_n.3" "grad.lhs_n.4" "grad.lhs_n.5" "grad.lhs_n.6" "grad.lhs_n.7" "grad.lhs_n.8" "grad.lhs_n.9" "grad.lhs_n.10" "grad.lhs_n.11" "grad.lhs_n.12" "grad.lhs_n.13" "grad.lhs_n.14" "grad.lhs_n.15" "grad.lhs_n.16" "grad.lhs_n.17" "grad.lhs_n.18" "grad.lhs_n.19" "grad.lhs_n.20" "grad.lhs_n.21" "grad.lhs_n.22" "grad.lhs_n.23" "grad.lhs_n.24" "grad.lhs_n.25" "grad.lhs_n.26" "grad.lhs_n.27" "grad.lhs_n.28" "grad.lhs_n.29" "grad.lhs_n.30" "grad.lhs_n.31" "grad.lhs_n.32" "grad.lhs_n.33" "grad.lhs_n.34" "grad.lhs_n.35" "grad.lhs_n.36" "grad.lhs_n.37" "grad.lhs_n.38" "grad.lhs_n.39" "grad.lhs_n.40" "grad.lhs_n.41" "grad.lhs_n.42" "grad.lhs_n.43" "grad.lhs_n.44" "grad.lhs_n.45" "grad.lhs_n.46" "grad.lhs_n.47" "grad.lhs_n.48" "grad.lhs_n.49" "grad.lhs_n.50" "grad.lhs_n.51" "grad.lhs_n.52" "grad.lhs_n.53" "grad.lhs_n.54" "grad.lhs_n.55" "grad.lhs_n.56" "grad.lhs_n.57" "grad.lhs_n.58" "grad.lhs_n.59" "grad.lhs_n.60" "grad.lhs_n.61" "grad.lhs_n.62" "grad.lhs_n.63" "grad.lhs_n.64" "grad.lhs_n.65" "grad.lhs_n.66" "grad.lhs_n.67" "grad.lhs_n.68" "grad.lhs_n.69" "grad.lhs_n.70" "grad.lhs_n.71" "grad.lhs_n.72" "grad.lhs_n.73" "grad.lhs_n.74" "grad.lhs_n.75" "grad.lhs_n.76" "grad.lhs_n.77" "grad.lhs_n.78"
"2" 0.149301558025783 0.15237008919039 0.158734837636176 0.168088257861798 0.179948368312699 0.193644964157746 0.20833133323106 0.223035699482899 0.236752524026995 0.24855638102339 0.257709363055914 0.263734140087568 0.266438456414109 0.265894873312744 0.262392379820009 0.2563795070325 0.248413580815399 0.239122707360317 0.229180246341498 0.218438482728567 0.209442318708564 0.201891292643586 0.196494679847725 0.193896908979307 0.194629232842414 0.199050996614436 0.207285541404645 0.219160598397772 0.234166879176573 0.251449729917391 0.269845770313554 0.287969027395141 0.304340449104018 0.317543621552341 0.326381497802009 0.330006837087921 0.328003876665373 0.320409197542851 0.307672633286918 0.290570643516327 0.270091873289829 0.247316414529575 0.223307179973931 0.199025644614867 0.175277211738815 0.152685420447739 0.131690128399576 0.112562871010184 0.0954324455799821 0.080314772174038 0.0671426206099897 0.0557923888234273 0.0461064854801428 0.0379108882219842 0.0310281124573661 0.0252861908056857 0.0205244092825957 0.0165965497461681 0.0133723113113116 0.0107374710786386 0.00859322528404607 0.00685504202917284 0.00545126356641355 0.00432162167522882 0.00341577290637225 0.00269191888158695 0.0021155474817803 0.00165831082246429 0.00129704296784658 0.00101291240334755 0.000790699847539889 0.000618189904732076 0.000485664521009081 0.000385486636837168 0.000311763438922073 0.000260079946519935 0.000227295160702354 0.000211394562172687
"3" 0.0243731051658425 0.0253491689496954 0.0273494486144332 0.0304066036850847 0.0345622456113248 0.0398569777372848 0.0463183231904085 0.0539482289680371 0.0627121969931088 0.0725318406313291 0.0832817403162989 0.0947903100696479 0.106843670671652 0.119191654018691 0.131555803772276 0.143639903774473 0.155143562249327 0.165778623329671 0.175287089421494 0.183210310340021 0.189990292497277 0.195208601997343 0.198874321132858 0.201070932061453 0.201949954738767 0.20172168488708 0.200644272614681 0.19901218685292 0.197144751730993 0.195374997751629 0.194038623533344 0.193462488534302 0.193951825152361 0.195775339951298 0.199147634227514 0.204208960957408 0.211003248728803 0.219456479430002 0.229358704292831 0.240353901049511 0.251942120610776 0.263497591109468 0.274304478415727 0.283609015229835 0.290683261175539 0.294892694392063 0.295758067841878 0.293002140215076 0.286574140473561 0.276648665184481 0.263600185227045 0.247958342990198 0.230351847235494 0.211449579920794 0.191906611802684 0.172320691830041 0.153202126809956 0.134957454087814 0.11788537866373 0.102182288281089 0.0879542452986472 0.0752325132256128 0.0639901879847804 0.0541581639707089 0.0456393191253651 0.0383203590182905 0.0320811779710509 0.0268018739869496 0.0223677136261535 0.0186724117221247 0.0156200979065427 0.0131263118984372 0.0111183210194784 0.00953499911852517 0.00832645378565327 0.0074535424640827 0.00688737933514762 0.00660890355080163
"4" 0.00368937970807171 0.00385819773324192 0.00420368732906296 0.00473915882215348 0.00548467651106943 0.0064670479693052 0.00771972166696555 0.00928254671789253 0.0112013510948361 0.0135272860994351 0.0163158554575826 0.0196255034806692 0.0235156037323714 0.0280436999559597 0.033261923824357 0.0392126427034012 0.0459235467599184 0.0534025337033395 0.0616328639131969 0.0705394389948766 0.0801169652873135 0.0902168534365755 0.100701212190024 0.111405579550306 0.122145098823245 0.132722823866005 0.142939604077019 0.152604783565657 0.161546825673764 0.169622968342498 0.176727130373977 0.182795502870203 0.187809534930639 0.191796309490955 0.19482655666514 0.197010731373071 0.198493668904565 0.199448323444318 0.200069002593839 0.200564358319499 0.201150210267065 0.202042092457166 0.203447261744538 0.205555819958791 0.20853061596865 0.212495741657381 0.21752374039069 0.223622109741806 0.230720265861573 0.238658756196553 0.247183014384117 0.255944158687377 0.264509056325996 0.272380989109033 0.279030775891698 0.283936333470208 0.286626765639619 0.286725635835705 0.283987540833308 0.278322711821669 0.269806080399601 0.25866970974131 0.245280144302626 0.230104474462423 0.213670284842857 0.19652495673788 0.17919911074199 0.162177606605036 0.145879860928975 0.130649670672868 0.116753501735952 0.104385435295812 0.0936766516466646 0.0847073794292622 0.0775195189644667 0.0721285369810927 0.068533628851725 0.0667254924523655
"5" 0.000472511756222094 0.000494103549464331 0.000538263830895946 0.00060693475717466 0.000703120332845586 0.0008309950974561 0.000996050668722326 0.00120528147173893 0.00146741087908575 0.00179315815018732 0.00219554447339343 0.00269023270743629 0.00329589004083308 0.00403455604119918 0.00493199087747698 0.00601797018867645 0.00732648434614847 0.00889579097695936 0.0107682612491278 0.0129886466896934 0.0156090420055932 0.0186785877937523 0.0222482780491973 0.0263671650665431 0.031079771365683 0.036423079423864 0.0424232157263393 0.0490920108285331 0.0564236808219265 0.0643919281871352 0.0729477905384024 0.0820185636403181 0.0915080823589709 0.101298556995422 0.111254036764596 0.121225418809989 0.131056758784664 0.140592490608826 0.149685051666959 0.15820235401881 0.16603455217068 0.173099632539753 0.179347476887803 0.184762211012768 0.189362815763039 0.193202125312708 0.196364447665465 0.198962102186284 0.201131174817681 0.203026747707946 0.204817776742472 0.206681682872245 0.208798609102168 0.211345194797929 0.214487655045226 0.21837394960883 0.223124908559968 0.228824371452718 0.23550870469502 0.243156476463113 0.251679545138661 0.260917267728256 0.27063582836595 0.280534667554344 0.290261515612872 0.299436519602125 0.307684444802864 0.314672133070987 0.320146670199362 0.323968505398287 0.326133509148757 0.326778921629994 0.326170326953659 0.324669860669896 0.322689220709355 0.32063397679491 0.318847492184887 0.317563054195225
"6" 5.36905198078585e-05 5.60856366349505e-05 6.09818126551254e-05 6.8595084334877e-05 7.9261122498675e-05 9.34496767190929e-05 0.000111784708600737 0.000135070994722319 0.00016432821331458 0.000200833775443332 0.000246175926921222 0.000302318912737132 0.000371682257249706 0.0004572364456501 0.000562617477717353 0.000692262851709202 0.000851571476057078 0.00104708970927181 0.00128672509830396 0.00157996583388664 0.00193824751498761 0.00237509253825374 0.00290652518569745 0.0035513593174552 0.00433150246775815 0.00527222677348949 0.00640237749555128 0.00775448278844681 0.00936472166274127 0.0112727016873815 0.01352099512264 0.0161543832783995 0.019218765521356 0.0227597029988091 0.0268205889626394 0.031440468060917 0.0366515655548794 0.0424766321592274 0.0489262574620564 0.0559963493668714 0.0636660120079124 0.0718960727707496 0.0806285034543608 0.0897869461755629 0.0992784895650911 0.108996747890666 0.118826182739895 0.128647486159039 0.138343731051427 0.147806905136549 0.156944392365688 0.165684958705337 0.173983838793135 0.18182659958127 0.189231563368586 0.196250687700739 0.202968904084444 0.209501993434169 0.215993109933255 0.222608048858208 0.229529287605668 0.236948721165975 0.24505888291515 0.254042322079651 0.264058751314411 0.275229651417519 0.28762030928392 0.301219849047019 0.315920730629471 0.331500367945936 0.347608729492688 0.36376660368681 0.379379085834741 0.393767276469226 0.406218023811467 0.416047265034525 0.422668260300296 0.425653271027393
"7" 5.68740315953775e-06 5.93648574742645e-06 6.44549935646666e-06 7.23660908974466e-06 8.34425722961996e-06 9.8166537121358e-06 1.17178619030156e-05 1.41305684375759e-05 1.71596549192188e-05 2.09367243542147e-05 2.56257734476684e-05 3.14302511239539e-05 3.86017969811192e-05 4.74510251091687e-05 5.83607951409881e-05 7.180250904959e-05 8.83560847264597e-05 0.000108734384940412 0.000133813033043051 0.000164666554947068 0.000202613124999917 0.000249266837393236 0.000306602664312816 0.000377033324505671 0.000463501151015677 0.000569586888821139 0.000699637507872719 0.000858914925128129 0.00105376709746974 0.0012918221893865 0.0015822053323622 0.00193577577500825 0.00236537986675334 0.00288611223275836 0.00351557364192123 0.00427410944564555 0.00518500718976744 0.0062746263226332 0.00757242724230833 0.00911086187699306 0.010925084395208 0.0130524395511311 0.0155316887660017 0.0184019415827019 0.0217012737068756 0.0254650331953377 0.0297238635174057 0.0345015052123365 0.0398124744184769 0.0456597528990521 0.0520326552208572 0.0589050584015594 0.0662341815559908 0.0739600829758325 0.0820059975651377 0.0902795706933524 0.0986749624947714 0.107075711671678 0.11535817590147 0.123395323866238 0.13106065563373 0.138232080120593 0.144795675774467 0.150649384479951 0.155706805806233 0.159901324812084 0.163190774051802 0.165562661139762 0.167039676735592 0.167684770926435 0.16760464690313 0.166950225386708 0.16591266168503 0.164713988587417 0.163592429096582 0.162783708060221 0.162500951348732 0.162916577561623
"8" 5.7539212283686e-07 6.00139216100359e-07 6.50685894054703e-07 7.2918171500902e-07 8.38962288529643e-07 9.84688941496614e-07 1.17254261855493e-06 1.41048117630049e-06 1.70856945258535e-06 2.07939576668537e-06 2.53859161469805e-06 3.10547532134109e-06 3.80384379550236e-06 4.66294580725446e-06 5.71867186938135e-06 7.01500990629711e-06 8.60581966799501e-06 1.05569962216556e-05 1.29491019018602e-05 1.58805663619255e-05 1.9471574463914e-05 2.38687771214607e-05 2.92510023980341e-05 3.58361618157943e-05 4.38895902399317e-05 5.373409822651e-05 6.57620620181376e-05 8.04499248885371e-05 9.83755362726768e-05 0.000120238807632678 0.000146886205198982 0.000179339634254205 0.000218830274456572 0.000266837890616767 0.000325136046142038 0.000395843460898604 0.000481481436609421 0.000585036794675808 0.000710029059214357 0.000860579646044801 0.00104147950741318 0.00125825001079383 0.00151718976887372 0.00182539772042301 0.00219076007834662 0.00262188600164137 0.00312797433138501 0.00371859192027646 0.00440334361323513 0.00519141558874558 0.00609097843135009 0.00710844487683548 0.00824759036716083 0.00950856273268519 0.010886830137502 0.0123721426212309 0.0139476096772673 0.0155890206133824 0.0172645511333225 0.018935003207432 0.0205547106204573 0.0220732055700168 0.0234376807680681 0.0245961985266829 0.0255014992710523 0.0261151569596607 0.0264117316990942 0.0263824963577242 0.0260382804644355 0.0254109952012582 0.0245534868339448 0.0235375132006665 0.0224498388001759 0.0213866765412241 0.0204469359385562 0.0197249305731173 0.019303316204422 0.0192470497740183
"9" 5.29100097068635e-08 5.5041193824934e-08 5.93856075425947e-08 6.61102284027493e-08 7.54731277474718e-08 8.78324635245065e-08 1.03659303363202e-07 1.23554499964484e-07 1.48269674316026e-07 1.78733527977926e-07 2.16084039550424e-07 2.61707877591277e-07 3.17287474072003e-07 3.84857923307891e-07 4.66875038629411e-07 5.66296676218769e-07 6.86679546557656e-07 8.32293955976837e-07 1.00826047511049e-06 1.22071125430168e-06 1.47698098196258e-06 1.78583170473701e-06 2.15771800426978e-06 2.60509891436556e-06 3.14280268476352e-06 3.78845549375839e-06 4.56298138162836e-06 5.49118539527882e-06 6.60243232308844e-06 7.93143384303363e-06 9.51915979374718e-06 1.14138888340776e-05 1.3672416088184e-05 1.63614350956465e-05 1.95591104978909e-05 2.33568567264975e-05 2.78613336290867e-05 3.31966620303881e-05 3.95068498471041e-05 4.69584008344626e-05 5.57430485104149e-05 6.60805155039412e-05 7.82211416194833e-05 9.24481427522217e-05 0.000109079159038572 0.000128466619286893 0.000150996288306171 0.000177083183283688 0.000207163855625581 0.000241683859314445 0.000281079112263161 0.000325749851204371 0.000376026068560353 0.000432123782090343 0.000494092322944617 0.000561754096350953 0.000634640012209253 0.000711925923824186 0.000792377777947273 0.00087431543266403 0.000955606738961556 0.00103370389797908 0.00110573264905378 0.00116864098781422 0.00121940763514461 0.00125530167544019 0.00127417456607937 0.00127475567029967 0.0012569146210506 0.00122185032658262 0.00117216902106865 0.00111182323669912 0.00104589937899302 0.000980261739447208 0.00092108210281161 0.000874302872821975 0.000845094363377541 0.000837371092021755
"" 0.400153450867766 0.406188838695169 0.412841650032116 0.418706353709605 0.422593881377072 0.423578899499598 0.420978744499832 0.414331434295834 0.403854192438047 0.390088979877249 0.373449188500513 0.354218433056413 0.332553995610742 0.308488792132508 0.282463035058953 0.256154571005768 0.231769302569835 0.211843402732934 0.198962790411357 0.195278888143722 0.201622501636535 0.215445377542687 0.232692199976578 0.249468127758785 0.262535265327766 0.26962296868187 0.269545316359362 0.262195434063906 0.248372483361535 0.22943189575683 0.206990981193879 0.182681496451738 0.157968336837783 0.134051226191631 0.111837300618251 0.0918817562421184 0.0744396077260496 0.059544042666289 0.0470760784212177 0.0368224755895729 0.0285209955777155 0.0218925849281966 0.0166649113753664 0.0125874209442558 0.00943889075553415 0.00702994359522959 0.0052022205357393 0.00382588587176193 0.00279685512002373 0.00203277621371867 0.00146918464471472 0.00105612352809381 0.000755229422918711 0.000537190477945437 0.000379963770947526 0.000267175519940012 0.000186709445922659 0.000129635569369226 8.94010483837454e-05 6.12313074445706e-05 4.16627724322555e-05 2.81728974911968e-05 1.89408243646502e-05 1.26658570346589e-05 8.42812320869842e-06 5.58252289677626e-06 3.67819389525031e-06 2.40781427358587e-06 1.56408146042004e-06 1.00691743816091e-06 6.41599254412281e-07 4.0415298369574e-07 2.52917635135689e-07 1.59460837018165e-07 1.02803424536975e-07 6.87869590913941e-08 4.84890284070878e-08 3.65544844401225e-08
"" 0.199641303548537 0.203060571809195 0.208554664110046 0.215554771464621 0.223475708546441 0.231732277364612 0.239754563170406 0.247009726667712 0.253106027806177 0.257772023751708 0.260792999380305 0.262006599814663 0.261296548118341 0.258585562131555 0.254088342064096 0.248554981606355 0.242730613250385 0.237286161951979 0.232825128566844 0.22989030923566 0.228940531684864 0.230161934697151 0.233601423389403 0.239263945330751 0.247099730818419 0.256990713701867 0.268735671411944 0.281930779312058 0.295924729968773 0.309980299308434 0.323302029864664 0.335061811672829 0.344434990217243 0.350638114368606 0.352989801081019 0.351050834664326 0.344657918179362 0.333911690738388 0.319147325801215 0.300894538088453 0.279882692273814 0.256965614551412 0.232990353950913 0.208740289897731 0.18489680282606 0.162016696763508 0.14053056036745 0.120751081010603 0.102857407261026 0.086915164292345 0.072902542752923 0.0607341145142128 0.0502815134510177 0.0413903895458848 0.0338936317963553 0.0276222198386629 0.0224130383919235 0.0181138982689222 0.0145864154290334 0.0117064566103921 0.00936444472105451 0.00746701182243606 0.00593535709301885 0.00470335216253541 0.00371580423229236 0.00292699080486834 0.00229969718513192 0.00180305072840701 0.00141134082131299 0.00110339848772325 0.000861967072805528 0.000673144736831474 0.000527572287505157 0.000418736055599523 0.000339806971856024 0.000284671829701041 0.000248596834042234 0.000228523040677095
"" 0.0103291631079397 0.0111111269385664 0.0132586205920576 0.0168208842033241 0.0218414050832316 0.0283562359174888 0.0363922124667365 0.0459506419286409 0.0568411872807092 0.0687446452607568 0.0813365563523111 0.0942920583954409 0.107288749959369 0.120009882185265 0.132148671850437 0.143416592747835 0.15354910468077 0.162307842663506 0.169481915489693 0.174888496041984 0.178410620281639 0.180239711466973 0.180693977357445 0.180076524971621 0.178672530753665 0.176747809363569 0.174549736409135 0.172390906473789 0.170675013431212 0.169771867316582 0.170006990373868 0.171660943418834 0.174968276341053 0.180075375659726 0.186883531443896 0.195196788732235 0.204781159241513 0.215361114501227 0.226618491310779 0.238189185943162 0.249562463317052 0.260118193717815 0.269266573855707 0.276472301721717 0.281274343014154 0.28330510403175 0.282311059835467 0.278187904207074 0.270990965523415 0.260918402414824 0.248287134074864 0.23350451695425 0.217043853746549 0.199473592753237 0.181376760363847 0.163268819556525 0.145582613649564 0.128662459820731 0.112764912064036 0.0980653463410019 0.0846660081882143 0.0726051416438217 0.0618708034672449 0.0524137377029035 0.044158527641021 0.0370169816343138 0.0309152109660249 0.0257664790345065 0.0214665459728789 0.0179057619756541 0.0149773321773641 0.0125827734684088 0.0106503040276676 0.0091311097202125 0.00797439345839346 0.00713417401225059 0.00657565618632263 0.00628021212007398
"" 0.00426688103180473 0.00500315729461298 0.00573094000230034 0.00650271352017395 0.00737080813512425 0.00838737223208402 0.00960429324023987 0.0110751286086117 0.0128785266082543 0.0151095947422464 0.0178623770992031 0.0212290176622929 0.0252991151413204 0.030158747573113 0.0358565993639256 0.0423663972482022 0.0496483620763768 0.0576578999018329 0.0663453003091833 0.0756554778539726 0.0855175102513405 0.0957776542754268 0.106246240109418 0.116736340556794 0.127065565833738 0.137057621393242 0.14654426420665 0.15538869956654 0.163496877063604 0.170788282254767 0.177193629974935 0.182654859443616 0.187124929495322 0.19060327844822 0.193269384696131 0.195344919041029 0.197035788145519 0.198531461223518 0.200004481879932 0.201612156040419 0.203538564394385 0.205985842246714 0.209125691415754 0.213096283203814 0.218001141551445 0.223908063546111 0.230801402887196 0.238481069254672 0.246690015563672 0.255145956915516 0.263543601916062 0.271559185794086 0.278850455492107 0.284993578863769 0.289552531466161 0.292160914334219 0.292533843233805 0.290476172011526 0.285887747963932 0.278774999561142 0.269264106695392 0.257575425433357 0.244002627371063 0.228892275907708 0.212622994750626 0.195613191948364 0.178462643058436 0.161746349444644 0.145892473104146 0.131193048621838 0.117823443302951 0.105867014049668 0.0954109524711877 0.0865679586928091 0.0793795568923341 0.0738467825187124 0.0699683752296769 0.0677769051463746
"" -0.000250005411027987 -6.71050044820376e-05 8.5007108935331e-05 0.00021330931280511 0.000324775746675943 0.000426381333504255 0.000525101979900189 0.000628613143812129 0.000753349935287695 0.000921692992636725 0.00115613142297716 0.00147914273372796 0.0019131736973188 0.0024806615805617 0.00321294110140563 0.00416025609089765 0.00537499106857131 0.0069091309024602 0.00881411679266308 0.0111406569687317 0.0139377851395583 0.0172477999005097 0.021108691787198 0.025556204286282 0.030623400594326 0.0363401817347295 0.042732109004531 0.0497871628459886 0.0574411658895082 0.0656229091579641 0.0742580342948759 0.0832691694723181 0.0925761377131327 0.102086962109879 0.111663046217552 0.121154541313968 0.130416192305127 0.139308537177234 0.147699036280415 0.155464686461968 0.162526892464528 0.168850633422279 0.174409635599321 0.179184620273468 0.183163035420504 0.186338737210859 0.188769570797113 0.190696818105663 0.192379315549025 0.194052894000341 0.195929736231402 0.198197862933361 0.201021264441277 0.204544628691486 0.208887922139986 0.214140273308427 0.220359029910309 0.227569082887446 0.235762224599643 0.244850458656194 0.254614547793425 0.264795760371272 0.275110787613428 0.285254998718334 0.294907642990389 0.303728702788032 0.311332899979375 0.317428744969046 0.321868494201224 0.324629288275891 0.325789670987768 0.325505320704458 0.324014298506099 0.32167149451039 0.318903147329028 0.316156430700002 0.31386177416704 0.312404138468292
"" 0.000329858135958705 0.000337585366128323 0.000333856321135806 0.000324315671723086 0.000314610941072047 0.000310384662398633 0.000317263593374029 0.000340397063784137 0.000379312601041792 0.000429742202928407 0.000487372457312618 0.000547929096975097 0.000607177611214593 0.000660942319919144 0.000710165644107752 0.000766624541327365 0.0008434808700436 0.00095390848511373 0.00111109225052364 0.00132821415244094 0.00161959639219111 0.00200847746573307 0.00252220427553629 0.00318811372019917 0.00403349342708637 0.00508553621165336 0.00637135687983209 0.00792235755772253 0.00977610067838836 0.0119700712139761 0.0145410211715322 0.017524793565738 0.0209561083699705 0.0248668064689772 0.0292795563626053 0.03421255965983 0.0396814929335973 0.0456991474782661 0.052275045228797 0.0594135743816371 0.0670816001800714 0.0752092825333559 0.0837228813990435 0.0925464711597046 0.101602215992997 0.110810684240604 0.120088163744066 0.129341838173292 0.138480691103238 0.147418460355803 0.156074176118364 0.164372562803006 0.172249829071787 0.179717868246824 0.186839434608363 0.193679057631764 0.200301631131566 0.206772089395751 0.213155525669936 0.21957596605917 0.226279511134679 0.233517530946081 0.241531312952575 0.250554533273105 0.260816298499161 0.272503305297297 0.285485606165854 0.299502386876161 0.314314609654705 0.329702850418152 0.345464317372691 0.361406738873939 0.377178910963666 0.392189631138767 0.405834252661142 0.417508329498783 0.426602093905974 0.432495969445957
"" -0.00040514735216296 -0.000437962661997138 -0.000462855700318621 -0.000479300603327681 -0.000486763909006982 -0.000484706921661804 -0.000472589186993611 -0.00044997534190544 -0.00041771368955168 -0.00037752750972897 -0.000331160511473638 -0.000280356931252335 -0.000226861273355805 -0.00017242042830129 -0.000118658965961305 -6.69302833963825e-05 -1.85481040460012e-05 2.51848136456623e-05 6.2979671005825e-05 9.35611293767513e-05 0.000115991900108414 0.000131857534936275 0.000143910838726335 0.000154915303436365 0.000167640066600361 0.000184857853447185 0.000209413202149622 0.000247843353885502 0.000312034713548237 0.000414288657041573 0.000566903304709265 0.000782167992016414 0.0010723509439392 0.00145266748595552 0.00195304118964762 0.00260786732564994 0.00345143039562096 0.00451786477473737 0.00584110332718685 0.00745491842980645 0.00939514254987478 0.0116994762033593 0.0144049969408322 0.0175478926458078 0.0211632746979509 0.0252849640585695 0.0299362801212808 0.0351098965258037 0.04079124679355 0.046964384115708 0.0536119348508942 0.0607150689763417 0.068249823538799 0.0761446783144207 0.0842977864962116 0.0926099458006974 0.100985602656599 0.109333093957271 0.117564708833977 0.125582016181684 0.133260677560452 0.14048012948516 0.147126847603926 0.153092824264507 0.158273660979082 0.162577533192803 0.165998378816805 0.168565431497373 0.170302310945526 0.171227993571378 0.171357888069953 0.17070635419637 0.169368644855876 0.167562370903582 0.165518011790315 0.163469882199284 0.161655748336324 0.160315353147436
"" 9.49721024087746e-05 0.000106709924501125 0.000122572363169537 0.000140598502506306 0.000158828946577316 0.000175305612916954 0.000188070407339813 0.000195313214245152 0.000197097325470852 0.000194766526946943 0.00018970218192027 0.000183299836770956 0.000176965913761817 0.000172107578793879 0.000169670825278245 0.000169628704513036 0.000171832631915558 0.000176144685104795 0.000182440858411403 0.000190608184475194 0.000200458872003928 0.000211206465278446 0.00022178417254326 0.000231124068383326 0.000238162105861695 0.000241836718262167 0.00024110995640314 0.00023631006090874 0.000229753744008798 0.000223921570688956 0.000221311727104101 0.000224444672720647 0.000235862597240954 0.0002580151256798 0.000292820583765174 0.000342030196088527 0.000407392307524845 0.000490650672746451 0.000593541594533786 0.000717898213500046 0.000868030106583317 0.00105073921130183 0.00127295335655198 0.00154161769552075 0.00186368175396329 0.00224607452595643 0.00269745469305777 0.00323221634866422 0.00386592366734273 0.00461415983765617 0.00549251642498277 0.00651655557296904 0.0077001273051891 0.00903626705101412 0.0105037090295979 0.0120810054238107 0.0137468575639821 0.0154801080974346 0.0172595987016946 0.0190492502888773 0.0207808941182272 0.0223825362151991 0.0237826252211351 0.0249100145388129 0.0256938310358704 0.0260737846779482 0.0260718250953176 0.0257483580976317 0.0251637369808033 0.0243782097147821 0.0234520640517588 0.0224459082429448 0.0214293655856931 0.0204852062998767 0.0196973088701016 0.0191493557234043 0.018924398071592 0.0191042595489774
"" 0.000818969779387557 0.000810691889417958 0.000798950741607851 0.000785031972833639 0.000770224672295705 0.000755817287075855 0.000743092170552573 0.000733202431435487 0.000725830946932959 0.000719661065708699 0.000713355444738051 0.000705584071501175 0.000695029238419187 0.000680390643487128 0.000661125094351123 0.000638276547056948 0.000613087296865156 0.00058679564104297 0.000560635969999446 0.00053583839319471 0.000513701532912636 0.000496085746690966 0.000485119656680466 0.000482946316345823 0.000491723264861577 0.000513620386743407 0.00055077431610151 0.00060331872213687 0.000668485893517978 0.000743281307830357 0.00082471122857225 0.000909778023671093 0.000995469895168632 0.00107870030647689 0.00115612813025995 0.00122434585105219 0.00127997653799256 0.00131968744424199 0.00134019036075156 0.00133843045165699 0.00131599619424216 0.0012790910351887 0.00123409980265138 0.00118739796971884 0.0011453574266751 0.0011143461660143 0.00109836725671331 0.00109377022001672 0.00109534627247582 0.00109788062728211 0.00109615754823267 0.00108496202142538 0.00105961533650584 0.00102229979150464 0.0009799391933768 0.000939560524493566 0.000908208512087061 0.000892952807938774 0.000900868622553674 0.000934503220273719 0.00098654831446332 0.00104836008999548 0.00111122652744544 0.00116636011579213 0.00120489863747325 0.00121914413029306 0.00121101281436775 0.00118704047050028 0.00115390015057892 0.00111835208250005 0.0010871786765862 0.00106692888530657 0.00105615835687384 0.00104196055868228 0.001010869779281 0.000949826945832732 0.000845959381856054 0.000686103993445819
"" 0.396052672366471 0.402451344810542 0.407279594786789 0.410132251596218 0.410704562104621 0.408786380583431 0.404240729555898 0.396989000901754 0.387172261212149 0.3750300539345 0.36073536603562 0.344383115088458 0.325976605697561 0.305410896180379 0.282979824167714 0.260164531745628 0.238910759224908 0.221453635814257 0.210077100666378 0.206683525656903 0.212003253254066 0.22379360706913 0.238474146400757 0.25258924135905 0.263252502191836 0.268427469777328 0.267038420300135 0.258957566657405 0.24487390418802 0.226019185229778 0.203893781868575 0.180029122019819 0.15581102558724 0.132379692833167 0.110595652433208 0.0909922130773372 0.073821822149843 0.0591256646755959 0.0467973740906791 0.0366373287368074 0.0283968153994118 0.021807997570504 0.0166062143998513 0.0125459452099632 0.00940916882927953 0.0070084950716999 0.00518674725978018 0.00381474004086688 0.00278882356754926 0.002026963047731 0.00146493219845896 0.0010529561913279 0.000752813653257851 0.000535320281696222 0.000378517860700813 0.000266073143623313 0.000185888265075747 0.000129042306267451 8.89885214942113e-05 6.09561840894485e-05 4.14853282408463e-05 2.80610386390075e-05 1.88708996931366e-05 1.26216065493476e-05 8.39903261774008e-06 5.5622363352223e-06 3.66332269048375e-06 2.39663521945524e-06 1.5556502331952e-06 1.00063457728218e-06 6.37019134044841e-07 4.00909287325442e-07 2.50671166405397e-07 1.57899946915404e-07 1.01685432309735e-07 6.79409587707996e-08 4.78004865945638e-08 3.59466048467147e-08
"" 0.19928999485651 0.206060663279162 0.213490971991029 0.221283615353898 0.229136752785952 0.23674929464983 0.243826435657278 0.250083806518245 0.25524055334348 0.259046214077706 0.26129956508021 0.261846173526658 0.26057274050099 0.2574008850742 0.252548443283256 0.246783256277136 0.240870830580363 0.235502768518507 0.231302395161761 0.228829712773272 0.228548908275824 0.230593196613227 0.234932228435624 0.241496049625854 0.250163938849787 0.260752971744006 0.273006047756439 0.286484784181628 0.300529621543275 0.314409364327765 0.327349233456802 0.338556473263912 0.347254848547001 0.35272311762237 0.354359043691844 0.351786569648236 0.344880067096796 0.333754409436655 0.318739836071342 0.300347673780625 0.279284127204249 0.256381767109761 0.232468541774403 0.208311237962406 0.184577360540782 0.161812631372605 0.14043723469505 0.120751655327452 0.102928562840368 0.0870322918167602 0.0730430032831204 0.060879048579691 0.0504167881748762 0.0415083960725786 0.0339923734122802 0.0277029119349181 0.0224784313155156 0.0181672147588909 0.0146307426272948 0.0117440587440859 0.00939627116930446 0.0074933167366598 0.0059561624135469 0.00471869997024735 0.00372587591872661 0.0029322328182124 0.00230127408824542 0.0018024840545825 0.0014100393998892 0.00110245489626216 0.000862111990792209 0.000674776634131197 0.00053055952900898 0.000422434722799344 0.000343478024853119 0.000287642179177617 0.000250243709845928 0.000228153871200976
