"grad.rhs_alpha.1" "grad.rhs_alpha.2" "grad.rhs_alpha.3" "grad.rhs_alpha.4" "grad.rhs_alpha.5" "grad.rhs_alpha.6" "grad.rhs_alpha.7" "grad.rhs_alpha.8" "grad.rhs_alpha.9" "grad.rhs_alpha.10" "grad.rhs_alpha.11" "grad.rhs_alpha.12" "grad.rhs_alpha.13" "grad.rhs_alpha.14" "grad.rhs_alpha.15" "grad.rhs_alpha.16" "grad.rhs_alpha.17" "grad.rhs_alpha.18" "grad.rhs_alpha.19" "grad.rhs_alpha.20" "grad.rhs_alpha.21" "grad.rhs_alpha.22" "grad.rhs_alpha.23" "grad.rhs_alpha.24" "grad.rhs_alpha.25" "grad.rhs_alpha.26" "grad.rhs_alpha.27" "grad.rhs_alpha.28" "grad.rhs_alpha.29" "grad.rhs_alpha.30" "grad.rhs_alpha.31" "grad.rhs_alpha.32" "grad.rhs_alpha.33" "grad.rhs_alpha.34" "grad.rhs_alpha.35" "grad.rhs_alpha.36" "grad.rhs_alpha.37" "grad.rhs_alpha.38" "grad.rhs_alpha.39" "grad.rhs_alpha.40" "grad.rhs_alpha.41" "grad.rhs_alpha.42" "grad.rhs_alpha.43" "grad.rhs_alpha.44" "grad.rhs_alpha.45" "grad.rhs_alpha.46" "grad.rhs_alpha.47" "grad.rhs_alpha.48" "grad.rhs_alpha.49" "grad.rhs_alpha.50" "grad.rhs_alpha.51" "grad.rhs_alpha.52" "grad.rhs_alpha.53" "grad.rhs_alpha.54" "grad.rhs_alpha.55" "grad.rhs_alpha.56" "grad.rhs_alpha.57" "grad.rhs_alpha.58" "grad.rhs_alpha.59" "grad.rhs_alpha.60" "grad.rhs_alpha.61" "grad.rhs_alpha.62" "grad.rhs_alpha.63" "grad.rhs_alpha.64" "grad.rhs_alpha.65" "grad.rhs_alpha.66" "grad.rhs_alpha.67" "grad.rhs_alpha.68" "grad.rhs_alpha.69" "grad.rhs_alpha.70" "grad.rhs_alpha.71" "grad.rhs_alpha.72" "grad.rhs_alpha.73" "grad.rhs_alpha.74" "grad.rhs_alpha.75" "grad.rhs_alpha.76" "grad.rhs_alpha.77" "grad.rhs_alpha.78"
"2" 0.918477516444602 0.915945487611792 0.910738405503972 0.902889181607698 0.892468076539447 0.879606447522278 0.864516479971829 0.847498322661007 0.828929144312629 0.809234689142398 0.788850545838153 0.768184039440488 0.747586295744432 0.727338619279594 0.707651214926775 0.688668650157698 0.670476355259869 0.65310478179424 0.636530655471059 0.621321179553313 0.60586844822367 0.590823688453969 0.575928993547767 0.56088691186902 0.545373517878235 0.529055075469978 0.511608602806948 0.492745918038465 0.472239738773902 0.449949323322017 0.425842278966046 0.400008852478011 0.372665507009199 0.344145923749926 0.314879530869272 0.285359812745619 0.256106448135174 0.227626307411588 0.200378283403473 0.174745915091774 0.151020117933175 0.129392509103588 0.109958229477964 0.0927260916698256 0.0776334144873731 0.0645629686102481 0.0533598912435051 0.043847039766077 0.0358378849301294 0.0291465857932508 0.0235952902034355 0.0190189593935617 0.0152681434357503 0.0122101681862895 0.00972916708521673 0.0077253307681027 0.00611367448151459 0.00482255107857032 0.0037920732925732 0.00297255618729727 0.00232304960148316 0.00180999998085316 0.00140605949444593 0.00108904588669267 0.000841047383646174 0.000647661678842671 0.000497355398666909 0.000380929597140965 0.00029107710362398 0.00022201848356958 0.000169204658410104 0.000129075660091794 9.88664403354124e-05 7.64520396478963e-05 6.02257081485659e-05 4.90047450439786e-05 4.19598870564281e-05 3.85650387216183e-05
"3" 0.987098467271376 0.98654027009584 0.985397267907758 0.983636706027086 0.981211332168716 0.978062239457121 0.974122604857678 0.969322024656795 0.963591012328946 0.956865237475586 0.949089294189125 0.940220090077453 0.930230134561815 0.91911091545734 0.906876209822003 0.893564782317704 0.879241722051592 0.86399777725777 0.847946413143897 0.831340005084682 0.814029865635049 0.796327956019297 0.778370427937737 0.760282120102149 0.742170845650763 0.724122734205749 0.706198741394514 0.688432333784384 0.670828287786688 0.653362513923043 0.635982832196467 0.618610672983095 0.601143748158299 0.58345981148477 0.565421683583766 0.54688372979033 0.527699923277585 0.507733480843595 0.486867818284058 0.465018253083943 0.442143530947672 0.418255945481971 0.393428650574863 0.367798819754114 0.341565636348461 0.314982689381042 0.288345115268285 0.261972616297302 0.236190131621903 0.211308289087566 0.187605750181889 0.165315190713855 0.14461403439592 0.125620322782307 0.108393415241187 0.092938684477249 0.0792150674827934 0.0671442510766991 0.0566203734383994 0.0475193434803113 0.0397071514993265 0.0330468124060093 0.0274038107953292 0.0226500878970956 0.0186667217024245 0.0153455106034875 0.0125896896144113 0.0103139994161406 0.00844430339229734 0.00691691530511462 0.00567776643696696 0.00468150967945767 0.00389063115135709 0.00327461815810805 0.00280921555692485 0.00247579030849693 0.00226081543002902 0.00215547892409656
"4" 0.998198112425532 0.998115477475225 0.997946414219428 0.997683903094136 0.997317211316822 0.996831681703085 0.996208473495696 0.995424268600404 0.994450958191401 0.993255330335941 0.991798792412609 0.990037182072313 0.987920741401911 0.985394341903196 0.982398045912688 0.978868071744901 0.974738199036501 0.969941613398094 0.96441315012929 0.958101962480582 0.950929813348109 0.942865635163311 0.933876917094179 0.92394570738825 0.913070384248881 0.901266685463201 0.888567855678076 0.875023838559431 0.860699521261724 0.845672120135173 0.830027868361664 0.813858218818883 0.797255802923443 0.780310386909904 0.763105043807014 0.745712718665069 0.72819331483005 0.710591379132976 0.692934421615103 0.675231876630715 0.657474700038305 0.639635602093872 0.621669935202863 0.603517284736859 0.585103841835821 0.566345659079597 0.547152890679917 0.52743508532473 0.507107520851835 0.486098440192211 0.464356872552939 0.441860522008238 0.418623012643855 0.394699642595437 0.370190769342 0.345242065199621 0.320041158641731 0.294810590036123 0.269797496991546 0.245260914356609 0.221457930706071 0.198630110819499 0.176991537860483 0.156719566242439 0.137948967709093 0.120769686005167 0.105227978379304 0.0913303841648536 0.079049758961949 0.068332551029855 0.0591065514200219 0.0512884832503325 0.0447909672444666 0.0395285747296533 0.0354228304797982 0.0324061421295639 0.0304247060486719 0.0294404741458624
"5" 0.99978208325745 0.999772230629011 0.999752084237123 0.999720754529169 0.999676862136165 0.999618482767974 0.999543071519967 0.999447364668227 0.999327256608066 0.99917764931938 0.998992271758047 0.998763467002942 0.998481945910683 0.998136507468393 0.997713728001889 0.997197623947363 0.996569296136422 0.995806567590286 0.994883631706561 0.993771074350825 0.992434123738655 0.990834853822079 0.988930494086777 0.986674007064693 0.984014450827938 0.980897596585673 0.977266829571984 0.973064346685026 0.968232644084261 0.962716262969421 0.956463733770838 0.949429630619025 0.941576622616315 0.932877389843604 0.923316263728957 0.912890456038524 0.901610759484209 0.889501635005957 0.876600643370348 0.862957227275904 0.84863089903929 0.833688932376145 0.818203689842693 0.802249736887697 0.785900898049155 0.769227401707246 0.752293239953504 0.735153843800906 0.717854145901094 0.700427077706707 0.682892529384615 0.665256791326456 0.647512496967602 0.629639097391485 0.611603916744397 0.593363859862299 0.574867863808161 0.556060195417844 0.536884688141819 0.517289973725606 0.49723568938993 0.476699525260886 0.455684823505717 0.434228263934353 0.412406996138615 0.390344440508746 0.36821391855669 0.34623932076434 0.324692196257306 0.30388494775226 0.284160204963832 0.265876874210977 0.249393753445357 0.23505189592379 0.223157056532513 0.213963545187911 0.207660654738584 0.20436256263417
"6" 0.99997604805599 0.999974988810984 0.999972823818316 0.99996945813965 0.999964744251018 0.999958475667529 0.999950378038244 0.999940097345809 0.999927184731353 0.999911077336406 0.999891074408399 0.999866307753388 0.999835705438505 0.999797947447975 0.999751411783266 0.999694109276589 0.999623605169621 0.999536925314875 0.999430444713343 0.999299760825128 0.999139519038127 0.998943267042794 0.998703228700591 0.998410079660855 0.998052691772056 0.997617854618303 0.997089979237635 0.996450792133543 0.995679031355239 0.99475016060906 0.993636121890518 0.992305151694798 0.990721690043361 0.988846414796272 0.986636435334028 0.984045678955595 0.981025499530954 0.977525530468667 0.973494792568519 0.968883051880692 0.9636424038667 0.957729039141941 0.951105124672212 0.943740714793185 0.935615591384134 0.926720924436699 0.917060645102567 0.906652434161138 0.895528249574284 0.883734345878139 0.871330772815558 0.858390377112428 0.844997365510875 0.831245515165622 0.81723613615613 0.803075898268537 0.788874629898125 0.77474318185285 0.760791425089369 0.747126421869442 0.733850777811051 0.721061151346682 0.708846870828197 0.69728859177499 0.686456921735862 0.67641095245126 0.667196672828962 0.658845294531121 0.651371603535868 0.644772547222875 0.639026357871656 0.634092568771065 0.629913260077518 0.62641574485616 0.623516661700698 0.621127110465506 0.619158129718704 0.617525574999441
"7" 0.999997518853326 0.999997411103128 0.999997190956919 0.999996848924848 0.999996370267512 0.999995734366653 0.999994913845446 0.999993873401415 0.999992568303055 0.999990942487257 0.999988926178204 0.999986432928809 0.999983355962338 0.999979563663824 0.999974894037164 0.99996914790353 0.999962080568628 0.999953391629315 0.999942712522835 0.999929591371721 0.999913474380319 0.99989368357336 0.999869389470744 0.999839578265188 0.999803012277209 0.999758182557719 0.999703252363492 0.999635990147575 0.999553690676675 0.999453082941825 0.999330223707606 0.999180375899299 0.998997871616924 0.998775960459334 0.998506645114802 0.998180507901206 0.997786534183562 0.997311941401608 0.99674202580758 0.996060042884957 0.995247141646802 0.994282377338381 0.99314283109668 0.991803868299069 0.990239568958748 0.988423362756273 0.986328897216016 0.983931159242557 0.981207856979357 0.978141050328584 0.97471899459495 0.970938133421286 0.966805146143596 0.962338923438256 0.957572316905174 0.952553486658681 0.947346659624729 0.942032112973598 0.936705213740199 0.931474377633568 0.926457856546984 0.921779323986391 0.917562299512228 0.913923537588775 0.910965604865012 0.908768985599582 0.907384188607968 0.906824475361134 0.907059970490266 0.908014019575437 0.909562675406518 0.911538066075933 0.913736080235028 0.915928286528154 0.917877334605642 0.919354380187654 0.920156501039993 0.920121792281822
"8" 0.999999758128946 0.999999747960227 0.999999727204176 0.99999969500688 0.99999965004511 0.999999590473694 0.999999513852293 0.999999417048814 0.999999296115837 0.999999146135449 0.999998961026712 0.999998733308664 0.999998453810172 0.999998111316067 0.999997692136803 0.99999717958623 0.999996553348987 0.999995788715283 0.999994855656541 0.999993717710211 0.999992330635563 0.999990640796682 0.999988583217975 0.999986079250559 0.999983033775256 0.999979331855948 0.999974834742914 0.999969375110416 0.999962751396418 0.999954721095633 0.99994499284127 0.999933217097702 0.999918975278701 0.999901767107948 0.999880996056081 0.999855952729599 0.99982579616209 0.999789533081123 0.999745995411466 0.999693816546798 0.999631407299484 0.999556932942886 0.999468293411557 0.999363109530624 0.999238719099622 0.999092187723433 0.998920340389789 0.998719820811299 0.998487186285751 0.998219046012434 0.997912250091638 0.997564134431927 0.997172823085691 0.99673758377963 0.996259224423721 0.995740508293504 0.995186553959774 0.99460517403685 0.994007096223326 0.993406003287151 0.992818328328551 0.992262750510959 0.991759356502659 0.99132846479523 0.990989152523379 0.990757573607484 0.990645206670692 0.990657212948763 0.990791109160421 0.991035959717985 0.991372261234573 0.991772629225533 0.992203307336471 0.992626414474942 0.993002740559797 0.993294814667151 0.993469915732919 0.993502685990534
"9" 0.999999979772774 0.999999978998988 0.999999977423526 0.999999974989693 0.999999971610108 0.999999967163841 0.999999961492452 0.999999954394837 0.999999945620729 0.999999934862673 0.999999921746256 0.999999905818317 0.999999886532832 0.999999863234082 0.999999835136685 0.999999801301969 0.999999760610087 0.999999711727211 0.999999653066991 0.999999582745391 0.999999498527855 0.999999397767634 0.999999277333928 0.999999133528334 0.999998961987891 0.99999875757282 0.999998514236817 0.999998224877561 0.999997881164829 0.999997473343405 0.999996990007757 0.999996417845276 0.99999574134478 0.999994942467015 0.999994000274106 0.999992890515443 0.999991585168494 0.999990051934718 0.999988253693491 0.999986147921093 0.999983686088018 0.999980813056844 0.999977466515522 0.999973576498334 0.99996906506985 0.999963846276992 0.999957826511109 0.999950905465122 0.999942977917997 0.99993393662499 0.999923676628652 0.999912101319341 0.999899130546818 0.999884710993875 0.99986882884407 0.999851524485843 0.999832908581327 0.999813178295687 0.999792631867648 0.999771679080019 0.999750844681238 0.999730761576031 0.999712150825626 0.999695786338924 0.999682443690208 0.999672834734923 0.999667532409211 0.999666892899431 0.999670984708737 0.99967953541963 0.999691906620802 0.999707105233887 0.999723835404162 0.999740589690219 0.999755772347334 0.999767842100908 0.999775457982594 0.999777610332853
"" 0.566265242291713 0.557074244393669 0.5444758558721 0.529665576666426 0.513775039673393 0.497834027443338 0.482756550709438 0.469315776242589 0.457816462877712 0.448286239883244 0.440758811915119 0.435282911382785 0.431926743997853 0.430780265995687 0.431442782292844 0.432427553116828 0.432100926337118 0.428842071924269 0.421122201891105 0.407638607863585 0.387621531627596 0.361805123560718 0.331651104428378 0.298700871405954 0.264452584764117 0.230262389069012 0.197274606963996 0.166413284859325 0.138354816957615 0.113480341494708 0.091917301741692 0.0735959605147779 0.0583069423671758 0.0457507286991918 0.0355756320173451 0.0274288383176768 0.0209790333256629 0.0159261017071192 0.0120060946776162 0.00899248799998896 0.00669353225342992 0.00495146660397437 0.00364012474935291 0.00265951967605535 0.00193105623007989 0.00139345012389693 0.000999329014881426 0.000712381977426592 0.000504872623134042 0.000355788631768074 0.000249356207170171 0.000173837074462 0.000120566241791846 8.31801752966345e-05 5.70680944378708e-05 3.89236176105815e-05 2.63843139087078e-05 1.77687693466849e-05 1.18854184090939e-05 7.89580896705011e-06 5.21226835429256e-06 3.42104996916311e-06 2.23382262304895e-06 1.4519383328516e-06 9.399639075618e-07 6.06341402523256e-07 3.89374234845169e-07 2.48535908095478e-07 1.57437762575426e-07 9.88215634944255e-08 6.13680620180477e-08 3.76495898049511e-08 2.29363982558111e-08 1.40811825876692e-08 8.84783561026128e-09 5.77901042161187e-09 3.98498682797728e-09 2.94650512655159e-09
"" 0.916241960684596 0.913570450181269 0.90835460467198 0.900655147636511 0.890552994213065 0.87814760750717 0.863555361349396 0.846924330734904 0.828614900662815 0.809110528995765 0.788868278316233 0.768310881724525 0.747824058529274 0.727755574815095 0.708334959671006 0.689597030702225 0.671550276561877 0.654200414569675 0.637550629365199 0.621601982099972 0.60632025618403 0.591421255723313 0.576533495385812 0.561321838179872 0.545488884062598 0.52877756741044 0.510974134161962 0.491864229481229 0.471226764965965 0.448916882935531 0.424879587909433 0.399155510126202 0.371883533395549 0.343338123819724 0.314046322447193 0.284579634286504 0.255466535045679 0.227177707884061 0.200115194255561 0.174607644096092 0.150944943733518 0.129349987387371 0.109934006561224 0.0927129975332389 0.0776277235321633 0.0645632444054542 0.0533651910056286 0.0438536585432101 0.0358419051199793 0.0291458027229229 0.0235897019400157 0.0190104284273402 0.0152595256320171 0.0122029607120697 0.00972338512794974 0.0077205797466547 0.00610962017227652 0.00481905371175905 0.00378916699032738 0.00297029740247436 0.00232137571377292 0.00180880616066065 0.0014052420850804 0.00108851351607794 0.000840718975683641 0.000647472739530109 0.000497314193822131 0.000381061371256328 0.000291359657356097 0.000222356323968686 0.000169422066141584 0.000128925388838524 9.84022470691833e-05 7.60896494327031e-05 6.02358791662147e-05 4.933424288717e-05 4.22437475652299e-05 3.82175558046464e-05
"" 0.990343922787542 0.988980049872176 0.98724766847105 0.985047506135188 0.982281632671001 0.978853989754075 0.974671079189677 0.969643830221336 0.963700218699433 0.956781475856307 0.948833895141725 0.939809225108314 0.929665355250339 0.918367350832206 0.905928641618654 0.892453505911151 0.878057218804162 0.862853588200774 0.846954006581255 0.830466729775902 0.813497659691307 0.796158231889307 0.778558635977717 0.760802447480154 0.742986247624285 0.725199507527956 0.707523589475149 0.689979690659336 0.672512332273265 0.655066658573991 0.637594605729296 0.620054868013485 0.602412997298331 0.58461231089521 0.566466530517465 0.547776391176197 0.528378391519978 0.508146779850723 0.486995805392284 0.464881602407304 0.44179776463894 0.417777799318077 0.392902014685061 0.367296188486902 0.341128409298522 0.314604252124692 0.287990033881074 0.261651567914277 0.235938363465889 0.211154003292647 0.187551970233907 0.165333697603917 0.144651741750514 0.12564106208179 0.108390134793459 0.0929189361267725 0.0791919238926796 0.0671313579534664 0.0566295706042044 0.0475560962662959 0.0397661207443531 0.033117212572012 0.0274736911380055 0.0227086767789261 0.018705399248447 0.0153591202069131 0.012583111003366 0.0102981501870326 0.00842960879902222 0.00690970722732294 0.00567861865930782 0.00468490194574719 0.0038927483970153 0.00327813540866698 0.0028159881547854 0.00248362537310958 0.00226367095290649 0.00214605769487761
"" 0.998343605504331 0.997928625964674 0.99756320304841 0.997213393577683 0.996845248117334 0.996424825442157 0.995918240845225 0.995290592046427 0.994492796629777 0.993466267011712 0.992152545275795 0.990493598129513 0.988432012991535 0.985911259027777 0.982872435335758 0.979250582568702 0.974981726994772 0.970004202441516 0.964259086109286 0.957690730432833 0.950250970736793 0.941923331756311 0.932707615524739 0.922607035539817 0.911628191791694 0.899781166159065 0.88708021267786 0.873570610140202 0.85933842391906 0.844471522511619 0.829055748253671 0.813174427904584 0.796908028472135 0.780328881736221 0.763481979094557 0.746403868325874 0.729130435149735 0.711696755072841 0.694137041857058 0.67648264691892 0.658718835782226 0.640790843748749 0.622651110855044 0.604261387418443 0.585592851763265 0.566626278510468 0.547316408288847 0.527521019645418 0.507108283490976 0.485983195806168 0.464088967872086 0.441408205843113 0.417966397447516 0.393862169594096 0.369245408804459 0.34428673823607 0.319172961506821 0.294102419951727 0.269279976172066 0.244933777508488 0.221322152097464 0.198671821959921 0.177168401503745 0.156956052157488 0.138138506737042 0.120797462044375 0.105081361776486 0.0910861062572919 0.078808284571754 0.0681740864483724 0.0590648069067861 0.0513385372335521 0.0448913710643382 0.0396603967675257 0.0355589370423962 0.0324982744390139 0.030409955946675 0.0292647661733045
"" 0.999496255487442 0.999488184824765 0.999491218157423 0.999496525733807 0.999495216634969 0.999478356740134 0.999437002421562 0.99936260228373 0.9992510826642 0.999101391567612 0.998912498942481 0.998683304909336 0.998412643236241 0.998099271597255 0.997733226321102 0.997286026775948 0.996726868412434 0.996024968148883 0.995149586999888 0.994070106919476 0.992754311248764 0.99115622101488 0.989223854146637 0.986905848900109 0.984151650796132 0.980911739485864 0.97713790044581 0.972782181444894 0.967796584436869 0.962135223827483 0.955754764322867 0.948614766165234 0.940678095106777 0.931916463652694 0.922330432631754 0.911931267786244 0.900732978242634 0.888752281243911 0.87600861358968 0.862525330342242 0.848354519268461 0.833574593877986 0.818263540882997 0.802497263869738 0.786349230941616 0.76989024474298 0.753177436087789 0.736231430341966 0.719066849768605 0.701699575686958 0.68414668114669 0.666426461889997 0.648555627430377 0.630516375123041 0.612272294414736 0.593794910804186 0.575064180774358 0.556068564489514 0.536804953416835 0.517242117937223 0.497286472884063 0.476861477538053 0.455919250964395 0.434440988213291 0.412437167907153 0.389984355800965 0.367451591648031 0.345278769413748 0.323824919970103 0.303371549188885 0.284129951711598 0.266253417722894 0.249988662779619 0.235707925783115 0.223700718776196 0.214195422244605 0.207402850446825 0.203562804885457
"" 0.999675356320391 0.999761421508201 0.999838362684742 0.999902634825171 0.999950653871372 0.999978812036951 0.999983501620063 0.999961555881769 0.999914962938316 0.999849197757573 0.999769778254201 0.999682173268576 0.999591800297156 0.999504034242477 0.999422092264476 0.999344618555085 0.999269663727596 0.999195239919394 0.99911931245435 0.99903981614531 0.998953556833161 0.998848648810321 0.9987091637193 0.998519101261751 0.998262397540203 0.997922947910914 0.997484549889845 0.996925260648224 0.99621482538884 0.99532245673156 0.994217499361942 0.992869480965427 0.991248211771456 0.989321255701888 0.987043562444834 0.984366772482457 0.981243425210739 0.977627153437636 0.973472954099431 0.968737595103633 0.963381348717551 0.957368174744244 0.950664467663857 0.943239197344417 0.935064195098877 0.926114519951466 0.916384157574487 0.905919333270495 0.894776892945537 0.883013615727042 0.870685861082241 0.857849326064196 0.844561850511027 0.830917209345273 0.817030426612952 0.803010896812111 0.788961542022178 0.774978731554657 0.761152468276112 0.747576508621711 0.734358964202034 0.721602687877425 0.709402879770672 0.6978478504296 0.68702002059809 0.676990731417313 0.667778769765186 0.659379978977698 0.651791333933694 0.645011214087913 0.639039770164783 0.633879101413019 0.629512779376042 0.625895510646168 0.622981665516576 0.620728455776797 0.61909831098387 0.618063008755333
"" 0.999662055306817 0.999714793680682 0.999755651981603 0.999785905195247 0.999806793591602 0.999819533808477 0.999825336389428 0.999825354154943 0.999819836983098 0.999808419369954 0.999790715435549 0.999766312130431 0.999734766381622 0.99969562525791 0.999649620899511 0.999599997813117 0.999550311651007 0.99950408978953 0.999464827079172 0.999435998621449 0.999420686219651 0.999418912098939 0.999429261159089 0.999450263910716 0.999480391048254 0.999518065429511 0.999561631141751 0.999606053078901 0.999641380724582 0.999657253679159 0.999643252587227 0.99958889390749 0.999483655963424 0.999317405398162 0.999081898925125 0.998769469216527 0.998372409038031 0.997882957923948 0.997293326866113 0.996595339605158 0.995771258202342 0.994793820423247 0.993635472355919 0.992268790692675 0.990666539771319 0.988801784745996 0.986649980492557 0.984193354567949 0.981415811555858 0.978301631972255 0.974835517696271 0.971002711922521 0.966792625627511 0.962239207744833 0.957406312377674 0.952357328578325 0.94715433390877 0.941858005788234 0.93652782682575 0.931249191700014 0.926163953969729 0.921418414699528 0.917155860501698 0.913517187758765 0.910641885667463 0.908649937352479 0.90751079272123 0.907124840508224 0.907393937805251 0.908221008498114 0.909509564053843 0.911163028695773 0.913056899616446 0.915023911257533 0.916891168694713 0.918484232268959 0.919629640859727 0.920159202854582
"" 0.999335604589216 0.9993859050721 0.999434519734391 0.999479897758309 0.999520460221383 0.999554610084283 0.999580746409105 0.999597439574272 0.999605247120404 0.999606077173694 0.999601862858191 0.999594522551477 0.999585956171332 0.999578050272685 0.999572370778398 0.99956980089777 0.99957112283588 0.999577092055403 0.999588435345079 0.999605860660041 0.99962978385404 0.999658383092873 0.999688797397126 0.999718142757098 0.999743506475538 0.999761949284138 0.999770546945193 0.999767696164215 0.99975369429534 0.999728962774605 0.99969388287605 0.999648798125444 0.999594035013463 0.999530575861514 0.999462581526679 0.999395169427197 0.999333400812013 0.999282267179789 0.999246706529949 0.999231311221834 0.999232952897783 0.99924076195642 0.999243490941947 0.999229815909697 0.999188338728092 0.999107628821995 0.998978950912746 0.998802235258627 0.998579127591044 0.998311183402272 0.997999858224839 0.997646553984685 0.997252662956358 0.99681897817819 0.996345797820613 0.995833260213963 0.995281290563496 0.994689634649829 0.994058042011733 0.993396143343376 0.992734720229288 0.992107143741514 0.991546470758544 0.991085430310318 0.990756554589307 0.990587765621628 0.990570594030257 0.990679348991761 0.990887990498111 0.991170112985303 0.991499041431128 0.99184838537438 0.992204935618881 0.992574285579625 0.992963092588482 0.993378189589233 0.993828239809318 0.994326420167574
"" 0.999892133604895 0.999948145819308 1.0000008110081 1.00004868273447 1.00009028460482 1.00012411988556 1.00014868449908 1.00016260137631 1.00016599013843 1.00015999164526 1.00014577116103 1.00012448817707 1.00009729327147 1.0000653358686 1.00003026471589 0.999994779528394 0.999961702985448 0.9999338362441 0.99991395742849 0.999904829696711 0.999908838967546 0.999925476157957 0.999952885972212 0.999989186839121 1.00003246945857 1.00008079998108 1.00013222945268 1.00018453566761 1.00023509034446 1.00028121216479 1.00032018356676 1.00034925255114 1.00036565185399 1.00036761119274 1.00035822699156 1.00034207552465 1.00032368311582 1.00030751403301 1.00029798558011 1.00029931915835 1.00031139609462 1.00032973532579 1.00034962435139 1.00036627671441 1.00037483460607 1.00037040767566 1.00034976568916 1.00031499780482 1.00026922771718 1.00021547984381 1.00015666031733 1.00009558824164 1.00003498291477 0.999976451363112 0.999920821392171 0.999868849825797 0.999821188211407 0.999778394992804 0.99974100521897 0.999708671116471 0.999678991604714 0.999649170591577 0.999616187713435 0.999576798568188 0.999527639667737 0.9994660136265 0.999393997319483 0.999315828194058 0.999235532812141 0.999156844118184 0.99908330911695 0.999018827026025 0.998980964085612 0.999006744925236 0.999134239144733 0.99940156126788 0.999848385929098 1.00051840703808
"" 0.573124804729015 0.558613536452665 0.543395764056409 0.527938980809827 0.512669051264743 0.497965826617455 0.48416448879965 0.471557607429847 0.460360098320695 0.450738220954729 0.442849723473266 0.436851017271921 0.432905530581061 0.431190737810513 0.431364793896792 0.431947973089726 0.431312795567112 0.427846726452557 0.420027259795889 0.40655268026878 0.386645279996566 0.361011893731662 0.331079318988833 0.29835620882816 0.264313399928179 0.230287713811868 0.197413593373281 0.166617515953431 0.138587014823736 0.1137140763666 0.0921352242611466 0.0737878775630768 0.0584681063343167 0.0458804504219708 0.0356761133153664 0.0275038688596422 0.0210329422708723 0.0159631116449888 0.0120300039427187 0.00900657492018472 0.0067007090496477 0.00495423730148857 0.00364041212677007 0.00265865732319935 0.00192987851673119 0.00139241774587962 0.00099863087727904 0.00071200834898828 0.000504735260566737 0.000355789218062403 0.000249414703651448 0.000173899723091928 0.000120604557105465 8.31905397052123e-05 5.7059725500982e-05 3.89071021633489e-05 2.63673933082109e-05 1.77557052488539e-05 1.18777426421843e-05 7.893020152232e-06 5.21265001911381e-06 3.42293387598427e-06 2.23603659805465e-06 1.45382646109958e-06 9.41261943974758e-07 6.07042213538247e-07 3.89646912848422e-07 2.48575418277818e-07 1.57385820041149e-07 9.87586225702818e-08 6.13289135570577e-08 3.76417181811603e-08 2.29501520528068e-08 1.41017290992412e-08 8.86548346605602e-09 5.78954280505261e-09 3.98738105258965e-09 2.94094424977309e-09
"" 0.915005386351042 0.910011139223751 0.903320790677867 0.894862476869534 0.884578032938094 0.872424798519607 0.858377520904405 0.8424510102038 0.824932487990198 0.806272596580319 0.78689895501088 0.767207722048079 0.747561124294525 0.728286693145247 0.709591619790575 0.691480273574023 0.673932742212894 0.656929388967028 0.640450743177425 0.624477732993505 0.608964074884455 0.593657263233606 0.578234577704445 0.562406631280342 0.54591900971175 0.528554987683659 0.510138345707153 0.490486314839045 0.469402035198372 0.446760445518732 0.42252074918661 0.396731017921255 0.369530127937119 0.341179779757243 0.312165394033683 0.283014403533776 0.254219199819503 0.226223155584846 0.199409952616459 0.174098693574982 0.150583015808534 0.12909698391082 0.109761273357891 0.092599263652562 0.0775573165942977 0.0645246787248491 0.0533497579052408 0.0438539090012502 0.0358516290686852 0.0291600905143377 0.0236048813953979 0.0190239443484171 0.0152698366380246 0.0122097823604842 0.00972735247310345 0.00772265472914552 0.00611074909586184 0.00482000540835411 0.00379048388381276 0.00297218930154451 0.00232365537876734 0.0018111337666885 0.0014072827790847 0.00109001087176039 0.000841519668118367 0.000647543802169316 0.000496825832073195 0.000380283925735922 0.000290547888970853 0.000221701309407257 0.000169041477339186 0.000128871373189994 9.86292015761628e-05 7.64654059925777e-05 6.06213250787295e-05 4.96106631066531e-05 4.23075894021244e-05 3.79582729598947e-05
