"grad.lhs_f.1" "grad.lhs_f.2" "grad.lhs_f.3" "grad.lhs_f.4" "grad.lhs_f.5" "grad.lhs_f.6" "grad.lhs_f.7" "grad.lhs_f.8" "grad.lhs_f.9" "grad.lhs_f.10" "grad.lhs_f.11" "grad.lhs_f.12" "grad.lhs_f.13" "grad.lhs_f.14" "grad.lhs_f.15" "grad.lhs_f.16" "grad.lhs_f.17" "grad.lhs_f.18" "grad.lhs_f.19" "grad.lhs_f.20" "grad.lhs_f.21" "grad.lhs_f.22" "grad.lhs_f.23" "grad.lhs_f.24" "grad.lhs_f.25" "grad.lhs_f.26" "grad.lhs_f.27" "grad.lhs_f.28" "grad.lhs_f.29" "grad.lhs_f.30" "grad.lhs_f.31" "grad.lhs_f.32" "grad.lhs_f.33" "grad.lhs_f.34" "grad.lhs_f.35" "grad.lhs_f.36" "grad.lhs_f.37" "grad.lhs_f.38" "grad.lhs_f.39" "grad.lhs_f.40" "grad.lhs_f.41" "grad.lhs_f.42" "grad.lhs_f.43" "grad.lhs_f.44" "grad.lhs_f.45" "grad.lhs_f.46" "grad.lhs_f.47" "grad.lhs_f.48" "grad.lhs_f.49" "grad.lhs_f.50" "grad.lhs_f.51" "grad.lhs_f.52" "grad.lhs_f.53" "grad.lhs_f.54" "grad.lhs_f.55" "grad.lhs_f.56" "grad.lhs_f.57" "grad.lhs_f.58" "grad.lhs_f.59" "grad.lhs_f.60" "grad.lhs_f.61" "grad.lhs_f.62" "grad.lhs_f.63" "grad.lhs_f.64" "grad.lhs_f.65" "grad.lhs_f.66" "grad.lhs_f.67" "grad.lhs_f.68" "grad.lhs_f.69" "grad.lhs_f.70" "grad.lhs_f.71" "grad.lhs_f.72" "grad.lhs_f.73" "grad.lhs_f.74" "grad.lhs_f.75" "grad.lhs_f.76" "grad.lhs_f.77" "grad.lhs_f.78"
"2" -0.00487212043924154 -0.00537521083290101 -0.00636929189784942 -0.00798572864479474 -0.0104273706241394 -0.0139717720831502 -0.018967391014309 -0.0258174846927998 -0.0349489211304999 -0.0467676852525887 -0.0616078351634314 -0.0796835623972508 -0.101053177425363 -0.125599809245161 -0.153028750917154 -0.182878148361383 -0.214539041771072 -0.247281851620831 -0.280287794016246 -0.312941978276471 -0.343693329099476 -0.372103673287688 -0.397367910810464 -0.418782125656103 -0.435773266596023 -0.447920930252727 -0.454970730243975 -0.456839229891537 -0.453610789695524 -0.445526960121734 -0.432969276444095 -0.416436525028208 -0.396517771108995 -0.37386265981787 -0.349150688844058 -0.323061248474865 -0.296246180009341 -0.2693063863215 -0.242773645296124 -0.217098273736394 -0.192642740010518 -0.169680810515382 -0.148401408054166 -0.128916102352716 -0.111269054574481 -0.09544828069874 -0.0813972462269108 -0.0690260131506193 -0.0582213885615968 -0.0488557409372703 -0.0407943345993589 -0.0339011755730589 -0.0280434619147063 -0.0230947929467096 -0.0189373219642852 -0.015463043909425 -0.0125744007279383 -0.0101843689077619 -0.0082161708353512 -0.00660272749980484 -0.00528594691889817 -0.00421592174254526 -0.00335009139945663 -0.00265240905944486 -0.00209254144828419 -0.00164511990496941 -0.0012890536555954 -0.00100691073745551 -0.000784367993833524 -0.000609728774303431 -0.000473505143427921 -0.000368060313671315 -0.000287306485879935 -0.000226453168217233 -0.000181801233456458 -0.000150578381374888 -0.000130812232157496 -0.000121237939132435
"3" -0.000342408208433132 -0.000380853244973529 -0.000458667226660547 -0.000589139546845559 -0.000794227570543091 -0.00110700076523556 -0.00157454633663621 -0.00226089794281979 -0.00324945438720254 -0.00464439214623729 -0.00657076163781945 -0.00917320593594182 -0.0126134056458176 -0.0170663373249519 -0.022715270521818 -0.0297452682215928 -0.0383349509126933 -0.0486464933724534 -0.0608141838693392 -0.0749939893293396 -0.0910730674692252 -0.109124031444516 -0.129055050957089 -0.150699024120432 -0.17381276686225 -0.198080126049806 -0.223118983007684 -0.24849184270595 -0.273719469244468 -0.298296849007146 -0.321710648999843 -0.34345729072871 -0.363060773426821 -0.380089443127368 -0.394171001892485 -0.405005170078576 -0.412373541446492 -0.416146297411074 -0.416285568501928 -0.412845348520485 -0.405967983900246 -0.395877383050081 -0.382869222463167 -0.367298568370367 -0.34956547828896 -0.330099282099761 -0.30934234756802 -0.2877341890552 -0.265696763007528 -0.243621701613128 -0.221860071791868 -0.200715028668308 -0.180437488936369 -0.161224711968444 -0.143221474178612 -0.126523375752807 -0.111181737939503 -0.0972095320481703 -0.0845878177666015 -0.0732722429277466 -0.0631992525975678 -0.0542917571083046 -0.0464641046580838 -0.0396262866637631 -0.0336873693839723 -0.0285581927231271 -0.0241534080093753 -0.0203929435564354 -0.0172029930585182 -0.0145166203929792 -0.0122740678630273 -0.0104228454804178 -0.00891766817756601 -0.00772029697382326 -0.00679932982511344 -0.00612997854937403 -0.00569385999421579 -0.00547882249024578
"4" -1.3127525925844e-05 -1.46878337758511e-05 -1.78982248580738e-05 -2.33976488178916e-05 -3.22878233911963e-05 -4.6327350874444e-05 -6.82094449431835e-05 -0.000101932162754161 -0.000153268148818071 -0.000230340645535884 -0.000344315838487554 -0.000510227065560778 -0.000747948656915946 -0.00108332939570538 -0.00154947382326252 -0.00218812537530099 -0.00305106481860297 -0.00420139831361593 -0.00571457781857747 -0.00768530227847342 -0.0101992152981738 -0.013378172866509 -0.017345324049347 -0.0222310330929816 -0.02816887354093 -0.0352905180651267 -0.0437196418826315 -0.0535650578618527 -0.0649133966687809 -0.0778217246670508 -0.0923105457926073 -0.108357653714485 -0.125893283284627 -0.144796955782588 -0.164896325141529 -0.185968220049834 -0.207741949741644 -0.229904810532491 -0.252109606360587 -0.273983888742557 -0.295140536159241 -0.315189233622615 -0.333748380904886 -0.350456951079964 -0.364985836272508 -0.377048250416179 -0.386408804697341 -0.392890925975692 -0.396382348680058 -0.39683847482419 -0.394283464865808 -0.388808995508805 -0.380570701298988 -0.369782406617891 -0.356708353278834 -0.341653733082203 -0.324953937249295 -0.306963024804763 -0.288041976751419 -0.268547329674795 -0.248820762180801 -0.22918013751061 -0.209912390800204 -0.191268502197695 -0.173460635113587 -0.156661361776445 -0.141004763584085 -0.126589094143592 -0.113480634477692 -0.101718352109648 -0.09131899274889 -0.0822822758566044 -0.0745959230606386 -0.0682403114580232 -0.0631926043702657 -0.059430264642335 -0.056933897116751 -0.0556893966303096
"5" -2.44070537775184e-07 -2.74351197881504e-07 -3.37432459099967e-07 -4.47277546800276e-07 -6.2871741044218e-07 -9.23056429645239e-07 -1.39683403694197e-06 -2.15488797129654e-06 -3.35927523401616e-06 -5.25618101522166e-06 -8.213779179584e-06 -1.27751575347009e-05 -1.9731862143953e-05 -3.02252367214809e-05 -4.58843808915551e-05 -6.90110742759437e-05 -0.000102823275252287 -0.000151769642358826 -0.000221927699959502 -0.000321762275729435 -0.000461552796490977 -0.000655974079509842 -0.000923595429653531 -0.0012881330269773 -0.00177943178376958 -0.00243447776868377 -0.00329838268575688 -0.00442526323661183 -0.00587892047956232 -0.00773320978333697 -0.0100719832227016 -0.0129884858916687 -0.0165840979242074 -0.0209663366128004 -0.0262460684064391 -0.0325339278535982 -0.0399359972779682 -0.0485488631821896 -0.0584542279073591 -0.0697133120795349 -0.082361328969785 -0.0964023409093934 -0.111804816546889 -0.128498194108789 -0.146370720177452 -0.165268778185061 -0.184997849999022 -0.205325173069634 -0.225984070672675 -0.246679849801104 -0.267097085583257 -0.286908046968279 -0.305781968684832 -0.323394840555408 -0.339439367175343 -0.353634747640663 -0.365735934502787 -0.375542051064104 -0.382903674064683 -0.387728722636482 -0.38998673264945 -0.389711337651477 -0.387000823854677 -0.382016678150632 -0.374980106387257 -0.366166565197001 -0.35589842442757 -0.344535956621428 -0.332466930531683 -0.320095160559253 -0.307828425058165 -0.296066205551837 -0.285187709875123 -0.275540622532655 -0.267430977115179 -0.261114474805424 -0.256789489260056 -0.254591911892754
"6" -2.08602278487695e-09 -2.35393348919222e-09 -2.91768160675737e-09 -3.91259439865672e-09 -5.58524580585341e-09 -8.35915699673792e-09 -1.29436703045526e-08 -2.0508131228365e-08 -3.29550780269867e-08 -5.33435983261463e-08 -8.65407312599927e-08 -1.40219176045813e-07 -2.26379013494254e-07 -3.63656237935054e-07 -5.80799974852485e-07 -9.21864197669865e-07 -1.45388249418023e-06 -2.27809290240178e-06 -3.54617314636903e-06 -5.48797184028652e-06 -8.42451778780533e-06 -1.28447950917259e-05 -1.94473157281137e-05 -2.92311966180085e-05 -4.36109330995548e-05 -6.45680000648321e-05 -9.48480031104515e-05 -0.000138212882979387 -0.000199757964639393 -0.000286303164444304 -0.000406866111182681 -0.000573221967381198 -0.000800550041254981 -0.00110816060894418 -0.00152028660041695 -0.00206691401565434 -0.00278461246876411 -0.00371731376405009 -0.00491697289761012 -0.00644403370083074 -0.00836761213107978 -0.0107653057669901 -0.013722540164204 -0.0173313729150614 -0.0216886955812521 -0.0268938024395003 -0.0330453325620358 -0.0402376364547659 -0.0485566675564597 -0.0580755487202059 -0.0688500100957806 -0.0809139331298704 -0.094275261458665 -0.108912549738462 -0.124772413486643 -0.141768115693636 -0.159779479710034 -0.178654254562809 -0.198210981556826 -0.21824332396389 -0.238525729740618 -0.258820205988747 -0.278883898978191 -0.298477100791283 -0.317371248763645 -0.335356452430241 -0.35224807970663 -0.367891963737654 -0.382167856918914 -0.394990859403505 -0.406310683078087 -0.416108771598367 -0.424393471233825 -0.431193620443415 -0.436551079858793 -0.440512839553708 -0.443123400180934 -0.444418117004575
"7" -7.94352854607136e-12 -8.993969328773e-12 -1.12232375615598e-11 -1.52027889002814e-11 -2.19951238357501e-11 -3.34741594451091e-11 -5.28801365769688e-11 -8.57549257467705e-11 -1.41496571008963e-10 -2.35922716726321e-10 -3.95479203120876e-10 -6.64131893873737e-10 -1.11462727765498e-09 -1.86683796676501e-09 -3.11753154570908e-09 -5.18843149664952e-09 -8.60335205423769e-09 -1.42111881733214e-08 -2.33806524712635e-08 -3.83379004193961e-08 -6.2506810575468e-08 -1.01457636694515e-07 -1.63894637818718e-07 -2.63410949946629e-07 -4.21076960924738e-07 -6.69300159405255e-07 -1.05752275558405e-06 -1.66054352378528e-06 -2.59053960619948e-06 -4.01423620797788e-06 -6.17713987271945e-06 -9.43732353414452e-06 -1.43119310902852e-05 -2.15403467423284e-05 -3.21688236854707e-05 -4.7662238357918e-05 -7.0049450411845e-05 -0.000102109388127549 -0.000147605285818216 -0.000211574272451561 -0.000300678508530814 -0.000423622022461187 -0.000591634032160969 -0.00081901460126595 -0.00112373178906493 -0.0015280509491996 -0.00205916663831529 -0.00274979608290074 -0.00363868099106956 -0.00477093268864872 -0.00619814543683869 -0.00797819595818724 -0.0101746454257176 -0.012855665205242 -0.0160924209760332 -0.0199568724541456 -0.0245189779687124 -0.029843333734964 -0.0359853248313013 -0.042986915526743 -0.0508722567482099 -0.059643333670532 -0.0692759122260002 -0.0797160658832473 -0.0908775704141981 -0.102640442775661 -0.114850869950986 -0.127322724618351 -0.139840797156482 -0.152165788235854 -0.164041004008519 -0.175200579036902 -0.185378925730915 -0.194320982463629 -0.201792719572207 -0.20759128042299 -0.211554101326374 -0.213566383029759
"8" -1.31929741063436e-14 -1.49825471952846e-14 -1.88087722637766e-14 -2.57082616984598e-14 -3.76423096368529e-14 -5.81494218650593e-14 -9.35168673505102e-14 -1.54839722965444e-13 -2.61605028990239e-13 -4.47901628139646e-13 -7.73158069928302e-13 -1.34069925681461e-12 -2.32980575633419e-12 -4.05106128612262e-12 -7.04176275087387e-12 -1.22300122713995e-11 -2.12160810923641e-11 -3.67531188683815e-11 -6.35650835520756e-11 -1.09822548262046e-10 -1.89088432723542e-10 -3.24817486585248e-10 -5.56477541976988e-10 -9.5043857093787e-10 -1.61772759606956e-09 -2.74303645194954e-09 -4.63176317465994e-09 -7.78570293840548e-09 -1.30238393154234e-08 -2.16734558387758e-08 -3.58697976556628e-08 -5.90215515153926e-08 -9.65268704799842e-08 -1.56863660622134e-07 -2.53232298123599e-07 -4.06003624763258e-07 -6.46325486198175e-07 -1.02137316781013e-06 -1.60189857877189e-06 -2.49294436905903e-06 -3.84884376635233e-06 -5.89392075793555e-06 -8.95062550687963e-06 -1.3477160826462e-05 -2.01169336118982e-05 -2.97623340360087e-05 -4.36353116904637e-05 -6.33868591446037e-05 -9.12166798867606e-05 -0.000130012841161723 -0.000183508924508728 -0.000256452949777653 -0.000354778098351461 -0.000485760065843163 -0.000658139997786495 -0.000882185927919283 -0.00116966027733002 -0.00153365742535324 -0.00198827502371585 -0.00254808709433538 -0.00322739738845213 -0.00403926887252034 -0.00499434955779658 -0.00609954498021707 -0.00735662075472413 -0.00876085057495315 -0.0102998504557309 -0.0119527531450454 -0.0136898723162183 -0.0154729810955463 -0.0172562833627979 -0.0189880924166465 -0.0206131569835759 -0.0220754988593023 -0.0233215604853103 -0.0243034143064761 -0.0249817658105138 -0.0253284916329546
"9" -9.40400893630733e-18 -1.07087713964238e-17 -1.35169952592245e-17 -1.86267446030153e-17 -2.75714124679071e-17 -4.31731951351584e-17 -7.05674285499873e-17 -1.19067221646825e-16 -2.05537109696401e-16 -3.60485112309366e-16 -6.3906589357247e-16 -1.1409797866378e-15 -2.04651609077879e-15 -3.68192081332096e-15 -6.63802464596574e-15 -1.19855210730088e-14 -2.16653776749286e-14 -3.91959748996295e-14 -7.09516645809924e-14 -1.2857513338678e-13 -2.3267510874246e-13 -4.20933985212773e-13 -7.60944703099913e-13 -1.37395255457632e-12 -2.47671378859142e-12 -4.45526447689649e-12 -7.99421424541234e-12 -1.43020154904821e-11 -2.55009520043402e-11 -4.5297694417512e-11 -8.01279106253967e-11 -1.41095045348283e-10 -2.47227586608383e-10 -4.30904523923861e-10 -7.46810611415756e-10 -1.28657748859851e-09 -2.20248171731994e-09 -3.74539995772114e-09 -6.32492862664152e-09 -1.06035077346437e-08 -1.76419841198829e-08 -2.91218297447872e-08 -4.76797686285949e-08 -7.7404408244464e-08 -1.24561997148393e-07 -1.98639619369124e-07 -3.13818219643445e-07 -4.91012842599813e-07 -7.60639564412268e-07 -1.16628154520534e-06 -1.76942116284503e-06 -2.65536874978131e-06 -3.94043558608492e-06 -5.78025258761974e-06 -8.37891116222136e-06 -1.19982899201633e-05 -1.69665342773342e-05 -2.36842004062147e-05 -3.26261140396322e-05 -4.43366153905941e-05 -5.94156831218991e-05 -7.84935929425162e-05 -0.000102192407135106 -0.000131073808007623 -0.000165574595247555 -0.000205933452690763 -0.000252115089829502 -0.000303740166138443 -0.000360031002705777 -0.000419783462685045 -0.00048137414844636 -0.000542809076851024 -0.000601815452254688 -0.000655972614265344 -0.000702872531740511 -0.000740295310960997 -0.0007663819763337 -0.00077978589553314
"" -0.0474464456803492 -0.0579129833342768 -0.0708805297927382 -0.086890036297676 -0.106559838439331 -0.130573332267373 -0.159649815708334 -0.194475772253553 -0.235413620822068 -0.282285372573916 -0.3342637238688 -0.389715019065765 -0.446129815384276 -0.500207738344162 -0.548699335653854 -0.589618782983919 -0.621609888358654 -0.643861721001281 -0.6560939914972 -0.658489732122362 -0.651588186040237 -0.636181777639246 -0.613320862289288 -0.584254579123422 -0.550339904202974 -0.512958825460131 -0.473446328030311 -0.43290261065353 -0.392143834400654 -0.351908579883287 -0.312864166265141 -0.27560016915553 -0.240626447991892 -0.208333173036946 -0.178835939286495 -0.152136848016558 -0.128196595086331 -0.106940615718325 -0.0882650815297251 -0.072041670565283 -0.0581035469433311 -0.0462541023921961 -0.0362911549422693 -0.0280089965850117 -0.0211993251853185 -0.0156520343951411 -0.0111728233624361 -0.00762196665244352 -0.00487092480504353 -0.00279118029572617 -0.00125416406327877 -0.000131205785473265 0.000702178131583853 0.0013154625426634 0.00174010232442373 0.0020068046159552 0.00214625759557663 0.00218911934308036 0.00216598852263883 0.00210082565464592 0.00200327872155293 0.00188115246419734 0.00174225870043843 0.001594405794276 0.00144539868660726 0.00130239565238527 0.0011674473504783 0.00104017622031105 0.0009201525357308 0.000806896073792529 0.000699870440494521 0.000598517968488088 0.000504016504094262 0.000420167408537175 0.000351022388134226 0.000300687849190961 0.000273337240565275 0.000273222271890139
"" -0.00429568728674938 -0.00541898355092786 -0.0068966182545286 -0.0088514160538797 -0.0114515219855038 -0.0149276271653618 -0.0195966637128968 -0.0258893026748487 -0.03431199014241 -0.0454041548390578 -0.0597017075090646 -0.0776304306443773 -0.0993438115550258 -0.124516254723086 -0.152404721900514 -0.182331603107408 -0.213520395969075 -0.245108745367567 -0.276221408881443 -0.306045171198646 -0.333870633944566 -0.358938834589626 -0.380523875311133 -0.398053362461361 -0.411141937029958 -0.419611708476994 -0.423497449459554 -0.422932039420863 -0.418055655145952 -0.409127271050094 -0.396519782861269 -0.380699745331829 -0.362204649472135 -0.341609082025233 -0.319458287206021 -0.296276540303192 -0.272565211380846 -0.248789631356569 -0.225369308109553 -0.202670002335281 -0.180969509806113 -0.160462157948411 -0.141294036197921 -0.123566656880607 -0.107340128666866 -0.0926370475763835 -0.079443367930393 -0.0677071460116391 -0.0573542554491466 -0.0482939329823417 -0.0404215032384639 -0.0336209017412797 -0.027769439692239 -0.0227696334235583 -0.0185420764588437 -0.0150049699078458 -0.0120742446954936 -0.00966405998514247 -0.00768731193206418 -0.00606939770886744 -0.00476421252719073 -0.00372908023519303 -0.00292103511600944 -0.00229688349239476 -0.0018132616782518 -0.00142928176013024 -0.00112429951610871 -0.000887237998570267 -0.00070709496202026 -0.000572893348916304 -0.000473682704012768 -0.000398442507450469 -0.000331294138308513 -0.000249167565087305 -0.00012837783805425 5.48082475701483e-05 0.000324183723382221 0.000703616896324533
"" -0.00028950111421335 -0.000372906552969776 -0.000485958780801774 -0.000641042589999385 -0.000856440403966015 -0.00115947289922212 -0.00159148331322036 -0.00221525517567884 -0.00311729731784602 -0.00441097999933459 -0.00624227396448142 -0.00878714087721048 -0.0122375184068316 -0.0167697640887425 -0.0225330171263188 -0.0297024484954364 -0.0384493744670819 -0.0489274071523879 -0.0612662064870749 -0.0755672982041966 -0.0918978255870589 -0.110249527870851 -0.130529973871607 -0.152569249737364 -0.176119914617461 -0.200861555626438 -0.22640982391458 -0.252315716105209 -0.278067053425278 -0.303119669960783 -0.326920503626958 -0.348931043867743 -0.368651090574919 -0.385638854432307 -0.399517605870949 -0.409993833270988 -0.416870975450408 -0.420055849626332 -0.419560629587223 -0.415499380622936 -0.40805503127185 -0.397465703104789 -0.384038094824656 -0.368136788201922 -0.35017136887838 -0.330583154462917 -0.309816578181738 -0.288269464365335 -0.266319214685079 -0.244324597271409 -0.222619424669675 -0.201507850292702 -0.181257330131206 -0.162050874097277 -0.144002731237677 -0.127193636671382 -0.111673435613229 -0.0974634886538425 -0.0845593966162231 -0.0729361258167615 -0.0625552872147034 -0.0533652454448982 -0.0453025192822249 -0.0382935520730096 -0.0322563592441319 -0.0271033525676942 -0.0227519748669766 -0.0191207678181421 -0.0161253803332864 -0.0136791912550754 -0.0116938605613798 -0.0100797072851444 -0.00874252859345725 -0.00758211774419759 -0.00649727233654335 -0.00538627855559776 -0.00414683895897355 -0.00267586432169231
"" -1.11844369164161e-05 -1.47214936195632e-05 -1.96193914063785e-05 -2.65086018302092e-05 -3.6360094171833e-05 -5.06950962112651e-05 -7.19401198623974e-05 -0.000104006829476127 -0.000152747700017571 -0.000226622730942908 -0.000337768430188307 -0.000502911779544004 -0.000743862166141424 -0.0010869204787977 -0.00156313101043125 -0.00221304894665561 -0.00308681701559138 -0.0042450511199307 -0.00576019728224095 -0.00771804451655324 -0.0102189759141 -0.0133747862973477 -0.017306798409227 -0.0221445296638402 -0.0280223237265427 -0.0350749020620772 -0.0434318493877555 -0.0532097930947693 -0.0645030774629942 -0.0773761603617117 -0.0918551191520616 -0.107919498216834 -0.125495208143659 -0.144451648491159 -0.164611763280853 -0.185749850829445 -0.207592359169201 -0.229824097664641 -0.252096816248803 -0.274039545410699 -0.295263364878887 -0.315370681902928 -0.333973405816372 -0.350706339510059 -0.365239723046471 -0.377290625846272 -0.386631445732456 -0.393093887592603 -0.396575933611018 -0.397045055978062 -0.394538341681223 -0.389160300614918 -0.38107797352885 -0.37050715728624 -0.357705066314727 -0.342966313086874 -0.326614063082362 -0.308991021642227 -0.290450614604788 -0.2713329481152 -0.251938050817394 -0.232548966418937 -0.213431641386856 -0.194831412537293 -0.176970483658424 -0.16004321027753 -0.144193927334621 -0.129530085667437 -0.11613468659113 -0.104067778126379 -0.0933682666283181 -0.0840549160930449 -0.0760718467193983 -0.069261180014108 -0.0634428009021131 -0.0584246196941962 -0.0540052721419304 -0.0499758842239079
"" -1.95943905928835e-07 -2.5711806381045e-07 -3.43379171925519e-07 -4.67481708882325e-07 -6.49848864795341e-07 -9.23911931437533e-07 -1.34567844998659e-06 -2.01057830186344e-06 -3.0721036682755e-06 -4.77144296533326e-06 -7.4868451670355e-06 -1.17955631334234e-05 -1.85457610337999e-05 -2.8921218197403e-05 -4.454655445784e-05 -6.77641911640367e-05 -0.000101850227102973 -0.000151314808303957 -0.00022229760351811 -0.000323066052915654 -0.000464624154059495 -0.000661348977327458 -0.000931762508000855 -0.00129943619303372 -0.00179396514682072 -0.00245201517099234 -0.00331842068707099 -0.00444704181160019 -0.0059012090127634 -0.00775420322749723 -0.0100892056946536 -0.0129986616443884 -0.0165829473783998 -0.020948419838047 -0.0262055032400003 -0.0324650601184808 -0.039833871606135 -0.0484095260003812 -0.0582746663258319 -0.0694908719900272 -0.0820941877494802 -0.0960906178827345 -0.111450188163498 -0.128102861044329 -0.145935756301326 -0.164791926728585 -0.184472085050623 -0.204740531341767 -0.225327909850036 -0.24593684013095 -0.266249706125774 -0.285937729294365 -0.304670761600282 -0.322124864746037 -0.337992286740022 -0.351992777768059 -0.363882693913017 -0.373462929710109 -0.380585412535568 -0.385160759877023 -0.387167153430626 -0.386649158341535 -0.383716491280639 -0.378541258043639 -0.371353230441835 -0.362435340732888 -0.352130558302082 -0.340828415515443 -0.328948228218176 -0.316927796300158 -0.305211923159435 -0.294239263666095 -0.284331357728074 -0.275614873042927 -0.268144113857297 -0.261920944269529 -0.256904212004403 -0.253018818679341
"" -2.06081101233927e-09 -2.55522156459018e-09 -3.32732757607157e-09 -4.53231200798082e-09 -6.42935672216609e-09 -9.45273680845641e-09 -1.43319488472222e-08 -2.22915524159631e-08 -3.5366509397638e-08 -5.68955209054339e-08 -9.22656345577697e-08 -1.49959745506278e-07 -2.42916726906818e-07 -3.90088858923417e-07 -6.19038707065325e-07 -9.71831894984668e-07 -1.51171780645376e-06 -2.3335966345495e-06 -3.58020943720341e-06 -5.46707205437978e-06 -8.31978604157042e-06 -1.26166494641657e-05 -1.90518553937036e-05 -2.86263472023852e-05 -4.27655275982413e-05 -6.34709630708279e-05 -9.35095505045075e-05 -0.000136671472246344 -0.000198120575872614 -0.000284780643271088 -0.000405806128410432 -0.000573126725213115 -0.000802050720842314 -0.00111193756805446 -0.00152709583159367 -0.00207760359771811 -0.00280010476755201 -0.00373858807307004 -0.00494505970449646 -0.00648004013687608 -0.00841279841792173 -0.0108211960196047 -0.0137910590287471 -0.0174149953238278 -0.0217905729187306 -0.0270178070544219 -0.0331961071523594 -0.0404210283566988 -0.0487799145559868 -0.0583472169025191 -0.0691796800070009 -0.081311574997636 -0.0947504220986537 -0.109475344830271 -0.125434962499973 -0.14254512976325 -0.160688971307494 -0.17971846092368 -0.199457570088439 -0.219702857089428 -0.240222833469326 -0.260771093701227 -0.281096096346126 -0.300950686208989 -0.320101798936673 -0.338337248131261 -0.355454902488382 -0.371274524276851 -0.385650774645944 -0.398476329480811 -0.409682619686338 -0.419239649782832 -0.427227942527551 -0.43386772548219 -0.439404323393174 -0.444091046379898 -0.448183713281282 -0.451937479127944
"" -4.05770742300132e-12 -3.22561557774794e-12 -3.73679512673602e-12 -5.55005447318422e-12 -9.01926351911012e-12 -1.50543048133864e-11 -2.55457876337149e-11 -4.4313831262664e-11 -7.87874809168708e-11 -1.43012286866763e-10 -2.63260898927964e-10 -4.87351585890508e-10 -8.98584925430283e-10 -1.63288109683234e-09 -2.90494623872853e-09 -5.07140407599286e-09 -8.71105448462602e-09 -1.47516734190549e-08 -2.46690972673741e-08 -4.07970985022442e-08 -6.68070369617024e-08 -1.08404773351303e-07 -1.74391419753248e-07 -2.78284873281822e-07 -4.4077054717833e-07 -6.93439213247543e-07 -1.08452146527997e-06 -1.6870532868899e-06 -2.61009132300633e-06 -4.01570854348205e-06 -6.14299021823814e-06 -9.34176991506373e-06 -1.41195347712506e-05 -2.12054864675908e-05 -3.16353036175417e-05 -4.686382535901e-05 -6.89107722208151e-05 -0.000100544253907737 -0.000145505818651127 -0.000208778878694576 -0.000296944960928344 -0.00041862275787184 -0.000584932979615514 -0.000810039754884644 -0.00111174690353557 -0.00151213114694386 -0.00203817698475602 -0.00272234674335101 -0.00360307872842792 -0.00472512339265897 -0.00613963715357081 -0.0079039519028237 -0.0100809448547444 -0.0127380970182555 -0.0159460031233196 -0.0197762288849636 -0.024298679111724 -0.0295784669998689 -0.0356723668358456 -0.0426236870735349 -0.050455343157335 -0.0591663086849777 -0.0687275234947487 -0.0790782750991479 -0.0901236651527161 -0.101733612567421 -0.113744404113078 -0.125960904706137 -0.138160359994645 -0.150098305073448 -0.161516015350824 -0.172150573895877 -0.181820011774299 -0.190488166304457 -0.198178224230516 -0.204959778275114 -0.210942810168131 -0.21627135466614
"" -9.82725619427013e-15 -2.16690535851113e-14 -4.15622870275736e-14 -7.16283639541038e-14 -1.14543241653399e-13 -1.75462697892966e-13 -2.65682046771251e-13 -4.09259256582901e-13 -6.43928826997819e-13 -1.02235973623438e-12 -1.61924789820556e-12 -2.53445595135002e-12 -3.89890454017594e-12 -5.90182667258762e-12 -8.88195556635142e-12 -1.34881686472589e-11 -2.09044038030912e-11 -3.32489681410901e-11 -5.42797115308981e-11 -9.06732106862404e-11 -1.54374833567224e-10 -2.66596573374429e-10 -4.64735589428727e-10 -8.14237524711887e-10 -1.4282644152516e-09 -2.4994062919139e-09 -4.34883937986103e-09 -7.50785853965568e-09 -1.2855615972588e-08 -2.18222708346829e-08 -3.67017655729275e-08 -6.11216804905891e-08 -1.0073607055868e-07 -1.64254724331958e-07 -2.65100254511355e-07 -4.23819017956767e-07 -6.71652162866409e-07 -1.05588018833814e-06 -1.64778455383178e-06 -2.5544469343383e-06 -3.93413320825576e-06 -6.01665302407297e-06 -9.13278726698172e-06 -1.37525920784321e-05 -2.05348153691044e-05 -3.03889876093353e-05 -4.45540329647914e-05 -6.47035029899878e-05 -9.30644274471901e-05 -0.000132556440131715 -0.000186950292980697 -0.000261040342002854 -0.000360822256826995 -0.000493650836826834 -0.000668368654723434 -0.000895387493876348 -0.00118668194282621 -0.00155566505567789 -0.0020169114228493 -0.00258560176024136 -0.00327659234117954 -0.00410344362988081 -0.00507716123013707 -0.00620472647451804 -0.00748751542324358 -0.0089197592582836 -0.0104874095705674 -0.012167095296242 -0.0139255234603348 -0.0157196502242921 -0.0174976702896361 -0.0192011291266042 -0.0207809300601783 -0.0222120529426453 -0.023481327422472 -0.0245860994762562 -0.0255335265678505 -0.0263393828746712
