"grad.rhs_dm.1" "grad.rhs_dm.2" "grad.rhs_dm.3" "grad.rhs_dm.4" "grad.rhs_dm.5" "grad.rhs_dm.6" "grad.rhs_dm.7" "grad.rhs_dm.8" "grad.rhs_dm.9" "grad.rhs_dm.10" "grad.rhs_dm.11" "grad.rhs_dm.12" "grad.rhs_dm.13" "grad.rhs_dm.14" "grad.rhs_dm.15" "grad.rhs_dm.16" "grad.rhs_dm.17" "grad.rhs_dm.18" "grad.rhs_dm.19" "grad.rhs_dm.20" "grad.rhs_dm.21" "grad.rhs_dm.22" "grad.rhs_dm.23" "grad.rhs_dm.24" "grad.rhs_dm.25" "grad.rhs_dm.26" "grad.rhs_dm.27" "grad.rhs_dm.28" "grad.rhs_dm.29" "grad.rhs_dm.30" "grad.rhs_dm.31" "grad.rhs_dm.32" "grad.rhs_dm.33" "grad.rhs_dm.34" "grad.rhs_dm.35" "grad.rhs_dm.36" "grad.rhs_dm.37" "grad.rhs_dm.38" "grad.rhs_dm.39" "grad.rhs_dm.40" "grad.rhs_dm.41" "grad.rhs_dm.42" "grad.rhs_dm.43" "grad.rhs_dm.44" "grad.rhs_dm.45" "grad.rhs_dm.46" "grad.rhs_dm.47" "grad.rhs_dm.48" "grad.rhs_dm.49" "grad.rhs_dm.50" "grad.rhs_dm.51" "grad.rhs_dm.52" "grad.rhs_dm.53" "grad.rhs_dm.54" "grad.rhs_dm.55" "grad.rhs_dm.56" "grad.rhs_dm.57" "grad.rhs_dm.58" "grad.rhs_dm.59" "grad.rhs_dm.60" "grad.rhs_dm.61" "grad.rhs_dm.62" "grad.rhs_dm.63" "grad.rhs_dm.64" "grad.rhs_dm.65" "grad.rhs_dm.66" "grad.rhs_dm.67" "grad.rhs_dm.68" "grad.rhs_dm.69" "grad.rhs_dm.70" "grad.rhs_dm.71" "grad.rhs_dm.72" "grad.rhs_dm.73" "grad.rhs_dm.74" "grad.rhs_dm.75" "grad.rhs_dm.76" "grad.rhs_dm.77" "grad.rhs_dm.78"
"2" -5.06167989068812 -5.00447637570532 -4.8896069143782 -4.71935516459097 -4.4972801371712 -4.22832567831019 -3.91884860443218 -3.57648656056859 -3.20982431386155 -2.82788376419067 -2.4395318278453 -2.05293464952159 -1.67516573328005 -1.31201218279387 -0.967953923887044 -0.646249488694021 -0.349059623576749 -0.0775645518510102 0.167938597502898 0.381505024524884 0.579245257039005 0.754601903562997 0.910113919710468 1.04864575960738 1.17319676648864 1.28669607404543 1.39178677061641 1.49060979797806 1.58460594280201 1.67436108028457 1.75952277272807 1.83881295576734 1.91015069023685 1.97088197161174 2.01809387444722 2.04897288056293 2.06115702135217 2.05303154669101 2.02392833900782 1.97420735888511 1.90521926680936 1.81916699668109 1.71889673006773 1.60765384184935 1.48883749313867 1.36578064320391 1.24157290642247 1.1189342273779 1.00013941705791 0.886987987641637 0.780810543352292 0.682501872893227 0.592571277457088 0.511201968918537 0.438313089086073 0.373619673287026 0.316687487015785 0.266980991686347 0.223903713047719 0.18683101113517 0.15513572671241 0.128207457834499 0.10546635203557 0.0863723288716702 0.0704306098486344 0.0571943553876287 0.0462651111686621 0.0372916625335804 0.029967794446754 0.0240293611017471 0.0192509864221753 0.0154426455278364 0.0124463177076487 0.0101328528619812 0.00839915466565362 0.00716575358686201 0.00637482003901051 0.00598865101240213
"3" -3.67360562858743 -3.65225488880338 -3.60958773490166 -3.54587939940142 -3.46155618275141 -3.35721344862502 -3.23363734630068 -3.09182603848779 -2.93300504177972 -2.7586319542602 -2.57038873886773 -2.37016362609951 -2.1600272800516 -1.94220738252706 -1.71906248470089 -1.49305202787178 -1.26669738361134 -1.04252984684311 -0.823025119270785 -0.611740444115769 -0.407863169092833 -0.214925030425091 -0.0343974389646265 0.132635215262577 0.285494201251546 0.423906992126464 0.547991364640819 0.658225677909087 0.755408400273447 0.840609880056795 0.915118857511341 0.980385435938963 1.03796134594302 1.08943754318271 1.13637867912832 1.18025397132217 1.22236463231149 1.2637693668456 1.30521143699795 1.34705313657315 1.38922568930709 1.43120389130876 1.47201453091076 1.51028521873769 1.54433568374804 1.57230739456896 1.59232070752662 1.60264313515425 1.60184921448666 1.58895275147129 1.56349600521052 1.52558684937498 1.47588266709199 1.41552706005434 1.34605100348201 1.26925306070167 1.18707357419726 1.10147583882391 1.01434393833399 0.927403061010329 0.842164441113659 0.759894090169214 0.681602410634853 0.608050629766377 0.539769615346394 0.477086831433572 0.420157747171532 0.368998739643433 0.323519293217357 0.283552001143522 0.248879470032619 0.21925769516454 0.194435816064125 0.174172391134872 0.158248466458332 0.146477777237518 0.138714429317643 0.134858378515042
"4" -2.91086872167433 -2.9006356092032 -2.88022973283949 -2.84977715004554 -2.80946374440151 -2.75953161670771 -2.70027452630268 -2.63203252601174 -2.55518594114182 -2.47014888927867 -2.37736265587484 -2.2772894203168 -2.17040700273082 -2.05720537890542 -1.93818562188909 -1.81386167155842 -1.68476496692574 -1.551451581426 -1.4145111437463 -1.27467758681972 -1.1323889213889 -0.988523804388568 -0.843886487939808 -0.699343451983097 -0.555817658906989 -0.414276508058199 -0.27571337579339 -0.141123319365739 -0.0114742078401894 0.112324882296928 0.229455794612556 0.339221614355129 0.441073010366821 0.534628818550692 0.619689653365176 0.696243976227737 0.764466672130988 0.824710703444653 0.877492762882103 0.923474006715817 0.963436916172347 0.99825913858789 1.02888485185092 1.0562938450673 1.08146819842954 1.1053562686167 1.12883373736024 1.15266184284075 1.17744363442308 1.20358015415683 1.23122974087942 1.26027494720115 1.29030252331966 1.32060216869812 1.3501889409775 1.37785216654659 1.40223052428388 1.42190910974557 1.43553045050229 1.44190847863149 1.44013311515801 1.42965379737127 1.41033293028844 1.38246434942866 1.34675660356035 1.30428527617549 1.25642188970896 1.20474872663647 1.15096908548244 1.0968213220788 1.04400296308412 0.994108733833776 0.948583969753531 0.908692903051138 0.875499907241778 0.849860982438297 0.832422522030385 0.823624612901951
"5" -2.43757753746175 -2.43138590310217 -2.41904035902149 -2.40061595835893 -2.37622402286865 -2.34601064421082 -2.31015470269167 -2.26886541716222 -2.22237944308399 -2.17095753999186 -2.11488083600322 -2.0544467264741 -1.98996445665035 -1.92175045355548 -1.85012349001843 -1.7753997828544 -1.69788814874416 -1.61788536526285 -1.53567191098073 -1.45151169630232 -1.36563405665419 -1.27825609541232 -1.18956527471527 -1.09972472518631 -1.00887594881356 -0.917143352920572 -0.824640613513916 -0.731478719698126 -0.637775376521217 -0.543665254482141 -0.449310389529837 -0.354909882967418 -0.260707953362072 -0.166999378785241 -0.0741314561744234 0.0174981972011622 0.107448376031416 0.195245554527015 0.280399281740302 0.362420904013909 0.440844487975864 0.515248602657572 0.585277543354659 0.650660649701324 0.711228571086009 0.766925630233336 0.817817784597963 0.864096035194113 0.906075437346903 0.944190091626326 0.978984613479006 1.01110258988897 1.04127243828187 1.0702909079234 1.099004239993 1.12828677314129 1.15901659972252 1.19204780459854 1.22817891570596 1.26811751764859 1.31244155696397 1.36155868753306 1.41566599143197 1.47471341560255 1.53837507285187 1.60603291777712 1.67677699912382 1.74942538224499 1.82256496564122 1.89461201898472 1.96388875662783 2.02871013040578 2.08747373896979 2.13874559400847 2.18133547600254 2.21435749361039 2.23727376726178 2.24992136082215
"6" -2.12016433701677 -2.11590794554797 -2.1074173914187 -2.09473693033745 -2.07793244064329 -2.05709082151134 -2.03231919781833 -2.00374393765896 -1.97150948963871 -1.93577704793781 -1.8967230539375 -1.85453754353013 -1.80942234953605 -1.76158916840976 -1.71125750026072 -1.65865247057224 -1.60400254152693 -1.54753712022668 -1.48948407093422 -1.43006718653109 -1.36950332068465 -1.30799999506891 -1.2457523921816 -1.18294060077587 -1.11972680302681 -1.056252503198 -0.992635855598422 -0.928969167506766 -0.865316673022591 -0.801712695131467 -0.738160333875376 -0.674630835721478 -0.611063809700199 -0.547368455631387 -0.483425954493611 -0.419093136812097 -0.354207488369066 -0.288593472591135 -0.222070046578645 -0.154459128038776 -0.0855946421885397 -0.0153316542068412 0.0564450096740344 0.129813312467396 0.204808394772008 0.281419404541028 0.359589232068829 0.439217401863129 0.520166102451201 0.602269031155005 0.68534242549059 0.769197381968188 0.853652359833374 0.938544657957775 1.0237396523572 1.10913669178361 1.19467075945284 1.28030930151888 1.36604397417553 1.45187744865202 1.53780581801669 1.62379755830984 1.70977039933365 1.79556784684234 1.8809374484883 1.96551317460466 2.04880443149071 2.13019415597257 2.20894806089365 2.28423633666241 2.35516795324412 2.42083625358121 2.48037302616132 2.5330070435428 2.57812251234059 2.61531320730037 2.64442918745797 2.66561455297568
"7" -1.89206525813609 -1.88890975835504 -1.88261218520053 -1.87319927963032 -1.86071087412207 -1.84519955989759 -1.82673024646501 -1.80537961613821 -1.7812354768774 -1.75439601714943 -1.72496896707339 -1.69307067041473 -1.65882507223531 -1.62236262720886 -1.58381913365723 -1.54333449826578 -1.50105143640845 -1.4571141126044 -1.41166672546431 -1.36485204114546 -1.31680987701828 -1.26767554304174 -1.21757823689255 -1.16663939974913 -1.1149710325893 -1.06267397520205 -1.00983615021259 -0.956530775583625 -0.902814550806935 -0.848725825122715 -0.794282760484084 -0.739481508265742 -0.68429442726473 -0.628668381792365 -0.572523173015195 -0.515750174608486 -0.458211265278512 -0.399738175872216 -0.340132396949824 -0.279165822892094 -0.216582338922342 -0.152100585151419 -0.0854181529569709 -0.0162174788826998 0.0558263064055055 0.131035348216036 0.209716693997616 0.292147512720801 0.37855798663553 0.469112139668223 0.563887091324299 0.662851479932469 0.765844068424703 0.872553807688321 0.982502860279632 1.09503425327181 1.20930590704365 1.3242927580318 1.43879854664289 1.55147857506557 1.66087435630867 1.76546057583643 1.863704159175 1.95413445206195 2.0354225248098 2.1064663568578 2.16647711921006 2.21506001471655 2.25228136848292 2.27871228444516 2.29543878307089 2.30402957424536 2.30645603320779 2.30496465643111 2.30190972692763 2.2995618074583 2.29991415141141 2.30451228500124
"8" -1.71727178617026 -1.71476550860896 -1.70976062300333 -1.70227239112592 -1.69232351292267 -1.67994389656627 -1.6651703540736 -1.64804622430422 -1.62862092579534 -1.60694944222298 -1.58309174385666 -1.55711214896268 -1.52907862944369 -1.49906206582226 -1.46713545701775 -1.43337309117978 -1.39784968436477 -1.36063949454283 -1.32181541928286 -1.28144808603487 -1.23960494493298 -1.19634937478143 -1.15173981388199 -1.10582892818191 -1.05866283029103 -1.01028036375949 -0.960712468025851 -0.909981640232652 -0.858101511054281 -0.805076552186455 -0.750901933917096 -0.695563551285709 -0.63903823769034 -0.581294184407641 -0.522291584098007 -0.461983515487766 -0.40031708511641 -0.337234840512463 -0.272676467118975 -0.206580778975345 -0.138888010608225 -0.0695424145881458 0.00150483388797207 0.0742924276978312 0.148845420229103 0.225171431373969 0.303256585957879 0.383061213617996 0.464515353717584 0.547514130033076 0.631913089796782 0.71752364290243 0.804108790979917 0.891379403838774 0.978991380333981 1.0665441171029 1.15358079210495 1.23959103536683 1.32401658638382 1.40626050181211 1.48570035334659 1.56170562243883 1.63365914505229 1.70098199240189 1.76316062220599 1.81977455600346 1.87052231305587 1.91524295938682 1.95393051425021 1.98673868192718 2.01397399218257 2.03607642685354 2.05358790122552 2.0671104056247 2.07725699266705 2.0845998997038 2.08962073147802 2.09266766948814
"9" -1.57297842657422 -1.57082109565197 -1.56651028563393 -1.56005365607748 -1.55146258669651 -1.54075204734338 -1.52794042729463 -1.51304932604662 -1.4961033083969 -1.47712962715091 -1.45615791728304 -1.43321986595874 -1.40834886327357 -1.3815796390595 -1.35294789160112 -1.32248991441175 -1.29024222777241 -1.25624122184209 -1.22052281862857 -1.18312216007827 -1.14407332988784 -1.10340911641925 -1.06116082418105 -1.01735814098743 -0.972029067697785 -0.925199916769948 -0.876895385351802 -0.827138707729585 -0.775951890993707 -0.723356036595227 -0.669371749079004 -0.614019631860486 -0.557320868024283 -0.499297882522091 -0.439975079873477 -0.379379649664582 -0.317542429738248 -0.254498814956919 -0.19028969707769 -0.124962419360989 -0.0585717274140736 0.00881930383690688 0.0771383886700321 0.14630321729052 0.216220733969414 0.286786530077319 0.357884374857778 0.429385905738618 0.50115049816837 0.573025332555005 0.644845672920036 0.716435368465101 0.78760758540812 0.858165772884694 0.927904862819119 0.996612700501496 1.06407169964188 1.13006071304835 1.19435710719364 1.25673902536767 1.31698781824697 1.37489061180185 1.43024296871118 1.48285158078052 1.5325369058771 1.57913563632965 1.62250285976602 1.66251375419768 1.69906465336402 1.7320733326334 1.76147840498164 1.7872377815328 1.8093262378648 1.82773222619491 1.84245417095043 1.85349656528035 1.86086623429021 1.86456913674489
"" -3.49731520780045 -6.40848837006583 -6.65760841803047 -6.78143700517359 -6.76966168759388 -6.61361571415818 -6.27770457380571 -5.44252017586385 -4.31204907061492 -3.18509259039198 -2.09560392136843 -1.06772320353689 -0.12116474402204 0.626681756546493 1.10106704135712 1.54314930152984 1.97393611822055 2.38207172680942 2.75703443007494 3.09385277278815 3.40799149804843 3.66023622783866 3.83045877862058 3.9208921582903 3.93622213006722 3.88337364274835 3.78282427022245 3.63805698193199 3.43626790446413 3.19161199953436 2.91907651960543 2.63195402556347 2.34212774755343 2.06002805251872 1.78927991937069 1.53499482852083 1.30151842586349 1.09135456263805 0.905450588298676 0.743027558549628 0.603737328528282 0.486499201148507 0.388839122433268 0.308280679634263 0.242462165040597 0.18923674832763 0.146621481204238 0.112640703394001 0.0857986965746191 0.0648138655281402 0.0485699233690719 0.0361108890216503 0.0266131714338412 0.019477283762916 0.0141776030083094 0.0102613388994723 0.00738249354631335 0.00527806502695639 0.00375271067740337 0.00265278430910343 0.00185667716769024 0.00128673852427464 0.000883637044165022 0.000601709520610848 0.000406319312534785 0.000271393595753691 0.000180686901422743 0.000120313323834847 7.99963011009461e-05 5.30230187316046e-05 3.49862674736929e-05 2.33283606321408e-05 1.54379482771325e-05 9.70058371540855e-06 5.88678573534222e-06 3.51828918748439e-06 2.115517208448e-06 1.05513147477744e-06
"" -0.661702161266827 -1.64232009524232 -2.18461176913912 -2.69236888481879 -3.15725992957398 -3.56955298923842 -3.88932672768513 -3.78194206102504 -3.3968953111249 -2.99357634074086 -2.58315322636151 -2.17149476596762 -1.76401185118775 -1.38024514729272 -1.03745043582269 -0.707707705474871 -0.389999330168291 -0.0871324509874303 0.198601603688581 0.455409772650857 0.621981693812364 0.754944786292685 0.891271938991091 1.02880052683503 1.16526179337045 1.29824883297584 1.41556447194871 1.51475962865572 1.6106066349454 1.70164027287751 1.78529913485971 1.859299004793 1.92457791545998 1.98827901403601 2.03405703519213 2.05677194083624 2.05728681631137 2.03690961606798 1.99791611625252 1.95354218937252 1.89781752417488 1.81866185899328 1.72095537212548 1.60991000739014 1.49023837349773 1.36573333797 1.23950837882567 1.11568875601183 0.996555182499391 0.883630617898643 0.7780119846602 0.680440950385574 0.591552685041582 0.511077815538845 0.438678940099029 0.374181976926392 0.317253500577286 0.267437227887223 0.224036246506663 0.186474413552207 0.154563246946251 0.127613215679551 0.104947821937855 0.0859663564859058 0.0701872862006657 0.0573546623897396 0.0466196871641383 0.0375707826598375 0.0300467529914959 0.0238662531758351 0.0188584694240105 0.0154278549690744 0.0129804359900819 0.0104611660770838 0.00823257310419144 0.00651038755992422 0.0053750759890016 0.00293089949199666
"" -0.350724747013087 -0.985420630570771 -1.43240763210084 -1.86356373746968 -2.27502394974651 -2.66199607310409 -3.00016360652387 -3.07303096068861 -2.96621411290944 -2.84002594308572 -2.69850773841442 -2.54270197322233 -2.37352916732616 -2.16203615540809 -1.88072905623433 -1.59381652814581 -1.312544246685 -1.03916902714257 -0.775602735339184 -0.528890044066687 -0.334430211939333 -0.164856196248119 -0.000538327698454588 0.157719743505409 0.309183880053489 0.452784318295218 0.5651485816106 0.641483471822003 0.71745796670935 0.794970499220217 0.873073717999085 0.950882885436572 1.02187095926014 1.06581362960996 1.10702162894019 1.15356587537736 1.20381631749706 1.25619544791689 1.30925936700556 1.36320546431055 1.41576036947128 1.46332012328077 1.50458856142326 1.53855650938083 1.56440369999091 1.58364437059088 1.59906113018106 1.60268068506377 1.59331841763569 1.57174007454453 1.53889595365199 1.49720062980184 1.46075835302448 1.41766474518519 1.35766458321595 1.28474333263238 1.20276879864533 1.11514104161966 1.02234492254579 0.926075928633539 0.834524283573204 0.74882651683266 0.669098311412565 0.595366990438863 0.529505251473772 0.48095602886275 0.434155742828401 0.384048926206779 0.334143803931353 0.286841331771439 0.243777061113205 0.213357611271535 0.19365502891066 0.172340150061162 0.152543220562943 0.137317840629335 0.129061914028919 0.0745629531679213
"" -0.312357577324279 -0.806525565071015 -1.12423362516523 -1.43397748699416 -1.73397620836583 -2.02203966321429 -2.28485176829641 -2.39789742355271 -2.40772882716387 -2.40484253852922 -2.39066646836847 -2.36488744515579 -2.32703336166726 -2.24677542559147 -2.09351396746778 -1.92789356708452 -1.75957865814962 -1.58965357657546 -1.41910095353565 -1.25095197173335 -1.09972252317039 -0.9558200494908 -0.812122279035748 -0.669331808289984 -0.528101579034552 -0.389118320660034 -0.258443140370894 -0.138150268770328 -0.0204352631899184 0.0948034477937218 0.207070677387152 0.315950019178402 0.420024217937864 0.515121744284833 0.605183734674592 0.691488860369983 0.773651914486228 0.851372359445417 0.923062326549773 0.960496770015777 0.971016865461426 0.986866041968126 1.00846709176429 1.03487157424806 1.06516518173155 1.0946649278958 1.11561271059199 1.13910791320198 1.16653328481732 1.19656135383298 1.22794107811021 1.26054879143926 1.30437007564422 1.3496241477615 1.38520041825867 1.41079019428768 1.42646930326122 1.43250217437762 1.43523184052653 1.43843117994849 1.42779378470528 1.40320465355346 1.36667625077644 1.32020658412792 1.27731781694873 1.30353012516105 1.31789621566361 1.28405318598731 1.21730346745794 1.13074578156336 1.0352836134395 0.959074067837854 0.907675821541897 0.854050659559677 0.806294977213378 0.773855168623502 0.765730944713535 0.451677682291327
"" -0.228409310751486 -0.60248396257536 -0.853038621683816 -1.09904176003285 -1.3395873234478 -1.57354840053437 -1.79226852314021 -1.91106543704432 -1.96077759790785 -2.00256643006319 -2.03719853700181 -2.06422409050091 -2.08302609033186 -2.06840479201232 -1.99401362599867 -1.90823369337041 -1.81839852254454 -1.72490844288527 -1.62812749343026 -1.52857022670115 -1.42776934101313 -1.32534786169844 -1.22113126467554 -1.11555712339288 -1.00901470709324 -0.901978186364989 -0.801086940475659 -0.708761625951528 -0.616084038897706 -0.522674187356936 -0.428872484023806 -0.334977861931556 -0.240982960998041 -0.146191651635547 -0.0521218600543683 0.0403805271451464 0.130986154010016 0.219428003695079 0.30513320361724 0.380376516415912 0.446326365227658 0.511091758005256 0.574701990391592 0.636882701311206 0.697411997390708 0.751822688487363 0.791613560953975 0.829457731439708 0.86791466881915 0.906568084117642 0.945064997864118 0.983714564702738 1.02892160513993 1.07601915755695 1.11875028226896 1.15681399861135 1.19012959228477 1.21876428095861 1.25430206143526 1.30574753733067 1.34660666763944 1.37416971427196 1.38956208135312 1.39398592299607 1.41232579120592 1.58802071091 1.77825447566987 1.89721989058208 1.95900550045872 1.97780046251949 1.96714153702074 1.95386569456886 1.95148194066577 1.94741140266806 1.95223638525662 1.97870121363049 2.04047424198009 1.22213530796375
"" -0.173605592506808 -0.472308655103943 -0.683079708230622 -0.890986119671415 -1.09549411260188 -1.29593022712573 -1.4860564704543 -1.60310170569718 -1.66954438097565 -1.73056712226523 -1.78668819065079 -1.83751821943489 -1.88247544157201 -1.89265941395642 -1.83719454244574 -1.77097843995436 -1.70217685125157 -1.63104254949627 -1.55780751408861 -1.48409897699799 -1.41935178617016 -1.35742153304097 -1.29339713286295 -1.22744010835882 -1.15971835607501 -1.0903827248547 -1.01967605932674 -0.947845998354145 -0.875008905623259 -0.801381265597989 -0.727155758500104 -0.652493386419987 -0.579815082384019 -0.517866776017239 -0.458212085863638 -0.397444597700108 -0.335742082791574 -0.273241580688839 -0.20984672060408 -0.141421998733033 -0.0688171253270794 0.00301819714884232 0.0736403622610329 0.142880595166507 0.210630899070798 0.282123447812133 0.367872860837402 0.452058240567859 0.530831988397713 0.60415811529195 0.672095610189986 0.737660432624275 0.83316823322414 0.941500975487518 1.0362101780092 1.11736879093485 1.18572421273085 1.24232433468351 1.32107817395115 1.45329449315257 1.56897257243184 1.6604476971643 1.73036115681227 1.78144929235359 1.82773265376886 1.94392012007649 2.07417648384093 2.17949585520714 2.2654950509051 2.33814076630547 2.40259602785456 2.42190937297072 2.38565576606837 2.36035124767535 2.35357798817605 2.36827204333818 2.40826195305616 1.41577830579967
"" -0.152804109093355 -0.404635811165152 -0.577121525564437 -0.747733218477015 -0.916147855809179 -1.08195694678984 -1.24131345290835 -1.35537361005581 -1.4378004926861 -1.51636842419515 -1.59129431948705 -1.66222203948957 -1.72857571793465 -1.75746097386066 -1.71329238672225 -1.65819448585929 -1.60133979159333 -1.54290574652861 -1.48304633458073 -1.42210317372755 -1.36158871688448 -1.30077738772279 -1.23911581540153 -1.17677020509852 -1.11388160874702 -1.05067055509245 -0.992426431502425 -0.941288458439521 -0.890032817927405 -0.838178046478934 -0.785821408625865 -0.733025864529366 -0.680147503802151 -0.628478063662455 -0.577004290930863 -0.525389494518895 -0.473750841411514 -0.422158667012331 -0.37002882554007 -0.304212350704899 -0.226208088266181 -0.150285854126263 -0.0772064730858894 -0.00703290915660991 0.0602388627048554 0.133266227619479 0.229904511977036 0.325599392576584 0.41441130921356 0.496420996136159 0.571812841761548 0.644457604290665 0.755565078206808 0.886241375103718 1.0041732358356 1.10933694254828 1.2025115313558 1.28474315375681 1.38227952206284 1.52173753440123 1.65222397620731 1.76787028810638 1.87052571972275 1.9621966643306 2.04292542471343 2.10097502700415 2.1477469188186 2.19260231342315 2.23720097381823 2.28336554063308 2.33185051177668 2.31994262923515 2.22075393054642 2.1259909291021 2.04323917937022 1.97331082188059 1.91821345807566 1.09486045375991
"" -0.106044183703999 -0.305153525835142 -0.455155837589399 -0.603802675832014 -0.750893347316939 -0.896170752560308 -1.03698659407091 -1.14630339102452 -1.23355775797584 -1.3180376685316 -1.3998620717157 -1.47874370545629 -1.55419263809868 -1.59614161088034 -1.57177138147624 -1.53757046937865 -1.50182852238047 -1.46463374543614 -1.42605963121284 -1.3840787218089 -1.3250331804976 -1.25817252949465 -1.19117336908272 -1.1242425100134 -1.05751959786391 -0.991274840978144 -0.93320626654002 -0.886491695038573 -0.840556597957942 -0.794608225496514 -0.748715418054957 -0.702914165013718 -0.654605458019622 -0.593840489620983 -0.530277458350583 -0.468148551544955 -0.407558105448864 -0.348560336365078 -0.29052320878041 -0.219579437057904 -0.136878837608433 -0.0571183487167158 0.0189764526543368 0.0913962332964272 0.160193286355807 0.232257064768332 0.322068349050298 0.410822584212694 0.493965773845094 0.571632869689486 0.644040661638134 0.71317671230791 0.798876668163959 0.89301428012485 0.980586847273406 1.06163316470459 1.13660715480597 1.20612227447399 1.28186536635633 1.37619373740526 1.46741953543058 1.55294566678321 1.63358103170592 1.71028739537895 1.78193010532046 1.83454260431371 1.87851967990324 1.92255098158362 1.96727337306383 2.01354005747142 2.0616496337558 2.07140275942193 2.02446230714537 1.9788800587141 1.94028559113474 1.91038079575563 1.89199375608007 1.09526426653914
"" -0.0226445246485952 -0.144310598927378 -0.269239721486014 -0.393153831923534 -0.515949341064443 -0.637485043015897 -0.756652853252339 -0.862619307845984 -0.959061431266098 -1.05358177290096 -1.14613859597215 -1.23651000725528 -1.32428201107775 -1.38156761916068 -1.37771881093575 -1.36494038483496 -1.35084513891034 -1.33544784183614 -1.31875259731677 -1.29734061702556 -1.24871205960925 -1.18769100982183 -1.12663810449053 -1.06575616165039 -1.00515961193825 -0.944988534631069 -0.887618590557161 -0.83410495868386 -0.781355618120578 -0.729197225807288 -0.677699930916016 -0.626908974348335 -0.573953705871764 -0.507724298831805 -0.438763437495136 -0.371691385881391 -0.306581177163175 -0.243462155478805 -0.18198034375028 -0.114650426806197 -0.0419753740940131 0.0281972612428541 0.0954807141159851 0.159892435984651 0.221503257683778 0.284635470583551 0.358439237030394 0.431459102214155 0.500885839992822 0.566805539375019 0.629369344838108 0.690197743578626 0.76584188613734 0.849908121803425 0.930018652484255 1.0061475223272 1.0786096153743 1.14778194399114 1.21033481936017 1.26237283433996 1.31140393872532 1.35870668942474 1.40459157420961 1.44948510102372 1.49587449561748 1.55738571075196 1.62553959412929 1.69324878314297 1.76092050190643 1.82922484851307 1.8979343083088 1.91098270801777 1.84217448379033 1.77093867327208 1.70463484134772 1.64465794716467 1.59336098837623 0.909093168560528
"" -2.31558155588597 -4.65644780360802 -5.24824062137552 -5.73079669942707 -6.08162154910598 -6.27713548626916 -6.25496568013741 -5.56914563339298 -4.481111328412 -3.38366783501377 -2.31358173088716 -1.29499728611885 -0.346889819306677 0.434551737079214 0.986333904066745 1.49684423579617 1.97955570122062 2.42388928022426 2.82128385386638 3.1667252383024 3.46401284555481 3.69409212006103 3.84722514213484 3.92509954549592 3.93209889792278 3.87492185214487 3.77655867287626 3.6380220288245 3.43973515751636 3.19614955469214 2.92317482617983 2.63491319315776 2.34347984522539 2.05881955845694 1.78660616180663 1.531994057682 1.29884836512164 1.08936054995371 0.904279825803859 0.742907410526976 0.604459543613911 0.487552922084064 0.389916350281323 0.309232557120496 0.243239098927436 0.189829207219042 0.147034764472772 0.112931045313507 0.0860074265343913 0.0649671331916749 0.0486851294341714 0.0362004622808985 0.0266911216230559 0.0195417264757084 0.0142238211260428 0.0102906783929843 0.00739879633317902 0.00528551366960996 0.00375401101990169 0.00265033155378714 0.00185378592120971 0.00128471334141417 0.00088266560888086 0.000601562666535519 0.0004067139361984 0.000272186057381789 0.000181473971217279 0.000120877795134151 8.03285011263544e-05 5.3182178670052e-05 3.50383833654667e-05 2.3307772652848e-05 1.53914339650701e-05 9.67173635095216e-06 5.87743817151343e-06 3.5192082668331e-06 2.11855349174664e-06 1.06672989391463e-06
"" -0.324867986320149 -1.09418634524122 -1.59633469621079 -2.06633042016806 -2.49816671185439 -2.88451415733724 -3.19640959063826 -3.19639787169494 -2.98898805073443 -2.75583958692475 -2.50318824703417 -2.23377633646988 -1.95012971698403 -1.63072806213713 -1.25779588689699 -0.88792445982167 -0.532451159038866 -0.194763000091498 0.122506417689561 0.407341696179339 0.59796708437814 0.751437368397912 0.904939774538319 1.0563322706739 1.20348135389135 1.34422370968057 1.46757085379033 1.57122207969639 1.66846365991391 1.75807538930089 1.83798923374596 1.90647306291114 1.96370289553267 2.01323213544333 2.04554523079358 2.05760374604443 2.05001659049978 2.02387402415611 1.98119978439097 1.93441099304896 1.87754292360018 1.79878931075023 1.70258206637799 1.59375626903164 1.47672435628633 1.35572867925792 1.23441049985298 1.11403102271284 0.996788625318895 0.884690732308723 0.779227592966199 0.681406532690428 0.591788011392358 0.510581135023411 0.437731722617069 0.372995046789695 0.31598366819065 0.266198284440282 0.22281468417409 0.185223127227689 0.153438967795135 0.126706323228586 0.104285217257002 0.0855380947666556 0.0699931786687871 0.0575101354092627 0.0469695391358961 0.0379313770175526 0.0303325493804565 0.0240513518229221 0.0189464225679712 0.0153397837784648 0.012718268210567 0.0101730685881838 0.0079719219763096 0.00626640941029626 0.00509930950321195 0.00279513162388957
